original_index,unit1_rgb3,original_unit1_pwr3_best-beam,original_unit1_pwr3
2775,../scenario36/unit1/rgb3/frame_11-46-41.316019.jpg,33,./unit1/pwr3/pwr_11-46-40.659300.txt
2776,../scenario36/unit1/rgb3/frame_11-46-41.416120.jpg,34,./unit1/pwr3/pwr_11-46-40.760267.txt
2777,../scenario36/unit1/rgb3/frame_11-46-41.516221.jpg,34,./unit1/pwr3/pwr_11-46-40.859248.txt
2778,../scenario36/unit1/rgb3/frame_11-46-41.616322.jpg,33,./unit1/pwr3/pwr_11-46-40.959420.txt
2779,../scenario36/unit1/rgb3/frame_11-46-41.716423.jpg,34,./unit1/pwr3/pwr_11-46-41.059274.txt
2780,../scenario36/unit1/rgb3/frame_11-46-41.816524.jpg,34,./unit1/pwr3/pwr_11-46-41.160068.txt
2781,../scenario36/unit1/rgb3/frame_11-46-41.916625.jpg,33,./unit1/pwr3/pwr_11-46-41.259304.txt
2782,../scenario36/unit1/rgb3/frame_11-46-42.016726.jpg,34,./unit1/pwr3/pwr_11-46-41.360106.txt
2783,../scenario36/unit1/rgb3/frame_11-46-42.116827.jpg,34,./unit1/pwr3/pwr_11-46-41.460108.txt
2784,../scenario36/unit1/rgb3/frame_11-46-42.216928.jpg,33,./unit1/pwr3/pwr_11-46-41.559522.txt
2785,../scenario36/unit1/rgb3/frame_11-46-42.350396.jpg,34,./unit1/pwr3/pwr_11-46-41.685656.txt
2786,../scenario36/unit1/rgb3/frame_11-46-42.417130.jpg,33,./unit1/pwr3/pwr_11-46-41.761388.txt
2787,../scenario36/unit1/rgb3/frame_11-46-42.517231.jpg,33,./unit1/pwr3/pwr_11-46-41.859572.txt
2788,../scenario36/unit1/rgb3/frame_11-46-42.617332.jpg,34,./unit1/pwr3/pwr_11-46-41.960279.txt
2789,../scenario36/unit1/rgb3/frame_11-46-42.717433.jpg,33,./unit1/pwr3/pwr_11-46-42.059707.txt
2790,../scenario36/unit1/rgb3/frame_11-46-42.817534.jpg,34,./unit1/pwr3/pwr_11-46-42.159678.txt
2791,../scenario36/unit1/rgb3/frame_11-46-42.917635.jpg,33,./unit1/pwr3/pwr_11-46-42.260215.txt
2792,../scenario36/unit1/rgb3/frame_11-46-43.017736.jpg,34,./unit1/pwr3/pwr_11-46-42.359905.txt
2793,../scenario36/unit1/rgb3/frame_11-46-43.117837.jpg,33,./unit1/pwr3/pwr_11-46-42.460017.txt
2794,../scenario36/unit1/rgb3/frame_11-46-43.217938.jpg,34,./unit1/pwr3/pwr_11-46-42.559856.txt
2795,../scenario36/unit1/rgb3/frame_11-46-43.318039.jpg,34,./unit1/pwr3/pwr_11-46-42.659247.txt
2796,../scenario36/unit1/rgb3/frame_11-46-43.418140.jpg,33,./unit1/pwr3/pwr_11-46-42.759837.txt
2797,../scenario36/unit1/rgb3/frame_11-46-43.518241.jpg,34,./unit1/pwr3/pwr_11-46-42.860001.txt
2798,../scenario36/unit1/rgb3/frame_11-46-43.618342.jpg,34,./unit1/pwr3/pwr_11-46-42.959417.txt
2799,../scenario36/unit1/rgb3/frame_11-46-43.718443.jpg,34,./unit1/pwr3/pwr_11-46-43.059285.txt
2800,../scenario36/unit1/rgb3/frame_11-46-43.818544.jpg,33,./unit1/pwr3/pwr_11-46-43.159753.txt
2801,../scenario36/unit1/rgb3/frame_11-46-43.918645.jpg,33,./unit1/pwr3/pwr_11-46-43.259868.txt
2802,../scenario36/unit1/rgb3/frame_11-46-44.018746.jpg,33,./unit1/pwr3/pwr_11-46-43.359409.txt
2803,../scenario36/unit1/rgb3/frame_11-46-44.118847.jpg,34,./unit1/pwr3/pwr_11-46-43.459633.txt
2804,../scenario36/unit1/rgb3/frame_11-46-44.218948.jpg,33,./unit1/pwr3/pwr_11-46-43.559983.txt
2805,../scenario36/unit1/rgb3/frame_11-46-44.319049.jpg,33,./unit1/pwr3/pwr_11-46-43.659962.txt
2806,../scenario36/unit1/rgb3/frame_11-46-44.419150.jpg,34,./unit1/pwr3/pwr_11-46-43.760475.txt
2807,../scenario36/unit1/rgb3/frame_11-46-44.519251.jpg,33,./unit1/pwr3/pwr_11-46-43.860001.txt
2808,../scenario36/unit1/rgb3/frame_11-46-44.619352.jpg,34,./unit1/pwr3/pwr_11-46-43.959563.txt
2809,../scenario36/unit1/rgb3/frame_11-46-44.719453.jpg,34,./unit1/pwr3/pwr_11-46-44.060194.txt
2810,../scenario36/unit1/rgb3/frame_11-46-44.819554.jpg,34,./unit1/pwr3/pwr_11-46-44.160278.txt
2811,../scenario36/unit1/rgb3/frame_11-46-44.919655.jpg,33,./unit1/pwr3/pwr_11-46-44.259308.txt
2812,../scenario36/unit1/rgb3/frame_11-46-45.019756.jpg,34,./unit1/pwr3/pwr_11-46-44.359811.txt
2813,../scenario36/unit1/rgb3/frame_11-46-45.119857.jpg,34,./unit1/pwr3/pwr_11-46-44.460061.txt
2814,../scenario36/unit1/rgb3/frame_11-46-45.219958.jpg,33,./unit1/pwr3/pwr_11-46-44.560074.txt
2815,../scenario36/unit1/rgb3/frame_11-46-45.320059.jpg,33,./unit1/pwr3/pwr_11-46-44.659463.txt
2816,../scenario36/unit1/rgb3/frame_11-46-45.420160.jpg,34,./unit1/pwr3/pwr_11-46-44.759359.txt
2817,../scenario36/unit1/rgb3/frame_11-46-45.520261.jpg,33,./unit1/pwr3/pwr_11-46-44.860106.txt
2818,../scenario36/unit1/rgb3/frame_11-46-45.620362.jpg,34,./unit1/pwr3/pwr_11-46-44.959719.txt
2819,../scenario36/unit1/rgb3/frame_11-46-45.720463.jpg,34,./unit1/pwr3/pwr_11-46-45.060232.txt
2820,../scenario36/unit1/rgb3/frame_11-46-45.820564.jpg,33,./unit1/pwr3/pwr_11-46-45.159245.txt
2821,../scenario36/unit1/rgb3/frame_11-46-45.920665.jpg,34,./unit1/pwr3/pwr_11-46-45.259789.txt
2822,../scenario36/unit1/rgb3/frame_11-46-46.020766.jpg,34,./unit1/pwr3/pwr_11-46-45.360234.txt
2823,../scenario36/unit1/rgb3/frame_11-46-46.120867.jpg,34,./unit1/pwr3/pwr_11-46-45.459726.txt
2824,../scenario36/unit1/rgb3/frame_11-46-46.220968.jpg,33,./unit1/pwr3/pwr_11-46-45.560094.txt
2825,../scenario36/unit1/rgb3/frame_11-46-46.321069.jpg,34,./unit1/pwr3/pwr_11-46-45.659926.txt
2826,../scenario36/unit1/rgb3/frame_11-46-46.421170.jpg,34,./unit1/pwr3/pwr_11-46-45.759652.txt
2827,../scenario36/unit1/rgb3/frame_11-46-46.521271.jpg,34,./unit1/pwr3/pwr_11-46-45.859382.txt
2828,../scenario36/unit1/rgb3/frame_11-46-46.621372.jpg,34,./unit1/pwr3/pwr_11-46-45.959249.txt
2829,../scenario36/unit1/rgb3/frame_11-46-46.721473.jpg,33,./unit1/pwr3/pwr_11-46-46.059879.txt
2830,../scenario36/unit1/rgb3/frame_11-46-46.821574.jpg,33,./unit1/pwr3/pwr_11-46-46.160233.txt
2831,../scenario36/unit1/rgb3/frame_11-46-46.921675.jpg,34,./unit1/pwr3/pwr_11-46-46.259701.txt
2832,../scenario36/unit1/rgb3/frame_11-46-47.021776.jpg,34,./unit1/pwr3/pwr_11-46-46.359402.txt
2833,../scenario36/unit1/rgb3/frame_11-46-47.121877.jpg,33,./unit1/pwr3/pwr_11-46-46.459511.txt
2834,../scenario36/unit1/rgb3/frame_11-46-47.221978.jpg,33,./unit1/pwr3/pwr_11-46-46.559691.txt
2835,../scenario36/unit1/rgb3/frame_11-46-47.322079.jpg,34,./unit1/pwr3/pwr_11-46-46.660144.txt
2836,../scenario36/unit1/rgb3/frame_11-46-47.422180.jpg,33,./unit1/pwr3/pwr_11-46-46.759399.txt
2837,../scenario36/unit1/rgb3/frame_11-46-47.522281.jpg,34,./unit1/pwr3/pwr_11-46-46.860160.txt
2838,../scenario36/unit1/rgb3/frame_11-46-47.622382.jpg,33,./unit1/pwr3/pwr_11-46-46.960226.txt
2839,../scenario36/unit1/rgb3/frame_11-46-47.722483.jpg,34,./unit1/pwr3/pwr_11-46-47.060134.txt
2840,../scenario36/unit1/rgb3/frame_11-46-47.822584.jpg,34,./unit1/pwr3/pwr_11-46-47.160095.txt
2841,../scenario36/unit1/rgb3/frame_11-46-47.922685.jpg,34,./unit1/pwr3/pwr_11-46-47.260000.txt
2842,../scenario36/unit1/rgb3/frame_11-46-48.022786.jpg,33,./unit1/pwr3/pwr_11-46-47.360207.txt
2843,../scenario36/unit1/rgb3/frame_11-46-48.122887.jpg,34,./unit1/pwr3/pwr_11-46-47.459399.txt
2844,../scenario36/unit1/rgb3/frame_11-46-48.222988.jpg,34,./unit1/pwr3/pwr_11-46-47.559631.txt
2845,../scenario36/unit1/rgb3/frame_11-46-48.323089.jpg,34,./unit1/pwr3/pwr_11-46-47.659823.txt
2846,../scenario36/unit1/rgb3/frame_11-46-48.423190.jpg,34,./unit1/pwr3/pwr_11-46-47.759470.txt
2847,../scenario36/unit1/rgb3/frame_11-46-48.523291.jpg,34,./unit1/pwr3/pwr_11-46-47.860185.txt
2848,../scenario36/unit1/rgb3/frame_11-46-48.623392.jpg,34,./unit1/pwr3/pwr_11-46-47.960055.txt
2849,../scenario36/unit1/rgb3/frame_11-46-48.723493.jpg,34,./unit1/pwr3/pwr_11-46-48.059913.txt
2850,../scenario36/unit1/rgb3/frame_11-46-48.823594.jpg,33,./unit1/pwr3/pwr_11-46-48.159817.txt
2851,../scenario36/unit1/rgb3/frame_11-46-48.923695.jpg,34,./unit1/pwr3/pwr_11-46-48.260168.txt
2852,../scenario36/unit1/rgb3/frame_11-46-49.023796.jpg,34,./unit1/pwr3/pwr_11-46-48.359968.txt
2853,../scenario36/unit1/rgb3/frame_11-46-49.123897.jpg,34,./unit1/pwr3/pwr_11-46-48.459817.txt
2854,../scenario36/unit1/rgb3/frame_11-46-49.223998.jpg,34,./unit1/pwr3/pwr_11-46-48.559659.txt
2855,../scenario36/unit1/rgb3/frame_11-46-49.324099.jpg,34,./unit1/pwr3/pwr_11-46-48.660181.txt
2856,../scenario36/unit1/rgb3/frame_11-46-49.424200.jpg,34,./unit1/pwr3/pwr_11-46-48.759378.txt
2857,../scenario36/unit1/rgb3/frame_11-46-49.524301.jpg,34,./unit1/pwr3/pwr_11-46-48.860078.txt
2858,../scenario36/unit1/rgb3/frame_11-46-49.624402.jpg,33,./unit1/pwr3/pwr_11-46-48.959363.txt
2859,../scenario36/unit1/rgb3/frame_11-46-49.724503.jpg,34,./unit1/pwr3/pwr_11-46-49.059253.txt
2860,../scenario36/unit1/rgb3/frame_11-46-49.824604.jpg,34,./unit1/pwr3/pwr_11-46-49.160095.txt
2861,../scenario36/unit1/rgb3/frame_11-46-49.924705.jpg,34,./unit1/pwr3/pwr_11-46-49.260011.txt
2862,../scenario36/unit1/rgb3/frame_11-46-50.024806.jpg,34,./unit1/pwr3/pwr_11-46-49.359375.txt
2863,../scenario36/unit1/rgb3/frame_11-46-50.124907.jpg,34,./unit1/pwr3/pwr_11-46-49.459372.txt
2864,../scenario36/unit1/rgb3/frame_11-46-50.225008.jpg,34,./unit1/pwr3/pwr_11-46-49.560117.txt
2865,../scenario36/unit1/rgb3/frame_11-46-50.325109.jpg,33,./unit1/pwr3/pwr_11-46-49.659248.txt
2866,../scenario36/unit1/rgb3/frame_11-46-50.425210.jpg,34,./unit1/pwr3/pwr_11-46-49.759978.txt
2867,../scenario36/unit1/rgb3/frame_11-46-50.525311.jpg,34,./unit1/pwr3/pwr_11-46-49.859568.txt
2868,../scenario36/unit1/rgb3/frame_11-46-50.625412.jpg,34,./unit1/pwr3/pwr_11-46-49.960220.txt
2869,../scenario36/unit1/rgb3/frame_11-46-50.725513.jpg,34,./unit1/pwr3/pwr_11-46-50.059426.txt
2870,../scenario36/unit1/rgb3/frame_11-46-50.825614.jpg,34,./unit1/pwr3/pwr_11-46-50.159974.txt
2871,../scenario36/unit1/rgb3/frame_11-46-50.925715.jpg,33,./unit1/pwr3/pwr_11-46-50.259498.txt
2872,../scenario36/unit1/rgb3/frame_11-46-51.025816.jpg,34,./unit1/pwr3/pwr_11-46-50.359256.txt
2873,../scenario36/unit1/rgb3/frame_11-46-51.125917.jpg,34,./unit1/pwr3/pwr_11-46-50.460265.txt
2874,../scenario36/unit1/rgb3/frame_11-46-51.226018.jpg,34,./unit1/pwr3/pwr_11-46-50.559860.txt
2875,../scenario36/unit1/rgb3/frame_11-46-51.326119.jpg,34,./unit1/pwr3/pwr_11-46-50.659991.txt
2876,../scenario36/unit1/rgb3/frame_11-46-51.426220.jpg,33,./unit1/pwr3/pwr_11-46-50.759662.txt
2877,../scenario36/unit1/rgb3/frame_11-46-51.526321.jpg,33,./unit1/pwr3/pwr_11-46-50.859581.txt
2878,../scenario36/unit1/rgb3/frame_11-46-51.626422.jpg,33,./unit1/pwr3/pwr_11-46-50.959298.txt
2879,../scenario36/unit1/rgb3/frame_11-46-51.726523.jpg,33,./unit1/pwr3/pwr_11-46-51.059269.txt
2880,../scenario36/unit1/rgb3/frame_11-46-51.826624.jpg,33,./unit1/pwr3/pwr_11-46-51.160196.txt
2881,../scenario36/unit1/rgb3/frame_11-46-51.926725.jpg,33,./unit1/pwr3/pwr_11-46-51.259985.txt
2882,../scenario36/unit1/rgb3/frame_11-46-52.026826.jpg,33,./unit1/pwr3/pwr_11-46-51.360167.txt
2883,../scenario36/unit1/rgb3/frame_11-46-52.126927.jpg,33,./unit1/pwr3/pwr_11-46-51.460014.txt
2884,../scenario36/unit1/rgb3/frame_11-46-52.227028.jpg,34,./unit1/pwr3/pwr_11-46-51.559995.txt
2885,../scenario36/unit1/rgb3/frame_11-46-52.327129.jpg,34,./unit1/pwr3/pwr_11-46-51.659841.txt
2886,../scenario36/unit1/rgb3/frame_11-46-52.427230.jpg,34,./unit1/pwr3/pwr_11-46-51.760232.txt
2887,../scenario36/unit1/rgb3/frame_11-46-52.527331.jpg,34,./unit1/pwr3/pwr_11-46-51.859696.txt
2888,../scenario36/unit1/rgb3/frame_11-46-52.627432.jpg,34,./unit1/pwr3/pwr_11-46-51.959244.txt
2889,../scenario36/unit1/rgb3/frame_11-46-52.727533.jpg,34,./unit1/pwr3/pwr_11-46-52.059913.txt
2890,../scenario36/unit1/rgb3/frame_11-46-52.827634.jpg,34,./unit1/pwr3/pwr_11-46-52.159600.txt
2891,../scenario36/unit1/rgb3/frame_11-46-52.927735.jpg,34,./unit1/pwr3/pwr_11-46-52.260053.txt
2892,../scenario36/unit1/rgb3/frame_11-46-53.027836.jpg,33,./unit1/pwr3/pwr_11-46-52.359869.txt
2893,../scenario36/unit1/rgb3/frame_11-46-53.127937.jpg,34,./unit1/pwr3/pwr_11-46-52.460237.txt
2894,../scenario36/unit1/rgb3/frame_11-46-53.228038.jpg,34,./unit1/pwr3/pwr_11-46-52.560156.txt
2895,../scenario36/unit1/rgb3/frame_11-46-53.328139.jpg,34,./unit1/pwr3/pwr_11-46-52.659967.txt
2896,../scenario36/unit1/rgb3/frame_11-46-53.428240.jpg,34,./unit1/pwr3/pwr_11-46-52.759689.txt
2897,../scenario36/unit1/rgb3/frame_11-46-53.528341.jpg,34,./unit1/pwr3/pwr_11-46-52.859781.txt
