original_index,unit1_lidar1,original_unit1_pwr3_best-beam,original_unit1_pwr3
8680,../scenario36/unit1/lidar1/lidar_frame_11-56-33.114006.csv,28,./unit1/pwr3/pwr_11-56-31.159414.txt
12107,../scenario36/unit1/lidar1/lidar_frame_12-09-13.937264.csv,33,./unit1/pwr3/pwr_12-09-11.988437.txt
18654,../scenario36/unit1/lidar1/lidar_frame_12-20-08.621403.csv,30,./unit1/pwr3/pwr_12-20-06.689189.txt
10251,../scenario36/unit1/lidar1/lidar_frame_12-03-29.872078.csv,8,./unit1/pwr3/pwr_12-03-27.909213.txt
3701,../scenario36/unit1/lidar1/lidar_frame_11-48-15.214259.csv,32,./unit1/pwr3/pwr_11-48-13.259758.txt
15361,../scenario36/unit1/lidar1/lidar_frame_12-14-39.304429.csv,22,./unit1/pwr3/pwr_12-14-37.389154.txt
26386,../scenario36/unit1/lidar1/lidar_frame_13-39-57.601796.csv,61,./unit1/pwr3/pwr_13-39-55.649811.txt
14531,../scenario36/unit1/lidar1/lidar_frame_12-13-16.312833.csv,5,./unit1/pwr3/pwr_12-13-14.389261.txt
32054,../scenario36/unit1/lidar1/lidar_frame_13-49-27.094390.csv,34,./unit1/pwr3/pwr_13-49-25.150649.txt
16288,../scenario36/unit1/lidar1/lidar_frame_12-16-12.045079.csv,28,./unit1/pwr3/pwr_12-16-10.089273.txt
16911,../scenario36/unit1/lidar1/lidar_frame_12-17-14.339012.csv,6,./unit1/pwr3/pwr_12-17-12.389226.txt
31590,../scenario36/unit1/lidar1/lidar_frame_13-48-39.899033.csv,34,./unit1/pwr3/pwr_13-48-37.950578.txt
23830,../scenario36/unit1/lidar1/lidar_frame_13-35-41.177367.csv,34,./unit1/pwr3/pwr_13-35-39.250675.txt
8577,../scenario36/unit1/lidar1/lidar_frame_11-56-22.815082.csv,35,./unit1/pwr3/pwr_11-56-20.859712.txt
19189,../scenario36/unit1/lidar1/lidar_frame_12-21-02.115853.csv,12,./unit1/pwr3/pwr_12-21-00.189038.txt
16185,../scenario36/unit1/lidar1/lidar_frame_12-16-01.746384.csv,20,./unit1/pwr3/pwr_12-15-59.789025.txt
15304,../scenario36/unit1/lidar1/lidar_frame_12-14-33.605208.csv,54,./unit1/pwr3/pwr_12-14-31.688332.txt
11105,../scenario36/unit1/lidar1/lidar_frame_12-04-55.263662.csv,55,./unit1/pwr3/pwr_12-04-53.308423.txt
13519,../scenario36/unit1/lidar1/lidar_frame_12-11-35.122936.csv,34,./unit1/pwr3/pwr_12-11-33.188446.txt
28194,../scenario36/unit1/lidar1/lidar_frame_13-43-00.283226.csv,28,./unit1/pwr3/pwr_13-42-58.350152.txt
26179,../scenario36/unit1/lidar1/lidar_frame_13-39-36.903887.csv,17,./unit1/pwr3/pwr_13-39-34.950206.txt
20895,../scenario36/unit1/lidar1/lidar_frame_12-23-52.748521.csv,58,./unit1/pwr3/pwr_12-23-50.788714.txt
22018,../scenario36/unit1/lidar1/lidar_frame_12-25-45.936920.csv,36,./unit1/pwr3/pwr_12-25-43.989057.txt
2869,../scenario36/unit1/lidar1/lidar_frame_11-46-52.022758.csv,34,./unit1/pwr3/pwr_11-46-50.059426.txt
27471,../scenario36/unit1/lidar1/lidar_frame_13-41-47.190143.csv,37,./unit1/pwr3/pwr_13-41-45.249841.txt
18701,../scenario36/unit1/lidar1/lidar_frame_12-20-13.320802.csv,36,./unit1/pwr3/pwr_12-20-11.388952.txt
21689,../scenario36/unit1/lidar1/lidar_frame_12-25-13.040728.csv,33,./unit1/pwr3/pwr_12-25-11.089067.txt
23531,../scenario36/unit1/lidar1/lidar_frame_13-35-11.280601.csv,35,./unit1/pwr3/pwr_13-35-09.349956.txt
10549,../scenario36/unit1/lidar1/lidar_frame_12-03-59.668903.csv,49,./unit1/pwr3/pwr_12-03-57.708618.txt
3155,../scenario36/unit1/lidar1/lidar_frame_11-47-20.619695.csv,34,./unit1/pwr3/pwr_11-47-18.660228.txt
13232,../scenario36/unit1/lidar1/lidar_frame_12-11-06.425825.csv,34,./unit1/pwr3/pwr_12-11-04.488796.txt
3156,../scenario36/unit1/lidar1/lidar_frame_11-47-20.719608.csv,35,./unit1/pwr3/pwr_11-47-18.759593.txt
29576,../scenario36/unit1/lidar1/lidar_frame_13-45-18.470268.csv,18,./unit1/pwr3/pwr_13-45-16.550525.txt
4194,../scenario36/unit1/lidar1/lidar_frame_11-49-04.509278.csv,33,./unit1/pwr3/pwr_11-49-02.559807.txt
21056,../scenario36/unit1/lidar1/lidar_frame_12-24-08.847174.csv,11,./unit1/pwr3/pwr_12-24-06.889190.txt
4934,../scenario36/unit1/lidar1/lidar_frame_11-50-18.501906.csv,42,./unit1/pwr3/pwr_11-50-16.559896.txt
26392,../scenario36/unit1/lidar1/lidar_frame_13-39-58.201349.csv,8,./unit1/pwr3/pwr_13-39-56.250518.txt
2857,../scenario36/unit1/lidar1/lidar_frame_11-46-50.822813.csv,34,./unit1/pwr3/pwr_11-46-48.860078.txt
18065,../scenario36/unit1/lidar1/lidar_frame_12-19-09.727248.csv,61,./unit1/pwr3/pwr_12-19-07.788801.txt
18258,../scenario36/unit1/lidar1/lidar_frame_12-19-29.025208.csv,18,./unit1/pwr3/pwr_12-19-27.089128.txt
5644,../scenario36/unit1/lidar1/lidar_frame_11-51-29.494501.csv,7,./unit1/pwr3/pwr_11-51-27.560146.txt
32143,../scenario36/unit1/lidar1/lidar_frame_13-49-35.993369.csv,34,./unit1/pwr3/pwr_13-49-34.049731.txt
28179,../scenario36/unit1/lidar1/lidar_frame_13-42-58.783555.csv,62,./unit1/pwr3/pwr_13-42-56.850531.txt
18750,../scenario36/unit1/lidar1/lidar_frame_12-20-18.220077.csv,24,./unit1/pwr3/pwr_12-20-16.288428.txt
23984,../scenario36/unit1/lidar1/lidar_frame_13-35-56.575934.csv,5,./unit1/pwr3/pwr_13-35-54.650218.txt
16828,../scenario36/unit1/lidar1/lidar_frame_12-17-06.039762.csv,25,./unit1/pwr3/pwr_12-17-04.088326.txt
17330,../scenario36/unit1/lidar1/lidar_frame_12-17-56.234767.csv,59,./unit1/pwr3/pwr_12-17-54.288904.txt
19668,../scenario36/unit1/lidar1/lidar_frame_12-21-50.011077.csv,39,./unit1/pwr3/pwr_12-21-48.089067.txt
6090,../scenario36/unit1/lidar1/lidar_frame_11-52-14.090080.csv,30,./unit1/pwr3/pwr_11-52-12.159928.txt
5648,../scenario36/unit1/lidar1/lidar_frame_11-51-29.894611.csv,7,./unit1/pwr3/pwr_11-51-27.960177.txt
9263,../scenario36/unit1/lidar1/lidar_frame_11-57-31.408193.csv,20,./unit1/pwr3/pwr_11-57-29.459569.txt
29351,../scenario36/unit1/lidar1/lidar_frame_13-44-55.972518.csv,30,./unit1/pwr3/pwr_13-44-54.049831.txt
6396,../scenario36/unit1/lidar1/lidar_frame_11-52-44.687231.csv,12,./unit1/pwr3/pwr_11-52-42.759462.txt
19709,../scenario36/unit1/lidar1/lidar_frame_12-21-54.110670.csv,38,./unit1/pwr3/pwr_12-21-52.188834.txt
26496,../scenario36/unit1/lidar1/lidar_frame_13-40-08.600767.csv,60,./unit1/pwr3/pwr_13-40-06.650502.txt
27997,../scenario36/unit1/lidar1/lidar_frame_13-42-40.584881.csv,34,./unit1/pwr3/pwr_13-42-38.650666.txt
27533,../scenario36/unit1/lidar1/lidar_frame_13-41-53.389692.csv,34,./unit1/pwr3/pwr_13-41-51.450446.txt
17033,../scenario36/unit1/lidar1/lidar_frame_12-17-26.537494.csv,29,./unit1/pwr3/pwr_12-17-24.588808.txt
18624,../scenario36/unit1/lidar1/lidar_frame_12-20-05.621809.csv,13,./unit1/pwr3/pwr_12-20-03.688887.txt
16017,../scenario36/unit1/lidar1/lidar_frame_12-15-44.948089.csv,11,./unit1/pwr3/pwr_12-15-42.988780.txt
5992,../scenario36/unit1/lidar1/lidar_frame_11-52-04.291433.csv,20,./unit1/pwr3/pwr_11-52-02.359715.txt
3832,../scenario36/unit1/lidar1/lidar_frame_11-48-28.312979.csv,35,./unit1/pwr3/pwr_11-48-26.360179.txt
19551,../scenario36/unit1/lidar1/lidar_frame_12-21-38.312417.csv,14,./unit1/pwr3/pwr_12-21-36.388396.txt
13701,../scenario36/unit1/lidar1/lidar_frame_12-11-53.321170.csv,39,./unit1/pwr3/pwr_12-11-51.389267.txt
24306,../scenario36/unit1/lidar1/lidar_frame_13-36-28.772594.csv,17,./unit1/pwr3/pwr_13-36-26.850097.txt
10535,../scenario36/unit1/lidar1/lidar_frame_12-03-58.269244.csv,61,./unit1/pwr3/pwr_12-03-56.309204.txt
21116,../scenario36/unit1/lidar1/lidar_frame_12-24-14.846516.csv,22,./unit1/pwr3/pwr_12-24-12.888836.txt
6909,../scenario36/unit1/lidar1/lidar_frame_11-53-35.982024.csv,37,./unit1/pwr3/pwr_11-53-34.060182.txt
24893,../scenario36/unit1/lidar1/lidar_frame_13-37-27.466608.csv,46,./unit1/pwr3/pwr_13-37-25.550396.txt
26452,../scenario36/unit1/lidar1/lidar_frame_13-40-04.201130.csv,15,./unit1/pwr3/pwr_13-40-02.250388.txt
19726,../scenario36/unit1/lidar1/lidar_frame_12-21-55.810334.csv,35,./unit1/pwr3/pwr_12-21-53.888866.txt
23944,../scenario36/unit1/lidar1/lidar_frame_13-35-52.576431.csv,44,./unit1/pwr3/pwr_13-35-50.650010.txt
29716,../scenario36/unit1/lidar1/lidar_frame_13-45-32.469163.csv,29,./unit1/pwr3/pwr_13-45-30.550328.txt
8683,../scenario36/unit1/lidar1/lidar_frame_11-56-33.413837.csv,27,./unit1/pwr3/pwr_11-56-31.459565.txt
8273,../scenario36/unit1/lidar1/lidar_frame_11-55-52.418111.csv,56,./unit1/pwr3/pwr_11-55-50.459540.txt
5321,../scenario36/unit1/lidar1/lidar_frame_11-50-57.197900.csv,4,./unit1/pwr3/pwr_11-50-55.259856.txt
31317,../scenario36/unit1/lidar1/lidar_frame_13-48-12.602116.csv,34,./unit1/pwr3/pwr_13-48-10.649825.txt
3184,../scenario36/unit1/lidar1/lidar_frame_11-47-23.519488.csv,34,./unit1/pwr3/pwr_11-47-21.559472.txt
15595,../scenario36/unit1/lidar1/lidar_frame_12-15-02.752157.csv,31,./unit1/pwr3/pwr_12-15-00.788450.txt
15050,../scenario36/unit1/lidar1/lidar_frame_12-14-08.207808.csv,30,./unit1/pwr3/pwr_12-14-06.288321.txt
21958,../scenario36/unit1/lidar1/lidar_frame_12-25-39.937819.csv,28,./unit1/pwr3/pwr_12-25-37.988373.txt
5294,../scenario36/unit1/lidar1/lidar_frame_11-50-54.498309.csv,20,./unit1/pwr3/pwr_11-50-52.559479.txt
12886,../scenario36/unit1/lidar1/lidar_frame_12-10-31.829268.csv,34,./unit1/pwr3/pwr_12-10-29.888624.txt
11313,../scenario36/unit1/lidar1/lidar_frame_12-05-16.061593.csv,28,./unit1/pwr3/pwr_12-05-14.108522.txt
28208,../scenario36/unit1/lidar1/lidar_frame_13-43-01.682766.csv,36,./unit1/pwr3/pwr_13-42-59.750479.txt
17574,../scenario36/unit1/lidar1/lidar_frame_12-18-20.632154.csv,15,./unit1/pwr3/pwr_12-18-18.688341.txt
24082,../scenario36/unit1/lidar1/lidar_frame_13-36-06.374884.csv,47,./unit1/pwr3/pwr_13-36-04.450471.txt
29579,../scenario36/unit1/lidar1/lidar_frame_13-45-18.770232.csv,59,./unit1/pwr3/pwr_13-45-16.849674.txt
24187,../scenario36/unit1/lidar1/lidar_frame_13-36-16.873667.csv,44,./unit1/pwr3/pwr_13-36-14.950457.txt
31228,../scenario36/unit1/lidar1/lidar_frame_13-48-03.702684.csv,30,./unit1/pwr3/pwr_13-48-01.749783.txt
5434,../scenario36/unit1/lidar1/lidar_frame_11-51-08.496830.csv,5,./unit1/pwr3/pwr_11-51-06.559788.txt
32016,../scenario36/unit1/lidar1/lidar_frame_13-49-23.294523.csv,34,./unit1/pwr3/pwr_13-49-21.349909.txt
13245,../scenario36/unit1/lidar1/lidar_frame_12-11-07.725661.csv,34,./unit1/pwr3/pwr_12-11-05.788540.txt
29211,../scenario36/unit1/lidar1/lidar_frame_13-44-41.973915.csv,29,./unit1/pwr3/pwr_13-44-40.050341.txt
28106,../scenario36/unit1/lidar1/lidar_frame_13-42-51.484002.csv,5,./unit1/pwr3/pwr_13-42-49.550420.txt
15990,../scenario36/unit1/lidar1/lidar_frame_12-15-42.248331.csv,17,./unit1/pwr3/pwr_12-15-40.288846.txt
15808,../scenario36/unit1/lidar1/lidar_frame_12-15-24.049989.csv,35,./unit1/pwr3/pwr_12-15-22.089247.txt
24898,../scenario36/unit1/lidar1/lidar_frame_13-37-27.966753.csv,15,./unit1/pwr3/pwr_13-37-26.049879.txt
13808,../scenario36/unit1/lidar1/lidar_frame_12-12-04.020221.csv,34,./unit1/pwr3/pwr_12-12-02.088618.txt
2967,../scenario36/unit1/lidar1/lidar_frame_11-47-01.821578.csv,34,./unit1/pwr3/pwr_11-46-59.859316.txt
20099,../scenario36/unit1/lidar1/lidar_frame_12-22-33.106658.csv,17,./unit1/pwr3/pwr_12-22-31.188931.txt
4510,../scenario36/unit1/lidar1/lidar_frame_11-49-36.105968.csv,34,./unit1/pwr3/pwr_11-49-34.159768.txt
21064,../scenario36/unit1/lidar1/lidar_frame_12-24-09.646913.csv,14,./unit1/pwr3/pwr_12-24-07.688822.txt
29383,../scenario36/unit1/lidar1/lidar_frame_13-44-59.172011.csv,13,./unit1/pwr3/pwr_13-44-57.249776.txt
12740,../scenario36/unit1/lidar1/lidar_frame_12-10-17.230955.csv,34,./unit1/pwr3/pwr_12-10-15.288355.txt
6725,../scenario36/unit1/lidar1/lidar_frame_11-53-17.583801.csv,34,./unit1/pwr3/pwr_11-53-15.659780.txt
7688,../scenario36/unit1/lidar1/lidar_frame_11-54-53.874321.csv,44,./unit1/pwr3/pwr_11-54-51.959354.txt
23698,../scenario36/unit1/lidar1/lidar_frame_13-35-27.979030.csv,34,./unit1/pwr3/pwr_13-35-26.050579.txt
17328,../scenario36/unit1/lidar1/lidar_frame_12-17-56.034798.csv,62,./unit1/pwr3/pwr_12-17-54.088768.txt
19528,../scenario36/unit1/lidar1/lidar_frame_12-21-36.012454.csv,4,./unit1/pwr3/pwr_12-21-34.088619.txt
16964,../scenario36/unit1/lidar1/lidar_frame_12-17-19.638511.csv,36,./unit1/pwr3/pwr_12-17-17.689128.txt
18753,../scenario36/unit1/lidar1/lidar_frame_12-20-18.520229.csv,27,./unit1/pwr3/pwr_12-20-16.588461.txt
8583,../scenario36/unit1/lidar1/lidar_frame_11-56-23.415038.csv,5,./unit1/pwr3/pwr_11-56-21.459710.txt
30096,../scenario36/unit1/lidar1/lidar_frame_13-46-10.465104.csv,34,./unit1/pwr3/pwr_13-46-08.550483.txt
26104,../scenario36/unit1/lidar1/lidar_frame_13-39-29.404232.csv,36,./unit1/pwr3/pwr_13-39-27.449938.txt
6163,../scenario36/unit1/lidar1/lidar_frame_11-52-21.389322.csv,12,./unit1/pwr3/pwr_11-52-19.460126.txt
28637,../scenario36/unit1/lidar1/lidar_frame_13-43-44.578642.csv,13,./unit1/pwr3/pwr_13-43-42.649686.txt
20167,../scenario36/unit1/lidar1/lidar_frame_12-22-39.905977.csv,28,./unit1/pwr3/pwr_12-22-37.988596.txt
7342,../scenario36/unit1/lidar1/lidar_frame_11-54-19.277669.csv,43,./unit1/pwr3/pwr_11-54-17.359824.txt
12773,../scenario36/unit1/lidar1/lidar_frame_12-10-20.530508.csv,34,./unit1/pwr3/pwr_12-10-18.588566.txt
25949,../scenario36/unit1/lidar1/lidar_frame_13-39-13.906091.csv,4,./unit1/pwr3/pwr_13-39-11.950099.txt
13547,../scenario36/unit1/lidar1/lidar_frame_12-11-37.922798.csv,34,./unit1/pwr3/pwr_12-11-35.989093.txt
30158,../scenario36/unit1/lidar1/lidar_frame_13-46-16.714153.csv,29,./unit1/pwr3/pwr_13-46-14.750105.txt
11033,../scenario36/unit1/lidar1/lidar_frame_12-04-48.064045.csv,57,./unit1/pwr3/pwr_12-04-46.108941.txt
6903,../scenario36/unit1/lidar1/lidar_frame_11-53-35.381810.csv,36,./unit1/pwr3/pwr_11-53-33.459674.txt
5585,../scenario36/unit1/lidar1/lidar_frame_11-51-23.595273.csv,5,./unit1/pwr3/pwr_11-51-21.659697.txt
18300,../scenario36/unit1/lidar1/lidar_frame_12-19-33.224788.csv,13,./unit1/pwr3/pwr_12-19-31.288244.txt
29210,../scenario36/unit1/lidar1/lidar_frame_13-44-41.873957.csv,20,./unit1/pwr3/pwr_13-44-39.950044.txt
17250,../scenario36/unit1/lidar1/lidar_frame_12-17-48.235382.csv,59,./unit1/pwr3/pwr_12-17-46.289279.txt
3707,../scenario36/unit1/lidar1/lidar_frame_11-48-15.814263.csv,28,./unit1/pwr3/pwr_11-48-13.859548.txt
15676,../scenario36/unit1/lidar1/lidar_frame_12-15-10.851487.csv,25,./unit1/pwr3/pwr_12-15-08.888546.txt
21182,../scenario36/unit1/lidar1/lidar_frame_12-24-21.445855.csv,30,./unit1/pwr3/pwr_12-24-19.488435.txt
15380,../scenario36/unit1/lidar1/lidar_frame_12-14-41.204300.csv,8,./unit1/pwr3/pwr_12-14-39.288619.txt
22027,../scenario36/unit1/lidar1/lidar_frame_12-25-46.837161.csv,36,./unit1/pwr3/pwr_12-25-44.888620.txt
10660,../scenario36/unit1/lidar1/lidar_frame_12-04-10.768021.csv,12,./unit1/pwr3/pwr_12-04-08.809239.txt
18339,../scenario36/unit1/lidar1/lidar_frame_12-19-37.124389.csv,43,./unit1/pwr3/pwr_12-19-35.189218.txt
18323,../scenario36/unit1/lidar1/lidar_frame_12-19-35.524539.csv,21,./unit1/pwr3/pwr_12-19-33.589009.txt
2784,../scenario36/unit1/lidar1/lidar_frame_11-46-43.523669.csv,33,./unit1/pwr3/pwr_11-46-41.559522.txt
19552,../scenario36/unit1/lidar1/lidar_frame_12-21-38.412333.csv,40,./unit1/pwr3/pwr_12-21-36.488784.txt
8966,../scenario36/unit1/lidar1/lidar_frame_11-57-01.711052.csv,28,./unit1/pwr3/pwr_11-56-59.759996.txt
26181,../scenario36/unit1/lidar1/lidar_frame_13-39-37.103772.csv,8,./unit1/pwr3/pwr_13-39-35.150160.txt
20794,../scenario36/unit1/lidar1/lidar_frame_12-23-42.649817.csv,30,./unit1/pwr3/pwr_12-23-40.688272.txt
28496,../scenario36/unit1/lidar1/lidar_frame_13-43-30.480362.csv,60,./unit1/pwr3/pwr_13-43-28.549829.txt
20070,../scenario36/unit1/lidar1/lidar_frame_12-22-30.206893.csv,18,./unit1/pwr3/pwr_12-22-28.288766.txt
15666,../scenario36/unit1/lidar1/lidar_frame_12-15-09.851333.csv,28,./unit1/pwr3/pwr_12-15-07.888332.txt
13679,../scenario36/unit1/lidar1/lidar_frame_12-11-51.121417.csv,33,./unit1/pwr3/pwr_12-11-49.188294.txt
6104,../scenario36/unit1/lidar1/lidar_frame_11-52-15.490050.csv,35,./unit1/pwr3/pwr_11-52-13.559312.txt
16083,../scenario36/unit1/lidar1/lidar_frame_12-15-51.547301.csv,34,./unit1/pwr3/pwr_12-15-49.589240.txt
17366,../scenario36/unit1/lidar1/lidar_frame_12-17-59.834403.csv,57,./unit1/pwr3/pwr_12-17-57.888620.txt
4862,../scenario36/unit1/lidar1/lidar_frame_11-50-11.302591.csv,38,./unit1/pwr3/pwr_11-50-09.359286.txt
31988,../scenario36/unit1/lidar1/lidar_frame_13-49-20.494689.csv,34,./unit1/pwr3/pwr_13-49-18.550482.txt
17785,../scenario36/unit1/lidar1/lidar_frame_12-18-41.730068.csv,39,./unit1/pwr3/pwr_12-18-39.788742.txt
26479,../scenario36/unit1/lidar1/lidar_frame_13-40-06.901002.csv,13,./unit1/pwr3/pwr_13-40-04.950133.txt
26880,../scenario36/unit1/lidar1/lidar_frame_13-40-48.096497.csv,10,./unit1/pwr3/pwr_13-40-46.150714.txt
4270,../scenario36/unit1/lidar1/lidar_frame_11-49-12.108414.csv,34,./unit1/pwr3/pwr_11-49-10.159622.txt
31299,../scenario36/unit1/lidar1/lidar_frame_13-48-10.801914.csv,33,./unit1/pwr3/pwr_13-48-08.849819.txt
18517,../scenario36/unit1/lidar1/lidar_frame_12-19-54.922620.csv,59,./unit1/pwr3/pwr_12-19-52.989256.txt
9308,../scenario36/unit1/lidar1/lidar_frame_11-57-35.907671.csv,30,./unit1/pwr3/pwr_11-57-33.959934.txt
15309,../scenario36/unit1/lidar1/lidar_frame_12-14-34.105018.csv,36,./unit1/pwr3/pwr_12-14-32.188523.txt
10297,../scenario36/unit1/lidar1/lidar_frame_12-03-34.471622.csv,55,./unit1/pwr3/pwr_12-03-32.509230.txt
18684,../scenario36/unit1/lidar1/lidar_frame_12-20-11.620914.csv,46,./unit1/pwr3/pwr_12-20-09.689279.txt
8240,../scenario36/unit1/lidar1/lidar_frame_11-55-49.118475.csv,36,./unit1/pwr3/pwr_11-55-47.159258.txt
19841,../scenario36/unit1/lidar1/lidar_frame_12-22-07.309353.csv,4,./unit1/pwr3/pwr_12-22-05.388778.txt
10159,../scenario36/unit1/lidar1/lidar_frame_12-03-20.672885.csv,27,./unit1/pwr3/pwr_12-03-18.709369.txt
26992,../scenario36/unit1/lidar1/lidar_frame_13-40-59.295600.csv,30,./unit1/pwr3/pwr_13-40-57.349735.txt
25049,../scenario36/unit1/lidar1/lidar_frame_13-37-43.064965.csv,49,./unit1/pwr3/pwr_13-37-41.150168.txt
6360,../scenario36/unit1/lidar1/lidar_frame_11-52-41.087382.csv,42,./unit1/pwr3/pwr_11-52-39.159582.txt
19574,../scenario36/unit1/lidar1/lidar_frame_12-21-40.611761.csv,31,./unit1/pwr3/pwr_12-21-38.688622.txt
3728,../scenario36/unit1/lidar1/lidar_frame_11-48-17.913980.csv,17,./unit1/pwr3/pwr_11-48-15.960278.txt
13535,../scenario36/unit1/lidar1/lidar_frame_12-11-36.722931.csv,34,./unit1/pwr3/pwr_12-11-34.788720.txt
18094,../scenario36/unit1/lidar1/lidar_frame_12-19-12.626860.csv,6,./unit1/pwr3/pwr_12-19-10.688766.txt
20702,../scenario36/unit1/lidar1/lidar_frame_12-23-33.450216.csv,16,./unit1/pwr3/pwr_12-23-31.489039.txt
6688,../scenario36/unit1/lidar1/lidar_frame_11-53-13.884161.csv,34,./unit1/pwr3/pwr_11-53-11.959531.txt
11064,../scenario36/unit1/lidar1/lidar_frame_12-04-51.163870.csv,58,./unit1/pwr3/pwr_12-04-49.208824.txt
28294,../scenario36/unit1/lidar1/lidar_frame_13-43-10.282362.csv,20,./unit1/pwr3/pwr_13-43-08.350555.txt
18743,../scenario36/unit1/lidar1/lidar_frame_12-20-17.520418.csv,22,./unit1/pwr3/pwr_12-20-15.588843.txt
6888,../scenario36/unit1/lidar1/lidar_frame_11-53-33.882047.csv,35,./unit1/pwr3/pwr_11-53-31.959246.txt
23843,../scenario36/unit1/lidar1/lidar_frame_13-35-42.477504.csv,34,./unit1/pwr3/pwr_13-35-40.550322.txt
24200,../scenario36/unit1/lidar1/lidar_frame_13-36-18.173930.csv,44,./unit1/pwr3/pwr_13-36-16.250458.txt
14301,../scenario36/unit1/lidar1/lidar_frame_12-12-53.315046.csv,18,./unit1/pwr3/pwr_12-12-51.388848.txt
26877,../scenario36/unit1/lidar1/lidar_frame_13-40-47.796624.csv,4,./unit1/pwr3/pwr_13-40-45.850436.txt
12928,../scenario36/unit1/lidar1/lidar_frame_12-10-36.029055.csv,34,./unit1/pwr3/pwr_12-10-34.088624.txt
21686,../scenario36/unit1/lidar1/lidar_frame_12-25-12.740852.csv,33,./unit1/pwr3/pwr_12-25-10.789096.txt
23570,../scenario36/unit1/lidar1/lidar_frame_13-35-15.180178.csv,34,./unit1/pwr3/pwr_13-35-13.249959.txt
29623,../scenario36/unit1/lidar1/lidar_frame_13-45-23.169672.csv,5,./unit1/pwr3/pwr_13-45-21.250671.txt
8168,../scenario36/unit1/lidar1/lidar_frame_11-55-41.919315.csv,46,./unit1/pwr3/pwr_11-55-39.960167.txt
5778,../scenario36/unit1/lidar1/lidar_frame_11-51-42.893312.csv,5,./unit1/pwr3/pwr_11-51-40.959667.txt
4836,../scenario36/unit1/lidar1/lidar_frame_11-50-08.702718.csv,38,./unit1/pwr3/pwr_11-50-06.759722.txt
19934,../scenario36/unit1/lidar1/lidar_frame_12-22-16.608395.csv,18,./unit1/pwr3/pwr_12-22-14.689070.txt
7465,../scenario36/unit1/lidar1/lidar_frame_11-54-31.576241.csv,43,./unit1/pwr3/pwr_11-54-29.659316.txt
8587,../scenario36/unit1/lidar1/lidar_frame_11-56-23.815020.csv,58,./unit1/pwr3/pwr_11-56-21.859784.txt
13240,../scenario36/unit1/lidar1/lidar_frame_12-11-07.225915.csv,34,./unit1/pwr3/pwr_12-11-05.288617.txt
