original_index,unit1_rgb3,original_unit1_pwr3_best-beam,original_unit1_pwr3
18701,../scenario36/unit1/rgb3/frame_12-20-12.036667.jpg,36,./unit1/pwr3/pwr_12-20-11.388952.txt
21689,../scenario36/unit1/rgb3/frame_12-25-11.739061.jpg,33,./unit1/pwr3/pwr_12-25-11.089067.txt
23531,../scenario36/unit1/rgb3/frame_13-35-09.991439.jpg,35,./unit1/pwr3/pwr_13-35-09.349956.txt
10549,../scenario36/unit1/rgb3/frame_12-03-58.362379.jpg,49,./unit1/pwr3/pwr_12-03-57.708618.txt
3155,../scenario36/unit1/rgb3/frame_11-47-19.321032.jpg,34,./unit1/pwr3/pwr_11-47-18.660228.txt
13232,../scenario36/unit1/rgb3/frame_12-11-05.151537.jpg,34,./unit1/pwr3/pwr_12-11-04.488796.txt
3156,../scenario36/unit1/rgb3/frame_11-47-19.421133.jpg,35,./unit1/pwr3/pwr_11-47-18.759593.txt
29576,../scenario36/unit1/rgb3/frame_13-45-17.204105.jpg,18,./unit1/pwr3/pwr_13-45-16.550525.txt
4194,../scenario36/unit1/rgb3/frame_11-49-03.225870.jpg,33,./unit1/pwr3/pwr_11-49-02.559807.txt
21056,../scenario36/unit1/rgb3/frame_12-24-07.540953.jpg,11,./unit1/pwr3/pwr_12-24-06.889190.txt
4934,../scenario36/unit1/rgb3/frame_11-50-17.200509.jpg,42,./unit1/pwr3/pwr_11-50-16.559896.txt
26392,../scenario36/unit1/rgb3/frame_13-39-56.914272.jpg,8,./unit1/pwr3/pwr_13-39-56.250518.txt
2857,../scenario36/unit1/rgb3/frame_11-46-49.524301.jpg,34,./unit1/pwr3/pwr_11-46-48.860078.txt
18065,../scenario36/unit1/rgb3/frame_12-19-08.439165.jpg,61,./unit1/pwr3/pwr_12-19-07.788801.txt
18258,../scenario36/unit1/rgb3/frame_12-19-27.758658.jpg,18,./unit1/pwr3/pwr_12-19-27.089128.txt
5644,../scenario36/unit1/rgb3/frame_11-51-28.205485.jpg,7,./unit1/pwr3/pwr_11-51-27.560146.txt
32143,../scenario36/unit1/rgb3/frame_13-49-34.697244.jpg,34,./unit1/pwr3/pwr_13-49-34.049731.txt
28179,../scenario36/unit1/rgb3/frame_13-42-57.496476.jpg,62,./unit1/pwr3/pwr_13-42-56.850531.txt
18750,../scenario36/unit1/rgb3/frame_12-20-16.941616.jpg,24,./unit1/pwr3/pwr_12-20-16.288428.txt
23984,../scenario36/unit1/rgb3/frame_13-35-55.303825.jpg,5,./unit1/pwr3/pwr_13-35-54.650218.txt
16828,../scenario36/unit1/rgb3/frame_12-17-04.747696.jpg,25,./unit1/pwr3/pwr_12-17-04.088326.txt
17330,../scenario36/unit1/rgb3/frame_12-17-54.931664.jpg,59,./unit1/pwr3/pwr_12-17-54.288904.txt
19668,../scenario36/unit1/rgb3/frame_12-21-48.734233.jpg,39,./unit1/pwr3/pwr_12-21-48.089067.txt
6090,../scenario36/unit1/rgb3/frame_11-52-12.817164.jpg,30,./unit1/pwr3/pwr_11-52-12.159928.txt
5648,../scenario36/unit1/rgb3/frame_11-51-28.605889.jpg,7,./unit1/pwr3/pwr_11-51-27.960177.txt
9263,../scenario36/unit1/rgb3/frame_11-57-30.103967.jpg,20,./unit1/pwr3/pwr_11-57-29.459569.txt
29351,../scenario36/unit1/rgb3/frame_13-44-54.714747.jpg,30,./unit1/pwr3/pwr_13-44-54.049831.txt
6396,../scenario36/unit1/rgb3/frame_11-52-43.414703.jpg,12,./unit1/pwr3/pwr_11-52-42.759462.txt
19709,../scenario36/unit1/rgb3/frame_12-21-52.838374.jpg,38,./unit1/pwr3/pwr_12-21-52.188834.txt
26496,../scenario36/unit1/rgb3/frame_13-40-07.291409.jpg,60,./unit1/pwr3/pwr_13-40-06.650502.txt
27997,../scenario36/unit1/rgb3/frame_13-42-39.311461.jpg,34,./unit1/pwr3/pwr_13-42-38.650666.txt
27533,../scenario36/unit1/rgb3/frame_13-41-52.097156.jpg,34,./unit1/pwr3/pwr_13-41-51.450446.txt
17033,../scenario36/unit1/rgb3/frame_12-17-25.235034.jpg,29,./unit1/pwr3/pwr_12-17-24.588808.txt
18624,../scenario36/unit1/rgb3/frame_12-20-04.328890.jpg,13,./unit1/pwr3/pwr_12-20-03.688887.txt
16017,../scenario36/unit1/rgb3/frame_12-15-43.632519.jpg,11,./unit1/pwr3/pwr_12-15-42.988780.txt
5992,../scenario36/unit1/rgb3/frame_11-52-03.007266.jpg,20,./unit1/pwr3/pwr_11-52-02.359715.txt
3832,../scenario36/unit1/rgb3/frame_11-48-27.022675.jpg,35,./unit1/pwr3/pwr_11-48-26.360179.txt
19551,../scenario36/unit1/rgb3/frame_12-21-37.055783.jpg,14,./unit1/pwr3/pwr_12-21-36.388396.txt
13701,../scenario36/unit1/rgb3/frame_12-11-52.032172.jpg,39,./unit1/pwr3/pwr_12-11-51.389267.txt
24306,../scenario36/unit1/rgb3/frame_13-36-27.502980.jpg,17,./unit1/pwr3/pwr_13-36-26.850097.txt
10535,../scenario36/unit1/rgb3/frame_12-03-56.960965.jpg,61,./unit1/pwr3/pwr_12-03-56.309204.txt
21116,../scenario36/unit1/rgb3/frame_12-24-13.547013.jpg,22,./unit1/pwr3/pwr_12-24-12.888836.txt
6909,../scenario36/unit1/rgb3/frame_11-53-34.699782.jpg,37,./unit1/pwr3/pwr_11-53-34.060182.txt
24893,../scenario36/unit1/rgb3/frame_13-37-26.195533.jpg,46,./unit1/pwr3/pwr_13-37-25.550396.txt
26452,../scenario36/unit1/rgb3/frame_13-40-02.920332.jpg,15,./unit1/pwr3/pwr_13-40-02.250388.txt
19726,../scenario36/unit1/rgb3/frame_12-21-54.540091.jpg,35,./unit1/pwr3/pwr_12-21-53.888866.txt
23944,../scenario36/unit1/rgb3/frame_13-35-51.299785.jpg,44,./unit1/pwr3/pwr_13-35-50.650010.txt
29716,../scenario36/unit1/rgb3/frame_13-45-31.218245.jpg,29,./unit1/pwr3/pwr_13-45-30.550328.txt
8683,../scenario36/unit1/rgb3/frame_11-56-32.112121.jpg,27,./unit1/pwr3/pwr_11-56-31.459565.txt
8273,../scenario36/unit1/rgb3/frame_11-55-51.104078.jpg,56,./unit1/pwr3/pwr_11-55-50.459540.txt
5321,../scenario36/unit1/rgb3/frame_11-50-55.906229.jpg,4,./unit1/pwr3/pwr_11-50-55.259856.txt
31317,../scenario36/unit1/rgb3/frame_13-48-11.313111.jpg,34,./unit1/pwr3/pwr_13-48-10.649825.txt
3184,../scenario36/unit1/rgb3/frame_11-47-22.223961.jpg,34,./unit1/pwr3/pwr_11-47-21.559472.txt
15595,../scenario36/unit1/rgb3/frame_12-15-01.456631.jpg,31,./unit1/pwr3/pwr_12-15-00.788450.txt
15050,../scenario36/unit1/rgb3/frame_12-14-06.934953.jpg,30,./unit1/pwr3/pwr_12-14-06.288321.txt
21958,../scenario36/unit1/rgb3/frame_12-25-38.632863.jpg,28,./unit1/pwr3/pwr_12-25-37.988373.txt
5294,../scenario36/unit1/rgb3/frame_11-50-53.203502.jpg,20,./unit1/pwr3/pwr_11-50-52.559479.txt
12886,../scenario36/unit1/rgb3/frame_12-10-30.549958.jpg,34,./unit1/pwr3/pwr_12-10-29.888624.txt
11313,../scenario36/unit1/rgb3/frame_12-05-14.772809.jpg,28,./unit1/pwr3/pwr_12-05-14.108522.txt
28208,../scenario36/unit1/rgb3/frame_13-43-00.399405.jpg,36,./unit1/pwr3/pwr_13-42-59.750479.txt
17574,../scenario36/unit1/rgb3/frame_12-18-19.356308.jpg,15,./unit1/pwr3/pwr_12-18-18.688341.txt
24082,../scenario36/unit1/rgb3/frame_13-36-05.113723.jpg,47,./unit1/pwr3/pwr_13-36-04.450471.txt
29579,../scenario36/unit1/rgb3/frame_13-45-17.504408.jpg,59,./unit1/pwr3/pwr_13-45-16.849674.txt
24187,../scenario36/unit1/rgb3/frame_13-36-15.590961.jpg,44,./unit1/pwr3/pwr_13-36-14.950457.txt
31228,../scenario36/unit1/rgb3/frame_13-48-02.404122.jpg,30,./unit1/pwr3/pwr_13-48-01.749783.txt
5434,../scenario36/unit1/rgb3/frame_11-51-07.217642.jpg,5,./unit1/pwr3/pwr_11-51-06.559788.txt
32016,../scenario36/unit1/rgb3/frame_13-49-22.017784.jpg,34,./unit1/pwr3/pwr_13-49-21.349909.txt
13245,../scenario36/unit1/rgb3/frame_12-11-06.452850.jpg,34,./unit1/pwr3/pwr_12-11-05.788540.txt
29211,../scenario36/unit1/rgb3/frame_13-44-40.700607.jpg,29,./unit1/pwr3/pwr_13-44-40.050341.txt
28106,../scenario36/unit1/rgb3/frame_13-42-50.189103.jpg,5,./unit1/pwr3/pwr_13-42-49.550420.txt
15990,../scenario36/unit1/rgb3/frame_12-15-40.929792.jpg,17,./unit1/pwr3/pwr_12-15-40.288846.txt
15808,../scenario36/unit1/rgb3/frame_12-15-22.744777.jpg,35,./unit1/pwr3/pwr_12-15-22.089247.txt
24898,../scenario36/unit1/rgb3/frame_13-37-26.696038.jpg,15,./unit1/pwr3/pwr_13-37-26.049879.txt
13808,../scenario36/unit1/rgb3/frame_12-12-02.742979.jpg,34,./unit1/pwr3/pwr_12-12-02.088618.txt
2967,../scenario36/unit1/rgb3/frame_11-47-00.502044.jpg,34,./unit1/pwr3/pwr_11-46-59.859316.txt
20099,../scenario36/unit1/rgb3/frame_12-22-31.844397.jpg,17,./unit1/pwr3/pwr_12-22-31.188931.txt
4510,../scenario36/unit1/rgb3/frame_11-49-34.824419.jpg,34,./unit1/pwr3/pwr_11-49-34.159768.txt
21064,../scenario36/unit1/rgb3/frame_12-24-08.341761.jpg,14,./unit1/pwr3/pwr_12-24-07.688822.txt
29383,../scenario36/unit1/rgb3/frame_13-44-57.917979.jpg,13,./unit1/pwr3/pwr_13-44-57.249776.txt
12740,../scenario36/unit1/rgb3/frame_12-10-15.935212.jpg,34,./unit1/pwr3/pwr_12-10-15.288355.txt
6725,../scenario36/unit1/rgb3/frame_11-53-16.314565.jpg,34,./unit1/pwr3/pwr_11-53-15.659780.txt
7688,../scenario36/unit1/rgb3/frame_11-54-52.611727.jpg,44,./unit1/pwr3/pwr_11-54-51.959354.txt
23698,../scenario36/unit1/rgb3/frame_13-35-26.708306.jpg,34,./unit1/pwr3/pwr_13-35-26.050579.txt
17328,../scenario36/unit1/rgb3/frame_12-17-54.731462.jpg,62,./unit1/pwr3/pwr_12-17-54.088768.txt
19528,../scenario36/unit1/rgb3/frame_12-21-34.753460.jpg,4,./unit1/pwr3/pwr_12-21-34.088619.txt
16964,../scenario36/unit1/rgb3/frame_12-17-18.328065.jpg,36,./unit1/pwr3/pwr_12-17-17.689128.txt
18753,../scenario36/unit1/rgb3/frame_12-20-17.241919.jpg,27,./unit1/pwr3/pwr_12-20-16.588461.txt
8583,../scenario36/unit1/rgb3/frame_11-56-22.102021.jpg,5,./unit1/pwr3/pwr_11-56-21.459710.txt
30096,../scenario36/unit1/rgb3/frame_13-46-09.189891.jpg,34,./unit1/pwr3/pwr_13-46-08.550483.txt
26104,../scenario36/unit1/rgb3/frame_13-39-28.118551.jpg,36,./unit1/pwr3/pwr_13-39-27.449938.txt
6163,../scenario36/unit1/rgb3/frame_11-52-20.124537.jpg,12,./unit1/pwr3/pwr_11-52-19.460126.txt
28637,../scenario36/unit1/rgb3/frame_13-43-43.309367.jpg,13,./unit1/pwr3/pwr_13-43-42.649686.txt
20167,../scenario36/unit1/rgb3/frame_12-22-38.651265.jpg,28,./unit1/pwr3/pwr_12-22-37.988596.txt
7342,../scenario36/unit1/rgb3/frame_11-54-18.010148.jpg,43,./unit1/pwr3/pwr_11-54-17.359824.txt
12773,../scenario36/unit1/rgb3/frame_12-10-19.238545.jpg,34,./unit1/pwr3/pwr_12-10-18.588566.txt
25949,../scenario36/unit1/rgb3/frame_13-39-12.602896.jpg,4,./unit1/pwr3/pwr_13-39-11.950099.txt
13547,../scenario36/unit1/rgb3/frame_12-11-36.649985.jpg,34,./unit1/pwr3/pwr_12-11-35.989093.txt
30158,../scenario36/unit1/rgb3/frame_13-46-15.396153.jpg,29,./unit1/pwr3/pwr_13-46-14.750105.txt
11033,../scenario36/unit1/rgb3/frame_12-04-46.777896.jpg,57,./unit1/pwr3/pwr_12-04-46.108941.txt
6903,../scenario36/unit1/rgb3/frame_11-53-34.099176.jpg,36,./unit1/pwr3/pwr_11-53-33.459674.txt
5585,../scenario36/unit1/rgb3/frame_11-51-22.299526.jpg,5,./unit1/pwr3/pwr_11-51-21.659697.txt
18300,../scenario36/unit1/rgb3/frame_12-19-31.929533.jpg,13,./unit1/pwr3/pwr_12-19-31.288244.txt
29210,../scenario36/unit1/rgb3/frame_13-44-40.600506.jpg,20,./unit1/pwr3/pwr_13-44-39.950044.txt
17250,../scenario36/unit1/rgb3/frame_12-17-46.956951.jpg,59,./unit1/pwr3/pwr_12-17-46.289279.txt
3707,../scenario36/unit1/rgb3/frame_11-48-14.510050.jpg,28,./unit1/pwr3/pwr_11-48-13.859548.txt
15676,../scenario36/unit1/rgb3/frame_12-15-09.531445.jpg,25,./unit1/pwr3/pwr_12-15-08.888546.txt
21182,../scenario36/unit1/rgb3/frame_12-24-20.153679.jpg,30,./unit1/pwr3/pwr_12-24-19.488435.txt
15380,../scenario36/unit1/rgb3/frame_12-14-39.934916.jpg,8,./unit1/pwr3/pwr_12-14-39.288619.txt
22027,../scenario36/unit1/rgb3/frame_12-25-45.539832.jpg,36,./unit1/pwr3/pwr_12-25-44.888620.txt
10660,../scenario36/unit1/rgb3/frame_12-04-09.473590.jpg,12,./unit1/pwr3/pwr_12-04-08.809239.txt
18339,../scenario36/unit1/rgb3/frame_12-19-35.833472.jpg,43,./unit1/pwr3/pwr_12-19-35.189218.txt
18323,../scenario36/unit1/rgb3/frame_12-19-34.231856.jpg,21,./unit1/pwr3/pwr_12-19-33.589009.txt
2784,../scenario36/unit1/rgb3/frame_11-46-42.216928.jpg,33,./unit1/pwr3/pwr_11-46-41.559522.txt
19552,../scenario36/unit1/rgb3/frame_12-21-37.155884.jpg,40,./unit1/pwr3/pwr_12-21-36.488784.txt
8966,../scenario36/unit1/rgb3/frame_11-57-00.407337.jpg,28,./unit1/pwr3/pwr_11-56-59.759996.txt
26181,../scenario36/unit1/rgb3/frame_13-39-35.792961.jpg,8,./unit1/pwr3/pwr_13-39-35.150160.txt
20794,../scenario36/unit1/rgb3/frame_12-23-41.347858.jpg,30,./unit1/pwr3/pwr_12-23-40.688272.txt
28496,../scenario36/unit1/rgb3/frame_13-43-29.195126.jpg,60,./unit1/pwr3/pwr_13-43-28.549829.txt
20070,../scenario36/unit1/rgb3/frame_12-22-28.941468.jpg,18,./unit1/pwr3/pwr_12-22-28.288766.txt
15666,../scenario36/unit1/rgb3/frame_12-15-08.530435.jpg,28,./unit1/pwr3/pwr_12-15-07.888332.txt
13679,../scenario36/unit1/rgb3/frame_12-11-49.829950.jpg,33,./unit1/pwr3/pwr_12-11-49.188294.txt
6104,../scenario36/unit1/rgb3/frame_11-52-14.218578.jpg,35,./unit1/pwr3/pwr_11-52-13.559312.txt
16083,../scenario36/unit1/rgb3/frame_12-15-50.239185.jpg,34,./unit1/pwr3/pwr_12-15-49.589240.txt
17366,../scenario36/unit1/rgb3/frame_12-17-58.535300.jpg,57,./unit1/pwr3/pwr_12-17-57.888620.txt
4862,../scenario36/unit1/rgb3/frame_11-50-10.026604.jpg,38,./unit1/pwr3/pwr_11-50-09.359286.txt
31988,../scenario36/unit1/rgb3/frame_13-49-19.214956.jpg,34,./unit1/pwr3/pwr_13-49-18.550482.txt
17785,../scenario36/unit1/rgb3/frame_12-18-40.444252.jpg,39,./unit1/pwr3/pwr_12-18-39.788742.txt
26479,../scenario36/unit1/rgb3/frame_13-40-05.589692.jpg,13,./unit1/pwr3/pwr_13-40-04.950133.txt
26880,../scenario36/unit1/rgb3/frame_13-40-46.797937.jpg,10,./unit1/pwr3/pwr_13-40-46.150714.txt
4270,../scenario36/unit1/rgb3/frame_11-49-10.800179.jpg,34,./unit1/pwr3/pwr_11-49-10.159622.txt
31299,../scenario36/unit1/rgb3/frame_13-48-09.511293.jpg,33,./unit1/pwr3/pwr_13-48-08.849819.txt
18517,../scenario36/unit1/rgb3/frame_12-19-53.651450.jpg,59,./unit1/pwr3/pwr_12-19-52.989256.txt
9308,../scenario36/unit1/rgb3/frame_11-57-34.608512.jpg,30,./unit1/pwr3/pwr_11-57-33.959934.txt
15309,../scenario36/unit1/rgb3/frame_12-14-32.827745.jpg,36,./unit1/pwr3/pwr_12-14-32.188523.txt
10297,../scenario36/unit1/rgb3/frame_12-03-33.170294.jpg,55,./unit1/pwr3/pwr_12-03-32.509230.txt
18684,../scenario36/unit1/rgb3/frame_12-20-10.334950.jpg,46,./unit1/pwr3/pwr_12-20-09.689279.txt
8240,../scenario36/unit1/rgb3/frame_11-55-47.800745.jpg,36,./unit1/pwr3/pwr_11-55-47.159258.txt
19841,../scenario36/unit1/rgb3/frame_12-22-06.051706.jpg,4,./unit1/pwr3/pwr_12-22-05.388778.txt
10159,../scenario36/unit1/rgb3/frame_12-03-19.356356.jpg,27,./unit1/pwr3/pwr_12-03-18.709369.txt
26992,../scenario36/unit1/rgb3/frame_13-40-58.009249.jpg,30,./unit1/pwr3/pwr_13-40-57.349735.txt
25049,../scenario36/unit1/rgb3/frame_13-37-41.811289.jpg,49,./unit1/pwr3/pwr_13-37-41.150168.txt
6360,../scenario36/unit1/rgb3/frame_11-52-39.811067.jpg,42,./unit1/pwr3/pwr_11-52-39.159582.txt
19574,../scenario36/unit1/rgb3/frame_12-21-39.358106.jpg,31,./unit1/pwr3/pwr_12-21-38.688622.txt
3728,../scenario36/unit1/rgb3/frame_11-48-16.612171.jpg,17,./unit1/pwr3/pwr_11-48-15.960278.txt
13535,../scenario36/unit1/rgb3/frame_12-11-35.448773.jpg,34,./unit1/pwr3/pwr_12-11-34.788720.txt
18094,../scenario36/unit1/rgb3/frame_12-19-11.342094.jpg,6,./unit1/pwr3/pwr_12-19-10.688766.txt
20702,../scenario36/unit1/rgb3/frame_12-23-32.138566.jpg,16,./unit1/pwr3/pwr_12-23-31.489039.txt
6688,../scenario36/unit1/rgb3/frame_11-53-12.610828.jpg,34,./unit1/pwr3/pwr_11-53-11.959531.txt
11064,../scenario36/unit1/rgb3/frame_12-04-49.847660.jpg,58,./unit1/pwr3/pwr_12-04-49.208824.txt
28294,../scenario36/unit1/rgb3/frame_13-43-09.008091.jpg,20,./unit1/pwr3/pwr_13-43-08.350555.txt
18743,../scenario36/unit1/rgb3/frame_12-20-16.240909.jpg,22,./unit1/pwr3/pwr_12-20-15.588843.txt
6888,../scenario36/unit1/rgb3/frame_11-53-32.597661.jpg,35,./unit1/pwr3/pwr_11-53-31.959246.txt
23843,../scenario36/unit1/rgb3/frame_13-35-41.189584.jpg,34,./unit1/pwr3/pwr_13-35-40.550322.txt
24200,../scenario36/unit1/rgb3/frame_13-36-16.892274.jpg,44,./unit1/pwr3/pwr_13-36-16.250458.txt
14301,../scenario36/unit1/rgb3/frame_12-12-52.059405.jpg,18,./unit1/pwr3/pwr_12-12-51.388848.txt
26877,../scenario36/unit1/rgb3/frame_13-40-46.497634.jpg,4,./unit1/pwr3/pwr_13-40-45.850436.txt
12928,../scenario36/unit1/rgb3/frame_12-10-34.754200.jpg,34,./unit1/pwr3/pwr_12-10-34.088624.txt
21686,../scenario36/unit1/rgb3/frame_12-25-11.438758.jpg,33,./unit1/pwr3/pwr_12-25-10.789096.txt
23570,../scenario36/unit1/rgb3/frame_13-35-13.895378.jpg,34,./unit1/pwr3/pwr_13-35-13.249959.txt
29623,../scenario36/unit1/rgb3/frame_13-45-21.908852.jpg,5,./unit1/pwr3/pwr_13-45-21.250671.txt
8168,../scenario36/unit1/rgb3/frame_11-55-40.626840.jpg,46,./unit1/pwr3/pwr_11-55-39.960167.txt
5778,../scenario36/unit1/rgb3/frame_11-51-41.619019.jpg,5,./unit1/pwr3/pwr_11-51-40.959667.txt
4836,../scenario36/unit1/rgb3/frame_11-50-07.423978.jpg,38,./unit1/pwr3/pwr_11-50-06.759722.txt
19934,../scenario36/unit1/rgb3/frame_12-22-15.327732.jpg,18,./unit1/pwr3/pwr_12-22-14.689070.txt
7465,../scenario36/unit1/rgb3/frame_11-54-30.322571.jpg,43,./unit1/pwr3/pwr_11-54-29.659316.txt
8587,../scenario36/unit1/rgb3/frame_11-56-22.502425.jpg,58,./unit1/pwr3/pwr_11-56-21.859784.txt
13240,../scenario36/unit1/rgb3/frame_12-11-05.952345.jpg,34,./unit1/pwr3/pwr_12-11-05.288617.txt
2762,../scenario36/unit1/rgb3/frame_11-46-40.014706.jpg,34,./unit1/pwr3/pwr_11-46-39.360209.txt
18653,../scenario36/unit1/rgb3/frame_12-20-07.231819.jpg,54,./unit1/pwr3/pwr_12-20-06.588712.txt
28960,../scenario36/unit1/rgb3/frame_13-44-15.608623.jpg,46,./unit1/pwr3/pwr_13-44-14.949831.txt
15685,../scenario36/unit1/rgb3/frame_12-15-10.432354.jpg,28,./unit1/pwr3/pwr_12-15-09.788776.txt
28439,../scenario36/unit1/rgb3/frame_13-43-23.489369.jpg,46,./unit1/pwr3/pwr_13-43-22.850268.txt
18575,../scenario36/unit1/rgb3/frame_12-19-59.457308.jpg,29,./unit1/pwr3/pwr_12-19-58.788994.txt
21192,../scenario36/unit1/rgb3/frame_12-24-21.154689.jpg,32,./unit1/pwr3/pwr_12-24-20.488563.txt
28308,../scenario36/unit1/rgb3/frame_13-43-10.409505.jpg,8,./unit1/pwr3/pwr_13-43-09.750247.txt
21282,../scenario36/unit1/rgb3/frame_12-24-30.130412.jpg,34,./unit1/pwr3/pwr_12-24-29.489026.txt
18702,../scenario36/unit1/rgb3/frame_12-20-12.136768.jpg,49,./unit1/pwr3/pwr_12-20-11.488835.txt
