original_index,unit2_gps_nor,original_unit1_pwr3_best-beam,original_unit1_pwr3
15361,"[0.2969795006938094, 0.6158373956196617]",22,./unit1/pwr3/pwr_12-14-37.389154.txt
26386,"[0.001917151850533773, 0.21871847475378053]",61,./unit1/pwr3/pwr_13-39-55.649811.txt
14531,"[0.2960180300557406, 0.484846846267086]",5,./unit1/pwr3/pwr_12-13-14.389261.txt
32054,"[0.7318097363037273, 0.04200881180863331]",34,./unit1/pwr3/pwr_13-49-25.150649.txt
16288,"[0.2979776030334731, 0.6706024303222529]",28,./unit1/pwr3/pwr_12-16-10.089273.txt
16911,"[0.2581954778353829, 0.6874659856008155]",6,./unit1/pwr3/pwr_12-17-12.389226.txt
31590,"[0.7181963380648547, 0.04102066294496157]",34,./unit1/pwr3/pwr_13-48-37.950578.txt
23830,"[0.03174824059572773, 0.7707653852665621]",34,./unit1/pwr3/pwr_13-35-39.250675.txt
8577,"[0.7713034065580435, 0.40659124811375014]",35,./unit1/pwr3/pwr_11-56-20.859712.txt
19189,"[0.11349409146012504, 0.7397126775153324]",12,./unit1/pwr3/pwr_12-21-00.189038.txt
16185,"[0.29772148300436035, 0.6548025142804657]",20,./unit1/pwr3/pwr_12-15-59.789025.txt
15304,"[0.29696067332077325, 0.61484480177352]",54,./unit1/pwr3/pwr_12-14-31.688332.txt
11105,"[0.5812860560922876, 0.38828624494534564]",55,./unit1/pwr3/pwr_12-04-53.308423.txt
13519,"[0.2992989438299572, 0.38789762859250754]",34,./unit1/pwr3/pwr_12-11-33.188446.txt
28194,"[0.22710187167533044, 0.002336048948427652]",28,./unit1/pwr3/pwr_13-42-58.350152.txt
26179,"[0.00606701614333505, 0.24073021182683607]",17,./unit1/pwr3/pwr_13-39-34.950206.txt
20895,"[0.031471652968106084, 0.8445450395814066]",58,./unit1/pwr3/pwr_12-23-50.788714.txt
22018,"[0.029452297294852475, 0.998498686074244]",36,./unit1/pwr3/pwr_12-25-43.989057.txt
2869,"[0.9980329873084788, 0.37439411344370643]",34,./unit1/pwr3/pwr_11-46-50.059426.txt
27471,"[0.12195675246080007, 0.07008731581055021]",37,./unit1/pwr3/pwr_13-41-45.249841.txt
18701,"[0.1582793168352835, 0.7224915860742983]",36,./unit1/pwr3/pwr_12-20-11.388952.txt
21689,"[0.032788297822620556, 0.9840620962382525]",33,./unit1/pwr3/pwr_12-25-11.089067.txt
23531,"[0.032204146121604604, 0.815189165525026]",35,./unit1/pwr3/pwr_13-35-09.349956.txt
10549,"[0.5896531311942265, 0.36784388404560836]",49,./unit1/pwr3/pwr_12-03-57.708618.txt
3155,"[0.9999586186885229, 0.37820075291570576]",34,./unit1/pwr3/pwr_11-47-18.660228.txt
13232,"[0.3147641331157089, 0.3882761062225285]",34,./unit1/pwr3/pwr_12-11-04.488796.txt
3156,"[0.999958796463462, 0.3782433543817013]",35,./unit1/pwr3/pwr_11-47-18.759593.txt
29576,"[0.4373273128137335, 0.0004970550973243058]",18,./unit1/pwr3/pwr_13-45-16.550525.txt
4194,"[0.9920014154642145, 0.408283106599529]",33,./unit1/pwr3/pwr_11-49-02.559807.txt
21056,"[0.03176165757277159, 0.8744363135235673]",11,./unit1/pwr3/pwr_12-24-06.889190.txt
4934,"[0.9459713059363062, 0.4087118169926562]",42,./unit1/pwr3/pwr_11-50-16.559896.txt
26392,"[0.0022302101760124007, 0.21820385776326373]",8,./unit1/pwr3/pwr_13-39-56.250518.txt
2857,"[0.9980329369947892, 0.3743938607188285]",34,./unit1/pwr3/pwr_11-46-48.860078.txt
18065,"[0.21925428850779738, 0.7051617436991185]",61,./unit1/pwr3/pwr_12-19-07.788801.txt
18258,"[0.20442710331466538, 0.7145906320204054]",18,./unit1/pwr3/pwr_12-19-27.089128.txt
5644,"[0.9146272618369194, 0.40862923546026153]",7,./unit1/pwr3/pwr_11-51-27.560146.txt
32143,"[0.731807492314366, 0.042007097244737196]",34,./unit1/pwr3/pwr_13-49-34.049731.txt
28179,"[0.22476855538492424, 0.002428129958822348]",62,./unit1/pwr3/pwr_13-42-56.850531.txt
18750,"[0.15395393835719196, 0.7261337661460195]",24,./unit1/pwr3/pwr_12-20-16.288428.txt
23984,"[0.031319202566383986, 0.7489356149774885]",5,./unit1/pwr3/pwr_13-35-54.650218.txt
16828,"[0.2648917401395949, 0.6874128043823213]",25,./unit1/pwr3/pwr_12-17-04.088326.txt
17330,"[0.25593495199970784, 0.6874887853385417]",59,./unit1/pwr3/pwr_12-17-54.288904.txt
19668,"[0.057184286563752705, 0.7426737792204349]",39,./unit1/pwr3/pwr_12-21-48.089067.txt
6090,"[0.8993487597240549, 0.40867980023394507]",30,./unit1/pwr3/pwr_11-52-12.159928.txt
5648,"[0.914627308796343, 0.4086293444787319]",7,./unit1/pwr3/pwr_11-51-27.960177.txt
9263,"[0.709802838226619, 0.3872126354691318]",20,./unit1/pwr3/pwr_11-57-29.459569.txt
29351,"[0.40568678706396827, 0.0003023381015145172]",30,./unit1/pwr3/pwr_13-44-54.049831.txt
6396,"[0.8790851831428206, 0.40887795131360044]",12,./unit1/pwr3/pwr_11-52-42.759462.txt
19709,"[0.05334191255092296, 0.7428701166278024]",38,./unit1/pwr3/pwr_12-21-52.188834.txt
26496,"[0.008608885925003125, 0.20482115000613033]",60,./unit1/pwr3/pwr_13-40-06.650502.txt
27997,"[0.1980971882144959, 0.008645748793361944]",34,./unit1/pwr3/pwr_13-42-38.650666.txt
27533,"[0.1296409939955126, 0.061326661492096125]",34,./unit1/pwr3/pwr_13-41-51.450446.txt
17033,"[0.2559457895628936, 0.6874826902121233]",29,./unit1/pwr3/pwr_12-17-24.588808.txt
18624,"[0.1660322231042864, 0.7213224020391894]",13,./unit1/pwr3/pwr_12-20-03.688887.txt
16017,"[0.29723655320286135, 0.6283768401324051]",11,./unit1/pwr3/pwr_12-15-42.988780.txt
5992,"[0.9069378145151101, 0.4086611679772199]",20,./unit1/pwr3/pwr_11-52-02.359715.txt
3832,"[0.9959431690260331, 0.4081138850720822]",35,./unit1/pwr3/pwr_11-48-26.360179.txt
19551,"[0.06928811052662831, 0.7409542349845248]",14,./unit1/pwr3/pwr_12-21-36.388396.txt
13701,"[0.29872609593213956, 0.3878694919019825]",39,./unit1/pwr3/pwr_12-11-51.389267.txt
24306,"[0.030955924495773612, 0.6953515283995472]",17,./unit1/pwr3/pwr_13-36-26.850097.txt
10535,"[0.5903531519090163, 0.36783559368212887]",61,./unit1/pwr3/pwr_12-03-56.309204.txt
21116,"[0.0318596853613182, 0.8856604842228191]",22,./unit1/pwr3/pwr_12-24-12.888836.txt
6909,"[0.8388618876138942, 0.40838407757499035]",37,./unit1/pwr3/pwr_11-53-34.060182.txt
24893,"[0.02822622038967156, 0.5680614344756933]",46,./unit1/pwr3/pwr_13-37-25.550396.txt
26452,"[0.005755685253644278, 0.21153134426796744]",15,./unit1/pwr3/pwr_13-40-02.250388.txt
19726,"[0.05170593022566612, 0.7429188082654306]",35,./unit1/pwr3/pwr_12-21-53.888866.txt
23944,"[0.03136942901996191, 0.75290032139982]",44,./unit1/pwr3/pwr_13-35-50.650010.txt
29716,"[0.457624619675186, 0.000608075598684008]",29,./unit1/pwr3/pwr_13-45-30.550328.txt
8683,"[0.7617320034707181, 0.4046077353420061]",27,./unit1/pwr3/pwr_11-56-31.459565.txt
8273,"[0.7856724891952753, 0.40693205984361575]",56,./unit1/pwr3/pwr_11-55-50.459540.txt
5321,"[0.9146498359007849, 0.40863899261805203]",4,./unit1/pwr3/pwr_11-50-55.259856.txt
31317,"[0.6841191249249924, 0.03845278610363324]",34,./unit1/pwr3/pwr_13-48-10.649825.txt
3184,"[0.9999595981278426, 0.3795396341951195]",34,./unit1/pwr3/pwr_11-47-21.559472.txt
15595,"[0.29698463939601544, 0.6158381686600471]",31,./unit1/pwr3/pwr_12-15-00.788450.txt
15050,"[0.2963853097397223, 0.5730987592967858]",30,./unit1/pwr3/pwr_12-14-06.288321.txt
21958,"[0.030274036825464565, 0.9970933183606833]",28,./unit1/pwr3/pwr_12-25-37.988373.txt
5294,"[0.9149731682764524, 0.40864151491014394]",20,./unit1/pwr3/pwr_11-50-52.559479.txt
12886,"[0.34839232028470934, 0.38984452600595054]",34,./unit1/pwr3/pwr_12-10-29.888624.txt
11313,"[0.5686392135257772, 0.3884205161248255]",28,./unit1/pwr3/pwr_12-05-14.108522.txt
28208,"[0.22929028125936254, 0.0023236257920109383]",36,./unit1/pwr3/pwr_13-42-59.750479.txt
17574,"[0.2546084691467517, 0.687476679327204]",15,./unit1/pwr3/pwr_12-18-18.688341.txt
24082,"[0.03119523305266853, 0.7375508897232427]",47,./unit1/pwr3/pwr_13-36-04.450471.txt
29579,"[0.4378315664163747, 0.0005025605327412296]",59,./unit1/pwr3/pwr_13-45-16.849674.txt
24187,"[0.031026152307933718, 0.7189006893072841]",44,./unit1/pwr3/pwr_13-36-14.950457.txt
31228,"[0.673072548690839, 0.0371788501325081]",30,./unit1/pwr3/pwr_13-48-01.749783.txt
5434,"[0.9146346579455077, 0.40863127212440276]",5,./unit1/pwr3/pwr_11-51-06.559788.txt
32016,"[0.7317965038101545, 0.04201001596773429]",34,./unit1/pwr3/pwr_13-49-21.349909.txt
13245,"[0.3135898289707315, 0.38823530356205505]",34,./unit1/pwr3/pwr_12-11-05.788540.txt
29211,"[0.3868348441805422, 0.000324553103278579]",29,./unit1/pwr3/pwr_13-44-40.050341.txt
28106,"[0.21355628283845499, 0.0039389384069052884]",5,./unit1/pwr3/pwr_13-42-49.550420.txt
15990,"[0.2971494468336355, 0.6241313911875647]",17,./unit1/pwr3/pwr_12-15-40.288846.txt
15808,"[0.2969871886216512, 0.6158375987904705]",35,./unit1/pwr3/pwr_12-15-22.089247.txt
24898,"[0.028225656876631772, 0.5668340246379064]",15,./unit1/pwr3/pwr_13-37-26.049879.txt
13808,"[0.29593221171628936, 0.39249269994607394]",34,./unit1/pwr3/pwr_12-12-02.088618.txt
2967,"[0.9991041148999485, 0.37438318681411825]",34,./unit1/pwr3/pwr_11-46-59.859316.txt
20099,"[0.03060994426286083, 0.7589949673382751]",17,./unit1/pwr3/pwr_12-22-31.188931.txt
4510,"[0.9847302289849219, 0.4083349449081877]",34,./unit1/pwr3/pwr_11-49-34.159768.txt
21064,"[0.031775017527679736, 0.8758422857941348]",14,./unit1/pwr3/pwr_12-24-07.688822.txt
29383,"[0.41002451251515987, 0.00033134693967596426]",13,./unit1/pwr3/pwr_13-44-57.249776.txt
12740,"[0.362652883057289, 0.3905243457048669]",34,./unit1/pwr3/pwr_12-10-15.288355.txt
6725,"[0.8551802423447132, 0.40812532210646546]",34,./unit1/pwr3/pwr_11-53-15.659780.txt
7688,"[0.8272750365479252, 0.40822423659598045]",44,./unit1/pwr3/pwr_11-54-51.959354.txt
23698,"[0.03196820858019336, 0.7926847241846509]",34,./unit1/pwr3/pwr_13-35-26.050579.txt
17328,"[0.2559350928779356, 0.6874885474801761]",62,./unit1/pwr3/pwr_12-17-54.088768.txt
19528,"[0.0717683762581832, 0.7406603210419314]",4,./unit1/pwr3/pwr_12-21-34.088619.txt
16964,"[0.25605401760824925, 0.6874860697862266]",36,./unit1/pwr3/pwr_12-17-17.689128.txt
18753,"[0.15367683753022007, 0.7264602964492917]",27,./unit1/pwr3/pwr_12-20-16.588461.txt
8583,"[0.770770356768366, 0.40660350278691487]",5,./unit1/pwr3/pwr_11-56-21.459710.txt
30096,"[0.5115797685791916, 0.0008717319453655196]",34,./unit1/pwr3/pwr_13-46-08.550483.txt
26104,"[0.011360466412192067, 0.2556615921482307]",36,./unit1/pwr3/pwr_13-39-27.449938.txt
6163,"[0.8940820729701718, 0.4086312969015007]",12,./unit1/pwr3/pwr_11-52-19.460126.txt
28637,"[0.29857781150174983, 0.0009032283883155752]",13,./unit1/pwr3/pwr_13-43-42.649686.txt
20167,"[0.030692056162417356, 0.7673024514708345]",28,./unit1/pwr3/pwr_12-22-37.988596.txt
7342,"[0.8273129898217401, 0.408232130528428]",43,./unit1/pwr3/pwr_11-54-17.359824.txt
12773,"[0.3595001047681202, 0.390372651382929]",34,./unit1/pwr3/pwr_12-10-18.588566.txt
25949,"[0.021183686033250358, 0.2932924578616016]",4,./unit1/pwr3/pwr_13-39-11.950099.txt
13547,"[0.29926951704507615, 0.3878940408917955]",34,./unit1/pwr3/pwr_12-11-35.989093.txt
30158,"[0.5211608822036662, 0.0006019160518109209]",29,./unit1/pwr3/pwr_13-46-14.750105.txt
11033,"[0.5819386746271874, 0.3875788683367004]",57,./unit1/pwr3/pwr_12-04-46.108941.txt
6903,"[0.8395308446725962, 0.4083614760525265]",36,./unit1/pwr3/pwr_11-53-33.459674.txt
5585,"[0.9146286471398072, 0.4086321194958285]",5,./unit1/pwr3/pwr_11-51-21.659697.txt
18300,"[0.2002611285866478, 0.7171626366993781]",13,./unit1/pwr3/pwr_12-19-31.288244.txt
29210,"[0.38672424468444705, 0.0003271249494396443]",20,./unit1/pwr3/pwr_13-44-39.950044.txt
17250,"[0.255937122195732, 0.6874831510628493]",59,./unit1/pwr3/pwr_12-17-46.289279.txt
3707,"[0.9997083216274164, 0.40502242198858374]",28,./unit1/pwr3/pwr_11-48-13.859548.txt
15676,"[0.296986430562471, 0.6158422618101348]",25,./unit1/pwr3/pwr_12-15-08.888546.txt
21182,"[0.03198440287150169, 0.897606456663844]",30,./unit1/pwr3/pwr_12-24-19.488435.txt
15380,"[0.2969798193470192, 0.6158357752078505]",8,./unit1/pwr3/pwr_12-14-39.288619.txt
22027,"[0.029365241239316157, 0.9986471296615935]",36,./unit1/pwr3/pwr_12-25-44.888620.txt
10660,"[0.5847694018619742, 0.36795670830778293]",12,./unit1/pwr3/pwr_12-04-08.809239.txt
18339,"[0.19626615993964508, 0.7192671154353293]",43,./unit1/pwr3/pwr_12-19-35.189218.txt
18323,"[0.19789421618571928, 0.7185012355217767]",21,./unit1/pwr3/pwr_12-19-33.589009.txt
2784,"[0.9980337621389032, 0.3743939796480113]",33,./unit1/pwr3/pwr_11-46-41.559522.txt
19552,"[0.06919972619038292, 0.740967327118403]",40,./unit1/pwr3/pwr_12-21-36.488784.txt
8966,"[0.7386086552536076, 0.3868684689418805]",28,./unit1/pwr3/pwr_11-56-59.759996.txt
26181,"[0.005900719421353788, 0.2402829534186097]",8,./unit1/pwr3/pwr_13-39-35.150160.txt
20794,"[0.03132756805157989, 0.8285388059813404]",30,./unit1/pwr3/pwr_12-23-40.688272.txt
28496,"[0.273982584005735, 0.002145296262176416]",60,./unit1/pwr3/pwr_13-43-28.549829.txt
20070,"[0.030734249200987367, 0.7551835706942731]",18,./unit1/pwr3/pwr_12-22-28.288766.txt
15666,"[0.29698618905686414, 0.6158423856947371]",28,./unit1/pwr3/pwr_12-15-07.888332.txt
13679,"[0.2992267135339999, 0.387892802045011]",33,./unit1/pwr3/pwr_12-11-49.188294.txt
6104,"[0.8982732280098262, 0.408674042073777]",35,./unit1/pwr3/pwr_11-52-13.559312.txt
16083,"[0.29743261548848654, 0.639236626323426]",34,./unit1/pwr3/pwr_12-15-49.589240.txt
17366,"[0.25593441867484745, 0.6874916743297819]",57,./unit1/pwr3/pwr_12-17-57.888620.txt
4862,"[0.9531643888379455, 0.4085409304550021]",38,./unit1/pwr3/pwr_11-50-09.359286.txt
31988,"[0.7317536600481866, 0.042013494649722406]",34,./unit1/pwr3/pwr_13-49-18.550482.txt
17785,"[0.2354518636112223, 0.6924375672958822]",39,./unit1/pwr3/pwr_12-18-39.788742.txt
26479,"[0.007439207282838597, 0.20754066665990786]",13,./unit1/pwr3/pwr_13-40-04.950133.txt
26880,"[0.05138424813818347, 0.1512535995562449]",10,./unit1/pwr3/pwr_13-40-46.150714.txt
4270,"[0.9920023278186435, 0.408263121521749]",34,./unit1/pwr3/pwr_11-49-10.159622.txt
31299,"[0.6818861038922701, 0.038242618209432214]",33,./unit1/pwr3/pwr_13-48-08.849819.txt
18517,"[0.17735091575849737, 0.7212565746719182]",59,./unit1/pwr3/pwr_12-19-52.989256.txt
9308,"[0.7050596785629585, 0.3872171845146526]",30,./unit1/pwr3/pwr_11-57-33.959934.txt
15309,"[0.2969644535540479, 0.6151182301438706]",36,./unit1/pwr3/pwr_12-14-32.188523.txt
10297,"[0.5995321822109954, 0.37018811929383083]",55,./unit1/pwr3/pwr_12-03-32.509230.txt
18684,"[0.15997387097384694, 0.7217858695201872]",46,./unit1/pwr3/pwr_12-20-09.689279.txt
8240,"[0.7857806904066746, 0.40693776349454863]",36,./unit1/pwr3/pwr_11-55-47.159258.txt
19841,"[0.03883432310538433, 0.743174332821299]",4,./unit1/pwr3/pwr_12-22-05.388778.txt
10159,"[0.5994374013309058, 0.38194275431314934]",27,./unit1/pwr3/pwr_12-03-18.709369.txt
26992,"[0.06461119718713794, 0.13610995521198]",30,./unit1/pwr3/pwr_13-40-57.349735.txt
25049,"[0.02825854188739744, 0.5288434969007505]",49,./unit1/pwr3/pwr_13-37-41.150168.txt
6360,"[0.8801692782426516, 0.40889080063343985]",42,./unit1/pwr3/pwr_11-52-39.159582.txt
19574,"[0.06690100222102012, 0.741287960510519]",31,./unit1/pwr3/pwr_12-21-38.688622.txt
3728,"[0.9997112834251091, 0.40641982639445645]",17,./unit1/pwr3/pwr_11-48-15.960278.txt
13535,"[0.29926994303406834, 0.38789410035657707]",34,./unit1/pwr3/pwr_12-11-34.788720.txt
18094,"[0.2176164747651505, 0.7061459332083978]",6,./unit1/pwr3/pwr_12-19-10.688766.txt
20702,"[0.031187971113861873, 0.8156682573429598]",16,./unit1/pwr3/pwr_12-23-31.489039.txt
6688,"[0.8584519990321083, 0.40813070365728]",34,./unit1/pwr3/pwr_11-53-11.959531.txt
11064,"[0.5819173684676294, 0.3877832929368653]",58,./unit1/pwr3/pwr_12-04-49.208824.txt
28294,"[0.2423272593302613, 0.002653486115697513]",20,./unit1/pwr3/pwr_13-43-08.350555.txt
18743,"[0.15451535499060462, 0.7255071227103045]",22,./unit1/pwr3/pwr_12-20-15.588843.txt
6888,"[0.8410085100229242, 0.40825955859800817]",35,./unit1/pwr3/pwr_11-53-31.959246.txt
23843,"[0.03172528414798482, 0.7686495388721019]",34,./unit1/pwr3/pwr_13-35-40.550322.txt
24200,"[0.030997761984465303, 0.7164099678490131]",44,./unit1/pwr3/pwr_13-36-16.250458.txt
14301,"[0.29622871013782626, 0.46299996997999954]",18,./unit1/pwr3/pwr_12-12-51.388848.txt
26877,"[0.05100370577240671, 0.15168636345648323]",4,./unit1/pwr3/pwr_13-40-45.850436.txt
12928,"[0.3442421440471444, 0.3896736592899748]",34,./unit1/pwr3/pwr_12-10-34.088624.txt
21686,"[0.03278443373325388, 0.983532880676063]",33,./unit1/pwr3/pwr_12-25-10.789096.txt
23570,"[0.03215007570412725, 0.8111435921344493]",34,./unit1/pwr3/pwr_13-35-13.249959.txt
29623,"[0.4444525527708875, 0.000533685321757316]",5,./unit1/pwr3/pwr_13-45-21.250671.txt
8168,"[0.7889783585468089, 0.40714123170507094]",46,./unit1/pwr3/pwr_11-55-39.960167.txt
5778,"[0.9146238505705013, 0.4086310392212032]",5,./unit1/pwr3/pwr_11-51-40.959667.txt
4836,"[0.9556694759770359, 0.4085384329395011]",38,./unit1/pwr3/pwr_11-50-06.759722.txt
19934,"[0.03237291156743847, 0.7436725227026105]",18,./unit1/pwr3/pwr_12-22-14.689070.txt
7465,"[0.8273113630132455, 0.4082331017843294]",43,./unit1/pwr3/pwr_11-54-29.659316.txt
8587,"[0.7703880903210245, 0.4066134878926121]",58,./unit1/pwr3/pwr_11-56-21.859784.txt
13240,"[0.3140606374038333, 0.3882527613921967]",34,./unit1/pwr3/pwr_12-11-05.288617.txt
2762,"[0.9980334904451169, 0.37439420264049844]",34,./unit1/pwr3/pwr_11-46-39.360209.txt
18653,"[0.1630446379907954, 0.7213474812553491]",54,./unit1/pwr3/pwr_12-20-06.588712.txt
28960,"[0.3504946498981732, 0.0004086708061120278]",46,./unit1/pwr3/pwr_13-44-14.949831.txt
15685,"[0.2969864439794491, 0.6158420338623548]",28,./unit1/pwr3/pwr_12-15-09.788776.txt
28439,"[0.2646026378266462, 0.00261602338622425]",46,./unit1/pwr3/pwr_13-43-22.850268.txt
18575,"[0.1711970448141697, 0.7212942504829126]",29,./unit1/pwr3/pwr_12-19-58.788994.txt
21192,"[0.03200173089733579, 0.8993250643311559]",32,./unit1/pwr3/pwr_12-24-20.488563.txt
28308,"[0.24439508383308267, 0.002667757631451922]",8,./unit1/pwr3/pwr_13-43-09.750247.txt
21282,"[0.032144319820968825, 0.9149638212611958]",34,./unit1/pwr3/pwr_12-24-29.489026.txt
18702,"[0.15820001914670284, 0.7225346880345034]",49,./unit1/pwr3/pwr_12-20-11.488835.txt
8665,"[0.7632905631299419, 0.4054595020311433]",29,./unit1/pwr3/pwr_11-56-29.659788.txt
26769,"[0.038742530856900985, 0.16604664032517005]",5,./unit1/pwr3/pwr_13-40-35.050450.txt
14837,"[0.29586899762892577, 0.5355502124805994]",59,./unit1/pwr3/pwr_12-13-44.988595.txt
4872,"[0.9521831918893469, 0.40856440412560935]",38,./unit1/pwr3/pwr_11-50-10.359310.txt
21283,"[0.03214582252239396, 0.9151118238193708]",34,./unit1/pwr3/pwr_12-24-29.589036.txt
30007,"[0.49864463542682547, 0.0007611673398192696]",25,./unit1/pwr3/pwr_13-45-59.650429.txt
8248,"[0.785718053249329, 0.40693453258214557]",47,./unit1/pwr3/pwr_11-55-47.959741.txt
31772,"[0.731042369072644, 0.04202913880821]",34,./unit1/pwr3/pwr_13-48-56.150046.txt
12986,"[0.3385295339982769, 0.38938456198378524]",34,./unit1/pwr3/pwr_12-10-39.889253.txt
30964,"[0.6374765270405552, 0.028672332861437413]",34,./unit1/pwr3/pwr_13-47-35.350383.txt
17398,"[0.2559345293648958, 0.687494077692691]",61,./unit1/pwr3/pwr_12-18-01.089268.txt
9013,"[0.7344943929094347, 0.38683629361088334]",24,./unit1/pwr3/pwr_11-57-04.459491.txt
11412,"[0.5630490199755105, 0.3884691334315401]",30,./unit1/pwr3/pwr_12-05-24.008505.txt
16925,"[0.257431776793217, 0.6874723086753941]",40,./unit1/pwr3/pwr_12-17-13.789276.txt
5072,"[0.9324937244018342, 0.40874700519911555]",63,./unit1/pwr3/pwr_11-50-30.359787.txt
31103,"[0.6572791432497989, 0.03423102886634078]",30,./unit1/pwr3/pwr_13-47-49.249669.txt
26804,"[0.04259101630276748, 0.16133527593777305]",30,./unit1/pwr3/pwr_13-40-38.549970.txt
18256,"[0.2045869129282643, 0.7144923369541559]",5,./unit1/pwr3/pwr_12-19-26.889136.txt
14337,"[0.29622558398221543, 0.46347744634154175]",29,./unit1/pwr3/pwr_12-12-54.989224.txt
5890,"[0.9138253291186633, 0.4086406576282593]",15,./unit1/pwr3/pwr_11-51-52.159555.txt
12667,"[0.3695218050849238, 0.39086732789444206]",34,./unit1/pwr3/pwr_12-10-07.988552.txt
8447,"[0.7817029591367605, 0.40673726356147283]",6,./unit1/pwr3/pwr_11-56-07.859990.txt
26422,"[0.003936017804084565, 0.21523261733572435]",59,./unit1/pwr3/pwr_13-39-59.250077.txt
25830,"[0.025972621068392064, 0.32404006240493255]",20,./unit1/pwr3/pwr_13-39-00.050538.txt
15992,"[0.2971567523776426, 0.6244999481319626]",25,./unit1/pwr3/pwr_12-15-40.488283.txt
30157,"[0.521032126183357, 0.0006044928536450872]",34,./unit1/pwr3/pwr_13-46-14.650419.txt
21660,"[0.032759830351549175, 0.9793874314504022]",33,./unit1/pwr3/pwr_12-25-08.189266.txt
4136,"[0.9919994532313517, 0.4082744346712764]",33,./unit1/pwr3/pwr_11-48-56.760288.txt
14037,"[0.29615502074568717, 0.4275314222853187]",44,./unit1/pwr3/pwr_12-12-24.988477.txt
31720,"[0.7289263440797752, 0.04200814283142541]",34,./unit1/pwr3/pwr_13-48-50.950242.txt
18295,"[0.20076575786467746, 0.7168520875209707]",25,./unit1/pwr3/pwr_12-19-30.788803.txt
16844,"[0.26344717111741717, 0.6874198212108256]",16,./unit1/pwr3/pwr_12-17-05.688411.txt
26248,"[0.0021140191547627295, 0.22946437127426023]",9,./unit1/pwr3/pwr_13-39-41.850510.txt
25438,"[0.028353762173500174, 0.42743904890744994]",18,./unit1/pwr3/pwr_13-38-20.049839.txt
12687,"[0.3676316515464817, 0.39077190199750084]",34,./unit1/pwr3/pwr_12-10-09.988617.txt
26481,"[0.007601928380483613, 0.2071529868752876]",52,./unit1/pwr3/pwr_13-40-05.149827.txt
31043,"[0.6489987954875172, 0.03192433563329087]",34,./unit1/pwr3/pwr_13-47-43.249964.txt
16763,"[0.2709079361281328, 0.6875550586910407]",26,./unit1/pwr3/pwr_12-16-57.589092.txt
21313,"[0.032194334957119285, 0.9203929537048063]",34,./unit1/pwr3/pwr_12-24-32.588733.txt
