original_index,unit2_gps_nor,original_unit1_pwr3_best-beam,original_unit1_pwr3
2779,"[0.9980336212606324, 0.3743941431760972]",34,./unit1/pwr3/pwr_11-46-41.059274.txt
2780,"[0.9980336581573009, 0.374394133265258]",34,./unit1/pwr3/pwr_11-46-41.160068.txt
2781,"[0.9980336950540123, 0.3743941233545456]",33,./unit1/pwr3/pwr_11-46-41.259304.txt
2782,"[0.9980337319506808, 0.37439411344370643]",34,./unit1/pwr3/pwr_11-46-41.360106.txt
2783,"[0.9980337420134359, 0.3743940688451836]",34,./unit1/pwr3/pwr_11-46-41.460108.txt
2784,"[0.9980337621389032, 0.3743939796480113]",33,./unit1/pwr3/pwr_11-46-41.559522.txt
2785,"[0.9980337554304141, 0.3743939400050349]",34,./unit1/pwr3/pwr_11-46-41.685656.txt
2786,"[0.998033748721925, 0.3743939003619317]",33,./unit1/pwr3/pwr_11-46-41.761388.txt
2787,"[0.9980337420134359, 0.3743938607188285]",33,./unit1/pwr3/pwr_11-46-41.859572.txt
2788,"[0.9980337353049468, 0.37439384089715017]",34,./unit1/pwr3/pwr_11-46-41.960279.txt
2789,"[0.9980337218879687, 0.3743938012541737]",33,./unit1/pwr3/pwr_11-46-42.059707.txt
2790,"[0.9980337252421918, 0.37439382107585206]",34,./unit1/pwr3/pwr_11-46-42.159678.txt
2791,"[0.9980337285964578, 0.37439384089715017]",33,./unit1/pwr3/pwr_11-46-42.260215.txt
2792,"[0.9980337319506808, 0.3743938607188285]",34,./unit1/pwr3/pwr_11-46-42.359905.txt
2793,"[0.9980337218879687, 0.3743939350496153]",33,./unit1/pwr3/pwr_11-46-42.460017.txt
2794,"[0.9980337017625014, 0.37439408371131566]",34,./unit1/pwr3/pwr_11-46-42.559856.txt
2795,"[0.9980337051167245, 0.374394133265258]",34,./unit1/pwr3/pwr_11-46-42.659247.txt
2796,"[0.9980337084709905, 0.3743941828192004]",33,./unit1/pwr3/pwr_11-46-42.759837.txt
2797,"[0.9980337118252136, 0.3743942323728892]",34,./unit1/pwr3/pwr_11-46-42.860001.txt
2798,"[0.9980337185337027, 0.37439418777436645]",34,./unit1/pwr3/pwr_11-46-42.959417.txt
2799,"[0.9980337319506808, 0.37439409857744765]",34,./unit1/pwr3/pwr_11-46-43.059285.txt
2800,"[0.9980337285964578, 0.3743940242465341]",33,./unit1/pwr3/pwr_11-46-43.159753.txt
2801,"[0.9980337252421918, 0.37439394991600083]",33,./unit1/pwr3/pwr_11-46-43.259868.txt
2802,"[0.9980337218879687, 0.37439387558521403]",33,./unit1/pwr3/pwr_11-46-43.359409.txt
2803,"[0.998033745367659, 0.3743938161205592]",34,./unit1/pwr3/pwr_11-46-43.459633.txt
2804,"[0.9980337923270826, 0.37439369719124965]",33,./unit1/pwr3/pwr_11-46-43.559983.txt
2805,"[0.9980338158068158, 0.37439371205750843]",33,./unit1/pwr3/pwr_11-46-43.659962.txt
2806,"[0.9980338392865061, 0.3743937269233869]",34,./unit1/pwr3/pwr_11-46-43.760475.txt
2807,"[0.9980338627662393, 0.3743937417896457]",33,./unit1/pwr3/pwr_11-46-43.860001.txt
2808,"[0.9980338527034842, 0.37439372196796733]",34,./unit1/pwr3/pwr_11-46-43.959563.txt
2809,"[0.998033832578017, 0.37439368232499093]",34,./unit1/pwr3/pwr_11-46-44.060194.txt
2810,"[0.998033835932283, 0.3743936129494969]",34,./unit1/pwr3/pwr_11-46-44.160278.txt
2811,"[0.9980338392865061, 0.37439354357400295]",33,./unit1/pwr3/pwr_11-46-44.259308.txt
2812,"[0.9980338426407721, 0.3743934741986358]",34,./unit1/pwr3/pwr_11-46-44.359811.txt
2813,"[0.9980338594119733, 0.37439342464482017]",34,./unit1/pwr3/pwr_11-46-44.460061.txt
2814,"[0.9980338929544187, 0.37439332553706217]",33,./unit1/pwr3/pwr_11-46-44.560074.txt
2815,"[0.9980338896001957, 0.374393285893959]",33,./unit1/pwr3/pwr_11-46-44.659463.txt
2816,"[0.9980338862459297, 0.3743932462508558]",34,./unit1/pwr3/pwr_11-46-44.759359.txt
2817,"[0.9980338828917066, 0.3743932066078794]",33,./unit1/pwr3/pwr_11-46-44.860106.txt
2818,"[0.9980338694747284, 0.37439325616182173]",34,./unit1/pwr3/pwr_11-46-44.959719.txt
2819,"[0.9980338426407721, 0.3743933552691994]",34,./unit1/pwr3/pwr_11-46-45.060232.txt
2820,"[0.9980338023898376, 0.3743933800461706]",33,./unit1/pwr3/pwr_11-46-45.159245.txt
2821,"[0.9980337621389032, 0.3743934048231418]",34,./unit1/pwr3/pwr_11-46-45.259789.txt
2822,"[0.9980337218879687, 0.374393429600113]",34,./unit1/pwr3/pwr_11-46-45.360234.txt
2823,"[0.9980337118252136, 0.37439337509100457]",34,./unit1/pwr3/pwr_11-46-45.459726.txt
2824,"[0.9980336916997463, 0.3743932660724074]",33,./unit1/pwr3/pwr_11-46-45.560094.txt
2825,"[0.9980337017625014, 0.3743932462508558]",34,./unit1/pwr3/pwr_11-46-45.659926.txt
2826,"[0.9980337118252136, 0.37439322642943096]",34,./unit1/pwr3/pwr_11-46-45.759652.txt
2827,"[0.9980337218879687, 0.3743932066078794]",34,./unit1/pwr3/pwr_11-46-45.859382.txt
2828,"[0.9980337218879687, 0.37439325616182173]",34,./unit1/pwr3/pwr_11-46-45.959249.txt
2829,"[0.9980337218879687, 0.3743933552691994]",33,./unit1/pwr3/pwr_11-46-46.059879.txt
2830,"[0.9980337017625014, 0.3743934097785614]",33,./unit1/pwr3/pwr_11-46-46.160233.txt
2831,"[0.9980336816370342, 0.37439346428792336]",34,./unit1/pwr3/pwr_11-46-46.259701.txt
2832,"[0.9980336615115669, 0.37439351879728533]",34,./unit1/pwr3/pwr_11-46-46.359402.txt
2833,"[0.9980336447403657, 0.3743935485294226]",33,./unit1/pwr3/pwr_11-46-46.459511.txt
2834,"[0.9980336111979203, 0.37439360799407734]",33,./unit1/pwr3/pwr_11-46-46.559691.txt
2835,"[0.9980336346776106, 0.37439358817252577]",34,./unit1/pwr3/pwr_11-46-46.660144.txt
2836,"[0.9980336581573439, 0.37439356835097415]",33,./unit1/pwr3/pwr_11-46-46.759399.txt
2837,"[0.9980336816370342, 0.3743935485294226]",34,./unit1/pwr3/pwr_11-46-46.860160.txt
2838,"[0.9980336548031208, 0.3743935336631638]",33,./unit1/pwr3/pwr_11-46-46.960226.txt
2839,"[0.9980336011351653, 0.37439350393102655]",34,./unit1/pwr3/pwr_11-46-47.060134.txt
2840,"[0.9980335340502744, 0.3743935138418657]",34,./unit1/pwr3/pwr_11-46-47.160095.txt
2841,"[0.9980334669653836, 0.37439352375232465]",34,./unit1/pwr3/pwr_11-46-47.260000.txt
2842,"[0.9980333998804929, 0.3743935336631638]",33,./unit1/pwr3/pwr_11-46-47.360207.txt
2843,"[0.9980333864635147, 0.3743935633955546]",34,./unit1/pwr3/pwr_11-46-47.459399.txt
2844,"[0.9980333596296013, 0.3743936228603361]",34,./unit1/pwr3/pwr_11-46-47.559631.txt
2845,"[0.998033332795645, 0.3743936079942041]",34,./unit1/pwr3/pwr_11-46-47.659823.txt
2846,"[0.9980333059616886, 0.37439359312794535]",34,./unit1/pwr3/pwr_11-46-47.759470.txt
2847,"[0.9980332791277323, 0.37439357826181335]",34,./unit1/pwr3/pwr_11-46-47.860185.txt
2848,"[0.9980332153971075, 0.3743935584403885]",34,./unit1/pwr3/pwr_11-46-47.960055.txt
2849,"[0.998033087935815, 0.37439351879728533]",34,./unit1/pwr3/pwr_11-46-48.059913.txt
2850,"[0.9980330409763915, 0.3743935584403885]",33,./unit1/pwr3/pwr_11-46-48.159817.txt
2851,"[0.9980329940169679, 0.3743935980833649]",34,./unit1/pwr3/pwr_11-46-48.260168.txt
2852,"[0.9980329470575443, 0.3743936377264681]",34,./unit1/pwr3/pwr_11-46-48.359968.txt
2853,"[0.9980329336405661, 0.3743936625031858]",34,./unit1/pwr3/pwr_11-46-48.459817.txt
2854,"[0.9980329068066098, 0.3743937120571282]",34,./unit1/pwr3/pwr_11-46-48.559659.txt
2855,"[0.998032916869322, 0.3743937616110705]",34,./unit1/pwr3/pwr_11-46-48.660181.txt
2856,"[0.9980329269320771, 0.3743938111650129]",34,./unit1/pwr3/pwr_11-46-48.759378.txt
2857,"[0.9980329369947892, 0.3743938607188285]",34,./unit1/pwr3/pwr_11-46-48.860078.txt
2858,"[0.9980329604745225, 0.37439399451439687]",33,./unit1/pwr3/pwr_11-46-48.959363.txt
2859,"[0.9980330074339461, 0.37439426210528]",34,./unit1/pwr3/pwr_11-46-49.059253.txt
2860,"[0.9980330074339461, 0.37439432157006153]",34,./unit1/pwr3/pwr_11-46-49.160095.txt
2861,"[0.9980330074339461, 0.37439438103458955]",34,./unit1/pwr3/pwr_11-46-49.260011.txt
2862,"[0.9980330074339461, 0.37439444049924436]",34,./unit1/pwr3/pwr_11-46-49.359375.txt
2863,"[0.9980329873084788, 0.3743943711237504]",34,./unit1/pwr3/pwr_11-46-49.459372.txt
2864,"[0.9980329470575443, 0.3743942323728892]",34,./unit1/pwr3/pwr_11-46-49.560117.txt
2865,"[0.9980329403490552, 0.37439422246205006]",33,./unit1/pwr3/pwr_11-46-49.659248.txt
2866,"[0.9980329336405661, 0.37439421255133765]",34,./unit1/pwr3/pwr_11-46-49.759978.txt
2867,"[0.9980329269320771, 0.37439420264049844]",34,./unit1/pwr3/pwr_11-46-49.859568.txt
2868,"[0.9980329470575443, 0.37439417290823446]",34,./unit1/pwr3/pwr_11-46-49.960220.txt
2869,"[0.9980329873084788, 0.37439411344370643]",34,./unit1/pwr3/pwr_11-46-50.059426.txt
2870,"[0.9980330174966582, 0.3743940539790516]",34,./unit1/pwr3/pwr_11-46-50.159974.txt
2871,"[0.9980330476848805, 0.37439399451439687]",33,./unit1/pwr3/pwr_11-46-50.259498.txt
2872,"[0.99803307787306, 0.37439393504974205]",34,./unit1/pwr3/pwr_11-46-50.359256.txt
2873,"[0.9980331785003961, 0.3743938805406336]",34,./unit1/pwr3/pwr_11-46-50.460265.txt
2874,"[0.9980333797550685, 0.3743937715219097]",34,./unit1/pwr3/pwr_11-46-50.559860.txt
2875,"[0.9980338627662393, 0.3743938012541737]",34,./unit1/pwr3/pwr_11-46-50.659991.txt
2876,"[0.9980343457774101, 0.37439383098669127]",33,./unit1/pwr3/pwr_11-46-50.759662.txt
2877,"[0.998034828788581, 0.3743938607188285]",33,./unit1/pwr3/pwr_11-46-50.859581.txt
2878,"[0.9980357679770092, 0.3743938755849605]",33,./unit1/pwr3/pwr_11-46-50.959298.txt
2879,"[0.998037646353737, 0.3743939053173513]",33,./unit1/pwr3/pwr_11-46-51.059269.txt
2880,"[0.9980391993688518, 0.3743938805406336]",33,./unit1/pwr3/pwr_11-46-51.160196.txt
2881,"[0.9980407523839235, 0.3743938557634089]",33,./unit1/pwr3/pwr_11-46-51.259985.txt
2882,"[0.9980423053990382, 0.37439383098669127]",33,./unit1/pwr3/pwr_11-46-51.360167.txt
2883,"[0.9980454147834478, 0.37439383098669127]",33,./unit1/pwr3/pwr_11-46-51.460014.txt
2884,"[0.9980516335523097, 0.37439383098669127]",34,./unit1/pwr3/pwr_11-46-51.559995.txt
2885,"[0.9980570909077257, 0.3743937665666169]",34,./unit1/pwr3/pwr_11-46-51.659841.txt
2886,"[0.9980625482631414, 0.3743937021466692]",34,./unit1/pwr3/pwr_11-46-51.760232.txt
2887,"[0.9980680056185572, 0.3743936377264681]",34,./unit1/pwr3/pwr_11-46-51.859696.txt
2888,"[0.9980757505685777, 0.37439383594211084]",34,./unit1/pwr3/pwr_11-46-51.959244.txt
2889,"[0.9980912404685756, 0.3743942323728892]",34,./unit1/pwr3/pwr_11-46-52.059913.txt
2890,"[0.9981010616957731, 0.37439460898236954]",34,./unit1/pwr3/pwr_11-46-52.159600.txt
2891,"[0.9981108829229706, 0.3743949855919766]",34,./unit1/pwr3/pwr_11-46-52.260053.txt
2892,"[0.998120704150168, 0.3743953622013302]",33,./unit1/pwr3/pwr_11-46-52.359869.txt
2893,"[0.99813264190552, 0.37439589242780363]",34,./unit1/pwr3/pwr_11-46-52.460237.txt
2894,"[0.9981565174161809, 0.37439695288062386]",34,./unit1/pwr3/pwr_11-46-52.560156.txt
2895,"[0.9981703402567927, 0.37439762185795855]",34,./unit1/pwr3/pwr_11-46-52.659967.txt
2896,"[0.9981841630973616, 0.37439829083542]",34,./unit1/pwr3/pwr_11-46-52.759689.txt
2897,"[0.9981979859379733, 0.3743989598127546]",34,./unit1/pwr3/pwr_11-46-52.859781.txt
2898,"[0.9982135395686389, 0.3743991927160809]",34,./unit1/pwr3/pwr_11-46-52.960182.txt
2899,"[0.9982446468299272, 0.3743996585222265]",34,./unit1/pwr3/pwr_11-46-53.059517.txt
2900,"[0.9982616830365078, 0.37439881610647385]",33,./unit1/pwr3/pwr_11-46-53.160280.txt
2901,"[0.9982787192431312, 0.3743979736905944]",34,./unit1/pwr3/pwr_11-46-53.260045.txt
2902,"[0.9982957554497118, 0.37439713127458824]",34,./unit1/pwr3/pwr_11-46-53.359260.txt
2903,"[0.9983135631324936, 0.3743961352417156]",34,./unit1/pwr3/pwr_11-46-53.460289.txt
2904,"[0.9983491784981002, 0.3743941431760972]",34,./unit1/pwr3/pwr_11-46-53.559942.txt
2905,"[0.9983670029521262, 0.3743935088864461]",34,./unit1/pwr3/pwr_11-46-53.659779.txt
2906,"[0.9983848274061093, 0.3743928745967951]",34,./unit1/pwr3/pwr_11-46-53.760087.txt
2907,"[0.9984026518601353, 0.3743922403070173]",33,./unit1/pwr3/pwr_11-46-53.859971.txt
2908,"[0.9984204260004718, 0.3743913037387994]",34,./unit1/pwr3/pwr_11-46-53.959423.txt
2909,"[0.9984559742811446, 0.3743894306024906]",34,./unit1/pwr3/pwr_11-46-54.059245.txt
2910,"[0.9984739228421972, 0.3743890093944875]",34,./unit1/pwr3/pwr_11-46-54.159740.txt
2911,"[0.9984918714032496, 0.3743885881864844]",34,./unit1/pwr3/pwr_11-46-54.259724.txt
2912,"[0.9985098199643021, 0.37438816697860805]",34,./unit1/pwr3/pwr_11-46-54.359442.txt
2913,"[0.9985279194663375, 0.3743884147479396]",34,./unit1/pwr3/pwr_11-46-54.460119.txt
2914,"[0.9985641184704082, 0.3743889102867295]",34,./unit1/pwr3/pwr_11-46-54.559256.txt
2915,"[0.9985821139908843, 0.3743889350637007]",34,./unit1/pwr3/pwr_11-46-54.659861.txt
2916,"[0.9986001095113604, 0.3743889598406719]",34,./unit1/pwr3/pwr_11-46-54.760143.txt
2917,"[0.9986181050318365, 0.37438898461764303]",34,./unit1/pwr3/pwr_11-46-54.859269.txt
2918,"[0.9986360032791993, 0.3743891877885786]",34,./unit1/pwr3/pwr_11-46-54.960085.txt
2919,"[0.9986717997739682, 0.3743895941301962]",34,./unit1/pwr3/pwr_11-46-55.059880.txt
2920,"[0.9986893659511861, 0.37438961395174775]",33,./unit1/pwr3/pwr_11-46-55.159330.txt
2921,"[0.998706932128361, 0.37438963377304585]",34,./unit1/pwr3/pwr_11-46-55.259697.txt
2922,"[0.998724498305579, 0.3743896535947242]",34,./unit1/pwr3/pwr_11-46-55.359339.txt
2923,"[0.9987414271763772, 0.374389727925511]",34,./unit1/pwr3/pwr_11-46-55.459809.txt
2924,"[0.9987752849179735, 0.37438987658721135]",33,./unit1/pwr3/pwr_11-46-55.559984.txt
2925,"[0.998791563065374, 0.3743898716317917]",33,./unit1/pwr3/pwr_11-46-55.659571.txt
2926,"[0.9988078412127743, 0.37438986667675245]",33,./unit1/pwr3/pwr_11-46-55.759798.txt
2927,"[0.9988241193601747, 0.3743898617213328]",33,./unit1/pwr3/pwr_11-46-55.860117.txt
2928,"[0.9988395254040805, 0.3743892918517562]",34,./unit1/pwr3/pwr_11-46-55.960134.txt
2929,"[0.9988703374918493, 0.37438815211247606]",33,./unit1/pwr3/pwr_11-46-56.060027.txt
2930,"[0.9988847137827458, 0.3743873493396998]",34,./unit1/pwr3/pwr_11-46-56.159344.txt
2931,"[0.9988990900736852, 0.37438654656692355]",33,./unit1/pwr3/pwr_11-46-56.259404.txt
2932,"[0.9989134663645816, 0.37438574379414735]",33,./unit1/pwr3/pwr_11-46-56.359625.txt
2933,"[0.9989266485445506, 0.37438512932604784]",34,./unit1/pwr3/pwr_11-46-56.459893.txt
2934,"[0.9989530129044456, 0.3743839003898489]",34,./unit1/pwr3/pwr_11-46-56.559970.txt
2935,"[0.9989646085268545, 0.3743836377543854]",33,./unit1/pwr3/pwr_11-46-56.660214.txt
2936,"[0.9989762041492634, 0.3743833751189218]",34,./unit1/pwr3/pwr_11-46-56.759978.txt
