original_index,unit1_lidar1,original_unit1_pwr3_best-beam,original_unit1_pwr3
2735,../scenario36/unit1/lidar1/lidar_frame_11-46-38.574060.csv,34,./unit1/pwr3/pwr_11-46-36.659242.txt
2736,../scenario36/unit1/lidar1/lidar_frame_11-46-38.674107.csv,34,./unit1/pwr3/pwr_11-46-36.759638.txt
2737,../scenario36/unit1/lidar1/lidar_frame_11-46-38.774135.csv,34,./unit1/pwr3/pwr_11-46-36.859995.txt
2738,../scenario36/unit1/lidar1/lidar_frame_11-46-38.874150.csv,33,./unit1/pwr3/pwr_11-46-36.960134.txt
2739,../scenario36/unit1/lidar1/lidar_frame_11-46-39.024141.csv,34,./unit1/pwr3/pwr_11-46-37.060171.txt
2740,../scenario36/unit1/lidar1/lidar_frame_11-46-39.074145.csv,34,./unit1/pwr3/pwr_11-46-37.159344.txt
2741,../scenario36/unit1/lidar1/lidar_frame_11-46-39.224134.csv,33,./unit1/pwr3/pwr_11-46-37.259779.txt
2742,../scenario36/unit1/lidar1/lidar_frame_11-46-39.274125.csv,34,./unit1/pwr3/pwr_11-46-37.359241.txt
2743,../scenario36/unit1/lidar1/lidar_frame_11-46-39.374086.csv,33,./unit1/pwr3/pwr_11-46-37.460093.txt
2744,../scenario36/unit1/lidar1/lidar_frame_11-46-39.474030.csv,33,./unit1/pwr3/pwr_11-46-37.559632.txt
2745,../scenario36/unit1/lidar1/lidar_frame_11-46-39.623990.csv,34,./unit1/pwr3/pwr_11-46-37.659285.txt
2746,../scenario36/unit1/lidar1/lidar_frame_11-46-39.673969.csv,33,./unit1/pwr3/pwr_11-46-37.759878.txt
2747,../scenario36/unit1/lidar1/lidar_frame_11-46-39.773944.csv,34,./unit1/pwr3/pwr_11-46-37.859710.txt
2748,../scenario36/unit1/lidar1/lidar_frame_11-46-39.923923.csv,34,./unit1/pwr3/pwr_11-46-37.959582.txt
2749,../scenario36/unit1/lidar1/lidar_frame_11-46-40.023880.csv,34,./unit1/pwr3/pwr_11-46-38.059484.txt
2750,../scenario36/unit1/lidar1/lidar_frame_11-46-40.073867.csv,33,./unit1/pwr3/pwr_11-46-38.159318.txt
2751,../scenario36/unit1/lidar1/lidar_frame_11-46-40.173838.csv,34,./unit1/pwr3/pwr_11-46-38.260009.txt
2752,../scenario36/unit1/lidar1/lidar_frame_11-46-40.273805.csv,33,./unit1/pwr3/pwr_11-46-38.360127.txt
2753,../scenario36/unit1/lidar1/lidar_frame_11-46-40.423845.csv,33,./unit1/pwr3/pwr_11-46-38.459590.txt
2754,../scenario36/unit1/lidar1/lidar_frame_11-46-40.473872.csv,33,./unit1/pwr3/pwr_11-46-38.560193.txt
2755,../scenario36/unit1/lidar1/lidar_frame_11-46-40.573924.csv,34,./unit1/pwr3/pwr_11-46-38.660057.txt
2756,../scenario36/unit1/lidar1/lidar_frame_11-46-40.673937.csv,33,./unit1/pwr3/pwr_11-46-38.759961.txt
2757,../scenario36/unit1/lidar1/lidar_frame_11-46-40.773899.csv,33,./unit1/pwr3/pwr_11-46-38.859645.txt
2758,../scenario36/unit1/lidar1/lidar_frame_11-46-40.923847.csv,34,./unit1/pwr3/pwr_11-46-38.960117.txt
2759,../scenario36/unit1/lidar1/lidar_frame_11-46-40.973828.csv,34,./unit1/pwr3/pwr_11-46-39.059726.txt
2760,../scenario36/unit1/lidar1/lidar_frame_11-46-41.123776.csv,34,./unit1/pwr3/pwr_11-46-39.159913.txt
2761,../scenario36/unit1/lidar1/lidar_frame_11-46-41.223757.csv,34,./unit1/pwr3/pwr_11-46-39.260274.txt
2762,../scenario36/unit1/lidar1/lidar_frame_11-46-41.273749.csv,34,./unit1/pwr3/pwr_11-46-39.360209.txt
2763,../scenario36/unit1/lidar1/lidar_frame_11-46-41.423731.csv,34,./unit1/pwr3/pwr_11-46-39.459441.txt
2764,../scenario36/unit1/lidar1/lidar_frame_11-46-41.473737.csv,34,./unit1/pwr3/pwr_11-46-39.559446.txt
2765,../scenario36/unit1/lidar1/lidar_frame_11-46-41.573744.csv,33,./unit1/pwr3/pwr_11-46-39.659573.txt
2766,../scenario36/unit1/lidar1/lidar_frame_11-46-41.673728.csv,33,./unit1/pwr3/pwr_11-46-39.759855.txt
2767,../scenario36/unit1/lidar1/lidar_frame_11-46-41.823759.csv,33,./unit1/pwr3/pwr_11-46-39.859693.txt
2768,../scenario36/unit1/lidar1/lidar_frame_11-46-41.873766.csv,34,./unit1/pwr3/pwr_11-46-39.959729.txt
2769,../scenario36/unit1/lidar1/lidar_frame_11-46-42.023723.csv,33,./unit1/pwr3/pwr_11-46-40.059304.txt
2770,../scenario36/unit1/lidar1/lidar_frame_11-46-42.123706.csv,34,./unit1/pwr3/pwr_11-46-40.159671.txt
2771,../scenario36/unit1/lidar1/lidar_frame_11-46-42.173687.csv,33,./unit1/pwr3/pwr_11-46-40.260164.txt
2772,../scenario36/unit1/lidar1/lidar_frame_11-46-42.323594.csv,34,./unit1/pwr3/pwr_11-46-40.359338.txt
2773,../scenario36/unit1/lidar1/lidar_frame_11-46-42.423506.csv,34,./unit1/pwr3/pwr_11-46-40.460217.txt
2774,../scenario36/unit1/lidar1/lidar_frame_11-46-42.523426.csv,33,./unit1/pwr3/pwr_11-46-40.559931.txt
2775,../scenario36/unit1/lidar1/lidar_frame_11-46-42.623387.csv,33,./unit1/pwr3/pwr_11-46-40.659300.txt
2776,../scenario36/unit1/lidar1/lidar_frame_11-46-42.723388.csv,34,./unit1/pwr3/pwr_11-46-40.760267.txt
2777,../scenario36/unit1/lidar1/lidar_frame_11-46-42.823411.csv,34,./unit1/pwr3/pwr_11-46-40.859248.txt
2778,../scenario36/unit1/lidar1/lidar_frame_11-46-42.923459.csv,33,./unit1/pwr3/pwr_11-46-40.959420.txt
2779,../scenario36/unit1/lidar1/lidar_frame_11-46-43.023543.csv,34,./unit1/pwr3/pwr_11-46-41.059274.txt
2780,../scenario36/unit1/lidar1/lidar_frame_11-46-43.123620.csv,34,./unit1/pwr3/pwr_11-46-41.160068.txt
2781,../scenario36/unit1/lidar1/lidar_frame_11-46-43.223673.csv,33,./unit1/pwr3/pwr_11-46-41.259304.txt
2782,../scenario36/unit1/lidar1/lidar_frame_11-46-43.273685.csv,34,./unit1/pwr3/pwr_11-46-41.360106.txt
2783,../scenario36/unit1/lidar1/lidar_frame_11-46-43.423689.csv,34,./unit1/pwr3/pwr_11-46-41.460108.txt
2784,../scenario36/unit1/lidar1/lidar_frame_11-46-43.523669.csv,33,./unit1/pwr3/pwr_11-46-41.559522.txt
2785,../scenario36/unit1/lidar1/lidar_frame_11-46-43.573649.csv,34,./unit1/pwr3/pwr_11-46-41.685656.txt
2786,../scenario36/unit1/lidar1/lidar_frame_11-46-43.673604.csv,33,./unit1/pwr3/pwr_11-46-41.761388.txt
2787,../scenario36/unit1/lidar1/lidar_frame_11-46-43.823489.csv,33,./unit1/pwr3/pwr_11-46-41.859572.txt
2788,../scenario36/unit1/lidar1/lidar_frame_11-46-43.923431.csv,34,./unit1/pwr3/pwr_11-46-41.960279.txt
2789,../scenario36/unit1/lidar1/lidar_frame_11-46-44.023410.csv,33,./unit1/pwr3/pwr_11-46-42.059707.txt
2790,../scenario36/unit1/lidar1/lidar_frame_11-46-44.123420.csv,34,./unit1/pwr3/pwr_11-46-42.159678.txt
2791,../scenario36/unit1/lidar1/lidar_frame_11-46-44.223409.csv,33,./unit1/pwr3/pwr_11-46-42.260215.txt
2792,../scenario36/unit1/lidar1/lidar_frame_11-46-44.323377.csv,34,./unit1/pwr3/pwr_11-46-42.359905.txt
2793,../scenario36/unit1/lidar1/lidar_frame_11-46-44.423337.csv,33,./unit1/pwr3/pwr_11-46-42.460017.txt
2794,../scenario36/unit1/lidar1/lidar_frame_11-46-44.523288.csv,34,./unit1/pwr3/pwr_11-46-42.559856.txt
2795,../scenario36/unit1/lidar1/lidar_frame_11-46-44.623233.csv,34,./unit1/pwr3/pwr_11-46-42.659247.txt
2796,../scenario36/unit1/lidar1/lidar_frame_11-46-44.723226.csv,33,./unit1/pwr3/pwr_11-46-42.759837.txt
2797,../scenario36/unit1/lidar1/lidar_frame_11-46-44.823268.csv,34,./unit1/pwr3/pwr_11-46-42.860001.txt
2798,../scenario36/unit1/lidar1/lidar_frame_11-46-44.923315.csv,34,./unit1/pwr3/pwr_11-46-42.959417.txt
2799,../scenario36/unit1/lidar1/lidar_frame_11-46-45.023364.csv,34,./unit1/pwr3/pwr_11-46-43.059285.txt
2800,../scenario36/unit1/lidar1/lidar_frame_11-46-45.123410.csv,33,./unit1/pwr3/pwr_11-46-43.159753.txt
2801,../scenario36/unit1/lidar1/lidar_frame_11-46-45.223426.csv,33,./unit1/pwr3/pwr_11-46-43.259868.txt
2802,../scenario36/unit1/lidar1/lidar_frame_11-46-45.323412.csv,33,./unit1/pwr3/pwr_11-46-43.359409.txt
2803,../scenario36/unit1/lidar1/lidar_frame_11-46-45.373400.csv,34,./unit1/pwr3/pwr_11-46-43.459633.txt
2804,../scenario36/unit1/lidar1/lidar_frame_11-46-45.523383.csv,33,./unit1/pwr3/pwr_11-46-43.559983.txt
2805,../scenario36/unit1/lidar1/lidar_frame_11-46-45.623388.csv,33,./unit1/pwr3/pwr_11-46-43.659962.txt
2806,../scenario36/unit1/lidar1/lidar_frame_11-46-45.723373.csv,34,./unit1/pwr3/pwr_11-46-43.760475.txt
2807,../scenario36/unit1/lidar1/lidar_frame_11-46-45.773374.csv,33,./unit1/pwr3/pwr_11-46-43.860001.txt
2808,../scenario36/unit1/lidar1/lidar_frame_11-46-45.923322.csv,34,./unit1/pwr3/pwr_11-46-43.959563.txt
2809,../scenario36/unit1/lidar1/lidar_frame_11-46-46.023300.csv,34,./unit1/pwr3/pwr_11-46-44.060194.txt
2810,../scenario36/unit1/lidar1/lidar_frame_11-46-46.123288.csv,34,./unit1/pwr3/pwr_11-46-44.160278.txt
2811,../scenario36/unit1/lidar1/lidar_frame_11-46-46.223306.csv,33,./unit1/pwr3/pwr_11-46-44.259308.txt
2812,../scenario36/unit1/lidar1/lidar_frame_11-46-46.323326.csv,34,./unit1/pwr3/pwr_11-46-44.359811.txt
2813,../scenario36/unit1/lidar1/lidar_frame_11-46-46.423306.csv,34,./unit1/pwr3/pwr_11-46-44.460061.txt
2814,../scenario36/unit1/lidar1/lidar_frame_11-46-46.523261.csv,33,./unit1/pwr3/pwr_11-46-44.560074.txt
2815,../scenario36/unit1/lidar1/lidar_frame_11-46-46.623216.csv,33,./unit1/pwr3/pwr_11-46-44.659463.txt
2816,../scenario36/unit1/lidar1/lidar_frame_11-46-46.723177.csv,34,./unit1/pwr3/pwr_11-46-44.759359.txt
2817,../scenario36/unit1/lidar1/lidar_frame_11-46-46.823162.csv,33,./unit1/pwr3/pwr_11-46-44.860106.txt
2818,../scenario36/unit1/lidar1/lidar_frame_11-46-46.923144.csv,34,./unit1/pwr3/pwr_11-46-44.959719.txt
2819,../scenario36/unit1/lidar1/lidar_frame_11-46-47.023128.csv,34,./unit1/pwr3/pwr_11-46-45.060232.txt
2820,../scenario36/unit1/lidar1/lidar_frame_11-46-47.123113.csv,33,./unit1/pwr3/pwr_11-46-45.159245.txt
2821,../scenario36/unit1/lidar1/lidar_frame_11-46-47.223099.csv,34,./unit1/pwr3/pwr_11-46-45.259789.txt
2822,../scenario36/unit1/lidar1/lidar_frame_11-46-47.323101.csv,34,./unit1/pwr3/pwr_11-46-45.360234.txt
2823,../scenario36/unit1/lidar1/lidar_frame_11-46-47.423110.csv,34,./unit1/pwr3/pwr_11-46-45.459726.txt
2824,../scenario36/unit1/lidar1/lidar_frame_11-46-47.523125.csv,33,./unit1/pwr3/pwr_11-46-45.560094.txt
2825,../scenario36/unit1/lidar1/lidar_frame_11-46-47.623142.csv,34,./unit1/pwr3/pwr_11-46-45.659926.txt
2826,../scenario36/unit1/lidar1/lidar_frame_11-46-47.723158.csv,34,./unit1/pwr3/pwr_11-46-45.759652.txt
2827,../scenario36/unit1/lidar1/lidar_frame_11-46-47.823170.csv,34,./unit1/pwr3/pwr_11-46-45.859382.txt
2828,../scenario36/unit1/lidar1/lidar_frame_11-46-47.923160.csv,34,./unit1/pwr3/pwr_11-46-45.959249.txt
2829,../scenario36/unit1/lidar1/lidar_frame_11-46-48.023151.csv,33,./unit1/pwr3/pwr_11-46-46.059879.txt
2830,../scenario36/unit1/lidar1/lidar_frame_11-46-48.123133.csv,33,./unit1/pwr3/pwr_11-46-46.160233.txt
2831,../scenario36/unit1/lidar1/lidar_frame_11-46-48.223083.csv,34,./unit1/pwr3/pwr_11-46-46.259701.txt
2832,../scenario36/unit1/lidar1/lidar_frame_11-46-48.323022.csv,34,./unit1/pwr3/pwr_11-46-46.359402.txt
2833,../scenario36/unit1/lidar1/lidar_frame_11-46-48.422965.csv,33,./unit1/pwr3/pwr_11-46-46.459511.txt
2834,../scenario36/unit1/lidar1/lidar_frame_11-46-48.522904.csv,33,./unit1/pwr3/pwr_11-46-46.559691.txt
2835,../scenario36/unit1/lidar1/lidar_frame_11-46-48.622856.csv,34,./unit1/pwr3/pwr_11-46-46.660144.txt
2836,../scenario36/unit1/lidar1/lidar_frame_11-46-48.722821.csv,33,./unit1/pwr3/pwr_11-46-46.759399.txt
2837,../scenario36/unit1/lidar1/lidar_frame_11-46-48.822796.csv,34,./unit1/pwr3/pwr_11-46-46.860160.txt
2838,../scenario36/unit1/lidar1/lidar_frame_11-46-48.922787.csv,33,./unit1/pwr3/pwr_11-46-46.960226.txt
2839,../scenario36/unit1/lidar1/lidar_frame_11-46-49.022817.csv,34,./unit1/pwr3/pwr_11-46-47.060134.txt
2840,../scenario36/unit1/lidar1/lidar_frame_11-46-49.122888.csv,34,./unit1/pwr3/pwr_11-46-47.160095.txt
2841,../scenario36/unit1/lidar1/lidar_frame_11-46-49.222966.csv,34,./unit1/pwr3/pwr_11-46-47.260000.txt
2842,../scenario36/unit1/lidar1/lidar_frame_11-46-49.323037.csv,33,./unit1/pwr3/pwr_11-46-47.360207.txt
2843,../scenario36/unit1/lidar1/lidar_frame_11-46-49.423084.csv,34,./unit1/pwr3/pwr_11-46-47.459399.txt
2844,../scenario36/unit1/lidar1/lidar_frame_11-46-49.523079.csv,34,./unit1/pwr3/pwr_11-46-47.559631.txt
2845,../scenario36/unit1/lidar1/lidar_frame_11-46-49.623046.csv,34,./unit1/pwr3/pwr_11-46-47.659823.txt
2846,../scenario36/unit1/lidar1/lidar_frame_11-46-49.722992.csv,34,./unit1/pwr3/pwr_11-46-47.759470.txt
2847,../scenario36/unit1/lidar1/lidar_frame_11-46-49.822922.csv,34,./unit1/pwr3/pwr_11-46-47.860185.txt
2848,../scenario36/unit1/lidar1/lidar_frame_11-46-49.922839.csv,34,./unit1/pwr3/pwr_11-46-47.960055.txt
2849,../scenario36/unit1/lidar1/lidar_frame_11-46-50.022749.csv,34,./unit1/pwr3/pwr_11-46-48.059913.txt
2850,../scenario36/unit1/lidar1/lidar_frame_11-46-50.122695.csv,33,./unit1/pwr3/pwr_11-46-48.159817.txt
2851,../scenario36/unit1/lidar1/lidar_frame_11-46-50.222666.csv,34,./unit1/pwr3/pwr_11-46-48.260168.txt
2852,../scenario36/unit1/lidar1/lidar_frame_11-46-50.322666.csv,34,./unit1/pwr3/pwr_11-46-48.359968.txt
2853,../scenario36/unit1/lidar1/lidar_frame_11-46-50.422688.csv,34,./unit1/pwr3/pwr_11-46-48.459817.txt
2854,../scenario36/unit1/lidar1/lidar_frame_11-46-50.522713.csv,34,./unit1/pwr3/pwr_11-46-48.559659.txt
2855,../scenario36/unit1/lidar1/lidar_frame_11-46-50.622741.csv,34,./unit1/pwr3/pwr_11-46-48.660181.txt
2856,../scenario36/unit1/lidar1/lidar_frame_11-46-50.722774.csv,34,./unit1/pwr3/pwr_11-46-48.759378.txt
2857,../scenario36/unit1/lidar1/lidar_frame_11-46-50.822813.csv,34,./unit1/pwr3/pwr_11-46-48.860078.txt
2858,../scenario36/unit1/lidar1/lidar_frame_11-46-50.922843.csv,33,./unit1/pwr3/pwr_11-46-48.959363.txt
2859,../scenario36/unit1/lidar1/lidar_frame_11-46-51.022840.csv,34,./unit1/pwr3/pwr_11-46-49.059253.txt
2860,../scenario36/unit1/lidar1/lidar_frame_11-46-51.122799.csv,34,./unit1/pwr3/pwr_11-46-49.160095.txt
2861,../scenario36/unit1/lidar1/lidar_frame_11-46-51.222755.csv,34,./unit1/pwr3/pwr_11-46-49.260011.txt
2862,../scenario36/unit1/lidar1/lidar_frame_11-46-51.322708.csv,34,./unit1/pwr3/pwr_11-46-49.359375.txt
2863,../scenario36/unit1/lidar1/lidar_frame_11-46-51.422641.csv,34,./unit1/pwr3/pwr_11-46-49.459372.txt
2864,../scenario36/unit1/lidar1/lidar_frame_11-46-51.522611.csv,34,./unit1/pwr3/pwr_11-46-49.560117.txt
2865,../scenario36/unit1/lidar1/lidar_frame_11-46-51.622623.csv,33,./unit1/pwr3/pwr_11-46-49.659248.txt
2866,../scenario36/unit1/lidar1/lidar_frame_11-46-51.722665.csv,34,./unit1/pwr3/pwr_11-46-49.759978.txt
2867,../scenario36/unit1/lidar1/lidar_frame_11-46-51.822728.csv,34,./unit1/pwr3/pwr_11-46-49.859568.txt
2868,../scenario36/unit1/lidar1/lidar_frame_11-46-51.922758.csv,34,./unit1/pwr3/pwr_11-46-49.960220.txt
2869,../scenario36/unit1/lidar1/lidar_frame_11-46-52.022758.csv,34,./unit1/pwr3/pwr_11-46-50.059426.txt
2870,../scenario36/unit1/lidar1/lidar_frame_11-46-52.122728.csv,34,./unit1/pwr3/pwr_11-46-50.159974.txt
2871,../scenario36/unit1/lidar1/lidar_frame_11-46-52.222680.csv,33,./unit1/pwr3/pwr_11-46-50.259498.txt
2872,../scenario36/unit1/lidar1/lidar_frame_11-46-52.322626.csv,34,./unit1/pwr3/pwr_11-46-50.359256.txt
2873,../scenario36/unit1/lidar1/lidar_frame_11-46-52.422588.csv,34,./unit1/pwr3/pwr_11-46-50.460265.txt
2874,../scenario36/unit1/lidar1/lidar_frame_11-46-52.522564.csv,34,./unit1/pwr3/pwr_11-46-50.559860.txt
2875,../scenario36/unit1/lidar1/lidar_frame_11-46-52.622556.csv,34,./unit1/pwr3/pwr_11-46-50.659991.txt
2876,../scenario36/unit1/lidar1/lidar_frame_11-46-52.722560.csv,33,./unit1/pwr3/pwr_11-46-50.759662.txt
2877,../scenario36/unit1/lidar1/lidar_frame_11-46-52.822568.csv,33,./unit1/pwr3/pwr_11-46-50.859581.txt
2878,../scenario36/unit1/lidar1/lidar_frame_11-46-52.922599.csv,33,./unit1/pwr3/pwr_11-46-50.959298.txt
2879,../scenario36/unit1/lidar1/lidar_frame_11-46-53.022607.csv,33,./unit1/pwr3/pwr_11-46-51.059269.txt
2880,../scenario36/unit1/lidar1/lidar_frame_11-46-53.122587.csv,33,./unit1/pwr3/pwr_11-46-51.160196.txt
2881,../scenario36/unit1/lidar1/lidar_frame_11-46-53.222569.csv,33,./unit1/pwr3/pwr_11-46-51.259985.txt
2882,../scenario36/unit1/lidar1/lidar_frame_11-46-53.322525.csv,33,./unit1/pwr3/pwr_11-46-51.360167.txt
2883,../scenario36/unit1/lidar1/lidar_frame_11-46-53.422454.csv,33,./unit1/pwr3/pwr_11-46-51.460014.txt
2884,../scenario36/unit1/lidar1/lidar_frame_11-46-53.522385.csv,34,./unit1/pwr3/pwr_11-46-51.559995.txt
2885,../scenario36/unit1/lidar1/lidar_frame_11-46-53.622323.csv,34,./unit1/pwr3/pwr_11-46-51.659841.txt
2886,../scenario36/unit1/lidar1/lidar_frame_11-46-53.722291.csv,34,./unit1/pwr3/pwr_11-46-51.760232.txt
2887,../scenario36/unit1/lidar1/lidar_frame_11-46-53.822330.csv,34,./unit1/pwr3/pwr_11-46-51.859696.txt
