original_index,unit1_rgb,original_unit1_pwr_best-beam,original_unit1_pwr
3551,../scenario31/unit1/camera_data/image_3551.jpg,48,./unit1/mmWave_data/mmWave_power_3551.txt
404,../scenario31/unit1/camera_data/image_404.jpg,38,./unit1/mmWave_data/mmWave_power_404.txt
4200,../scenario31/unit1/camera_data/image_4200.jpg,16,./unit1/mmWave_data/mmWave_power_4200.txt
4925,../scenario31/unit1/camera_data/image_4925.jpg,46,./unit1/mmWave_data/mmWave_power_4925.txt
4926,../scenario31/unit1/camera_data/image_4926.jpg,47,./unit1/mmWave_data/mmWave_power_4926.txt
4397,../scenario31/unit1/camera_data/image_4397.jpg,39,./unit1/mmWave_data/mmWave_power_4397.txt
7925,../scenario31/unit1/camera_data/image_7925.jpg,17,./unit1/mmWave_data/mmWave_power_7925.txt
6959,../scenario31/unit1/camera_data/image_6959.jpg,48,./unit1/mmWave_data/mmWave_power_6959.txt
8086,../scenario31/unit1/camera_data/image_8086.jpg,21,./unit1/mmWave_data/mmWave_power_8086.txt
6640,../scenario31/unit1/camera_data/image_6640.jpg,33,./unit1/mmWave_data/mmWave_power_6640.txt
3314,../scenario31/unit1/camera_data/image_3314.jpg,15,./unit1/mmWave_data/mmWave_power_3314.txt
4014,../scenario31/unit1/camera_data/image_4014.jpg,44,./unit1/mmWave_data/mmWave_power_4014.txt
7900,../scenario31/unit1/camera_data/image_7900.jpg,11,./unit1/mmWave_data/mmWave_power_7900.txt
3093,../scenario31/unit1/camera_data/image_3093.jpg,21,./unit1/mmWave_data/mmWave_power_3093.txt
4953,../scenario31/unit1/camera_data/image_4953.jpg,40,./unit1/mmWave_data/mmWave_power_4953.txt
5705,../scenario31/unit1/camera_data/image_5705.jpg,31,./unit1/mmWave_data/mmWave_power_5705.txt
1325,../scenario31/unit1/camera_data/image_1325.jpg,32,./unit1/mmWave_data/mmWave_power_1325.txt
4697,../scenario31/unit1/camera_data/image_4697.jpg,39,./unit1/mmWave_data/mmWave_power_4697.txt
8525,../scenario31/unit1/camera_data/image_8525.jpg,48,./unit1/mmWave_data/mmWave_power_8525.txt
4632,../scenario31/unit1/camera_data/image_4632.jpg,39,./unit1/mmWave_data/mmWave_power_4632.txt
3102,../scenario31/unit1/camera_data/image_3102.jpg,29,./unit1/mmWave_data/mmWave_power_3102.txt
2792,../scenario31/unit1/camera_data/image_2792.jpg,38,./unit1/mmWave_data/mmWave_power_2792.txt
4918,../scenario31/unit1/camera_data/image_4918.jpg,46,./unit1/mmWave_data/mmWave_power_4918.txt
6788,../scenario31/unit1/camera_data/image_6788.jpg,47,./unit1/mmWave_data/mmWave_power_6788.txt
2512,../scenario31/unit1/camera_data/image_2512.jpg,30,./unit1/mmWave_data/mmWave_power_2512.txt
2174,../scenario31/unit1/camera_data/image_2174.jpg,46,./unit1/mmWave_data/mmWave_power_2174.txt
8398,../scenario31/unit1/camera_data/image_8398.jpg,25,./unit1/mmWave_data/mmWave_power_8398.txt
407,../scenario31/unit1/camera_data/image_407.jpg,39,./unit1/mmWave_data/mmWave_power_407.txt
3103,../scenario31/unit1/camera_data/image_3103.jpg,6,./unit1/mmWave_data/mmWave_power_3103.txt
6742,../scenario31/unit1/camera_data/image_6742.jpg,29,./unit1/mmWave_data/mmWave_power_6742.txt
334,../scenario31/unit1/camera_data/image_334.jpg,46,./unit1/mmWave_data/mmWave_power_334.txt
6690,../scenario31/unit1/camera_data/image_6690.jpg,20,./unit1/mmWave_data/mmWave_power_6690.txt
1913,../scenario31/unit1/camera_data/image_1913.jpg,42,./unit1/mmWave_data/mmWave_power_1913.txt
4591,../scenario31/unit1/camera_data/image_4591.jpg,47,./unit1/mmWave_data/mmWave_power_4591.txt
3945,../scenario31/unit1/camera_data/image_3945.jpg,6,./unit1/mmWave_data/mmWave_power_3945.txt
3979,../scenario31/unit1/camera_data/image_3979.jpg,31,./unit1/mmWave_data/mmWave_power_3979.txt
472,../scenario31/unit1/camera_data/image_472.jpg,31,./unit1/mmWave_data/mmWave_power_472.txt
5834,../scenario31/unit1/camera_data/image_5834.jpg,44,./unit1/mmWave_data/mmWave_power_5834.txt
1191,../scenario31/unit1/camera_data/image_1191.jpg,44,./unit1/mmWave_data/mmWave_power_1191.txt
421,../scenario31/unit1/camera_data/image_421.jpg,39,./unit1/mmWave_data/mmWave_power_421.txt
5357,../scenario31/unit1/camera_data/image_5357.jpg,46,./unit1/mmWave_data/mmWave_power_5357.txt
1436,../scenario31/unit1/camera_data/image_1436.jpg,41,./unit1/mmWave_data/mmWave_power_1436.txt
2873,../scenario31/unit1/camera_data/image_2873.jpg,39,./unit1/mmWave_data/mmWave_power_2873.txt
3926,../scenario31/unit1/camera_data/image_3926.jpg,22,./unit1/mmWave_data/mmWave_power_3926.txt
3262,../scenario31/unit1/camera_data/image_3262.jpg,38,./unit1/mmWave_data/mmWave_power_3262.txt
5884,../scenario31/unit1/camera_data/image_5884.jpg,52,./unit1/mmWave_data/mmWave_power_5884.txt
2853,../scenario31/unit1/camera_data/image_2853.jpg,29,./unit1/mmWave_data/mmWave_power_2853.txt
5299,../scenario31/unit1/camera_data/image_5299.jpg,17,./unit1/mmWave_data/mmWave_power_5299.txt
5028,../scenario31/unit1/camera_data/image_5028.jpg,27,./unit1/mmWave_data/mmWave_power_5028.txt
1272,../scenario31/unit1/camera_data/image_1272.jpg,36,./unit1/mmWave_data/mmWave_power_1272.txt
3005,../scenario31/unit1/camera_data/image_3005.jpg,33,./unit1/mmWave_data/mmWave_power_3005.txt
7782,../scenario31/unit1/camera_data/image_7782.jpg,48,./unit1/mmWave_data/mmWave_power_7782.txt
7961,../scenario31/unit1/camera_data/image_7961.jpg,40,./unit1/mmWave_data/mmWave_power_7961.txt
4961,../scenario31/unit1/camera_data/image_4961.jpg,39,./unit1/mmWave_data/mmWave_power_4961.txt
8338,../scenario31/unit1/camera_data/image_8338.jpg,32,./unit1/mmWave_data/mmWave_power_8338.txt
3831,../scenario31/unit1/camera_data/image_3831.jpg,44,./unit1/mmWave_data/mmWave_power_3831.txt
2623,../scenario31/unit1/camera_data/image_2623.jpg,42,./unit1/mmWave_data/mmWave_power_2623.txt
1221,../scenario31/unit1/camera_data/image_1221.jpg,39,./unit1/mmWave_data/mmWave_power_1221.txt
4734,../scenario31/unit1/camera_data/image_4734.jpg,31,./unit1/mmWave_data/mmWave_power_4734.txt
1373,../scenario31/unit1/camera_data/image_1373.jpg,13,./unit1/mmWave_data/mmWave_power_1373.txt
7762,../scenario31/unit1/camera_data/image_7762.jpg,47,./unit1/mmWave_data/mmWave_power_7762.txt
5341,../scenario31/unit1/camera_data/image_5341.jpg,44,./unit1/mmWave_data/mmWave_power_5341.txt
5563,../scenario31/unit1/camera_data/image_5563.jpg,42,./unit1/mmWave_data/mmWave_power_5563.txt
6670,../scenario31/unit1/camera_data/image_6670.jpg,28,./unit1/mmWave_data/mmWave_power_6670.txt
3702,../scenario31/unit1/camera_data/image_3702.jpg,14,./unit1/mmWave_data/mmWave_power_3702.txt
498,../scenario31/unit1/camera_data/image_498.jpg,28,./unit1/mmWave_data/mmWave_power_498.txt
2311,../scenario31/unit1/camera_data/image_2311.jpg,15,./unit1/mmWave_data/mmWave_power_2311.txt
5912,../scenario31/unit1/camera_data/image_5912.jpg,47,./unit1/mmWave_data/mmWave_power_5912.txt
4085,../scenario31/unit1/camera_data/image_4085.jpg,43,./unit1/mmWave_data/mmWave_power_4085.txt
392,../scenario31/unit1/camera_data/image_392.jpg,39,./unit1/mmWave_data/mmWave_power_392.txt
2184,../scenario31/unit1/camera_data/image_2184.jpg,44,./unit1/mmWave_data/mmWave_power_2184.txt
4160,../scenario31/unit1/camera_data/image_4160.jpg,29,./unit1/mmWave_data/mmWave_power_4160.txt
3315,../scenario31/unit1/camera_data/image_3315.jpg,33,./unit1/mmWave_data/mmWave_power_3315.txt
7088,../scenario31/unit1/camera_data/image_7088.jpg,39,./unit1/mmWave_data/mmWave_power_7088.txt
497,../scenario31/unit1/camera_data/image_497.jpg,28,./unit1/mmWave_data/mmWave_power_497.txt
1772,../scenario31/unit1/camera_data/image_1772.jpg,36,./unit1/mmWave_data/mmWave_power_1772.txt
292,../scenario31/unit1/camera_data/image_292.jpg,48,./unit1/mmWave_data/mmWave_power_292.txt
3834,../scenario31/unit1/camera_data/image_3834.jpg,44,./unit1/mmWave_data/mmWave_power_3834.txt
4006,../scenario31/unit1/camera_data/image_4006.jpg,42,./unit1/mmWave_data/mmWave_power_4006.txt
7672,../scenario31/unit1/camera_data/image_7672.jpg,22,./unit1/mmWave_data/mmWave_power_7672.txt
4729,../scenario31/unit1/camera_data/image_4729.jpg,32,./unit1/mmWave_data/mmWave_power_4729.txt
4784,../scenario31/unit1/camera_data/image_4784.jpg,16,./unit1/mmWave_data/mmWave_power_4784.txt
5537,../scenario31/unit1/camera_data/image_5537.jpg,32,./unit1/mmWave_data/mmWave_power_5537.txt
6721,../scenario31/unit1/camera_data/image_6721.jpg,8,./unit1/mmWave_data/mmWave_power_6721.txt
7146,../scenario31/unit1/camera_data/image_7146.jpg,32,./unit1/mmWave_data/mmWave_power_7146.txt
6804,../scenario31/unit1/camera_data/image_6804.jpg,47,./unit1/mmWave_data/mmWave_power_6804.txt
6008,../scenario31/unit1/camera_data/image_6008.jpg,23,./unit1/mmWave_data/mmWave_power_6008.txt
2348,../scenario31/unit1/camera_data/image_2348.jpg,25,./unit1/mmWave_data/mmWave_power_2348.txt
1304,../scenario31/unit1/camera_data/image_1304.jpg,33,./unit1/mmWave_data/mmWave_power_1304.txt
1866,../scenario31/unit1/camera_data/image_1866.jpg,11,./unit1/mmWave_data/mmWave_power_1866.txt
6866,../scenario31/unit1/camera_data/image_6866.jpg,45,./unit1/mmWave_data/mmWave_power_6866.txt
4155,../scenario31/unit1/camera_data/image_4155.jpg,29,./unit1/mmWave_data/mmWave_power_4155.txt
1997,../scenario31/unit1/camera_data/image_1997.jpg,36,./unit1/mmWave_data/mmWave_power_1997.txt
2370,../scenario31/unit1/camera_data/image_2370.jpg,39,./unit1/mmWave_data/mmWave_power_2370.txt
7887,../scenario31/unit1/camera_data/image_7887.jpg,21,./unit1/mmWave_data/mmWave_power_7887.txt
3353,../scenario31/unit1/camera_data/image_3353.jpg,27,./unit1/mmWave_data/mmWave_power_3353.txt
5352,../scenario31/unit1/camera_data/image_5352.jpg,64,./unit1/mmWave_data/mmWave_power_5352.txt
5757,../scenario31/unit1/camera_data/image_5757.jpg,17,./unit1/mmWave_data/mmWave_power_5757.txt
2350,../scenario31/unit1/camera_data/image_2350.jpg,36,./unit1/mmWave_data/mmWave_power_2350.txt
5264,../scenario31/unit1/camera_data/image_5264.jpg,20,./unit1/mmWave_data/mmWave_power_5264.txt
7739,../scenario31/unit1/camera_data/image_7739.jpg,42,./unit1/mmWave_data/mmWave_power_7739.txt
527,../scenario31/unit1/camera_data/image_527.jpg,16,./unit1/mmWave_data/mmWave_power_527.txt
6701,../scenario31/unit1/camera_data/image_6701.jpg,10,./unit1/mmWave_data/mmWave_power_6701.txt
1149,../scenario31/unit1/camera_data/image_1149.jpg,46,./unit1/mmWave_data/mmWave_power_1149.txt
6791,../scenario31/unit1/camera_data/image_6791.jpg,46,./unit1/mmWave_data/mmWave_power_6791.txt
8491,../scenario31/unit1/camera_data/image_8491.jpg,43,./unit1/mmWave_data/mmWave_power_8491.txt
593,../scenario31/unit1/camera_data/image_593.jpg,39,./unit1/mmWave_data/mmWave_power_593.txt
1932,../scenario31/unit1/camera_data/image_1932.jpg,47,./unit1/mmWave_data/mmWave_power_1932.txt
8013,../scenario31/unit1/camera_data/image_8013.jpg,38,./unit1/mmWave_data/mmWave_power_8013.txt
1896,../scenario31/unit1/camera_data/image_1896.jpg,38,./unit1/mmWave_data/mmWave_power_1896.txt
1887,../scenario31/unit1/camera_data/image_1887.jpg,32,./unit1/mmWave_data/mmWave_power_1887.txt
6709,../scenario31/unit1/camera_data/image_6709.jpg,3,./unit1/mmWave_data/mmWave_power_6709.txt
6502,../scenario31/unit1/camera_data/image_6502.jpg,52,./unit1/mmWave_data/mmWave_power_6502.txt
1662,../scenario31/unit1/camera_data/image_1662.jpg,47,./unit1/mmWave_data/mmWave_power_1662.txt
2857,../scenario31/unit1/camera_data/image_2857.jpg,31,./unit1/mmWave_data/mmWave_power_2857.txt
3890,../scenario31/unit1/camera_data/image_3890.jpg,32,./unit1/mmWave_data/mmWave_power_3890.txt
7891,../scenario31/unit1/camera_data/image_7891.jpg,16,./unit1/mmWave_data/mmWave_power_7891.txt
2655,../scenario31/unit1/camera_data/image_2655.jpg,48,./unit1/mmWave_data/mmWave_power_2655.txt
1185,../scenario31/unit1/camera_data/image_1185.jpg,43,./unit1/mmWave_data/mmWave_power_1185.txt
2176,../scenario31/unit1/camera_data/image_2176.jpg,46,./unit1/mmWave_data/mmWave_power_2176.txt
3548,../scenario31/unit1/camera_data/image_3548.jpg,47,./unit1/mmWave_data/mmWave_power_3548.txt
3508,../scenario31/unit1/camera_data/image_3508.jpg,51,./unit1/mmWave_data/mmWave_power_3508.txt
8417,../scenario31/unit1/camera_data/image_8417.jpg,11,./unit1/mmWave_data/mmWave_power_8417.txt
4808,../scenario31/unit1/camera_data/image_4808.jpg,6,./unit1/mmWave_data/mmWave_power_4808.txt
1032,../scenario31/unit1/camera_data/image_1032.jpg,29,./unit1/mmWave_data/mmWave_power_1032.txt
5640,../scenario31/unit1/camera_data/image_5640.jpg,48,./unit1/mmWave_data/mmWave_power_5640.txt
1702,../scenario31/unit1/camera_data/image_1702.jpg,44,./unit1/mmWave_data/mmWave_power_1702.txt
2178,../scenario31/unit1/camera_data/image_2178.jpg,47,./unit1/mmWave_data/mmWave_power_2178.txt
3758,../scenario31/unit1/camera_data/image_3758.jpg,47,./unit1/mmWave_data/mmWave_power_3758.txt
2798,../scenario31/unit1/camera_data/image_2798.jpg,23,./unit1/mmWave_data/mmWave_power_2798.txt
2843,../scenario31/unit1/camera_data/image_2843.jpg,20,./unit1/mmWave_data/mmWave_power_2843.txt
5813,../scenario31/unit1/camera_data/image_5813.jpg,36,./unit1/mmWave_data/mmWave_power_5813.txt
3873,../scenario31/unit1/camera_data/image_3873.jpg,37,./unit1/mmWave_data/mmWave_power_3873.txt
3318,../scenario31/unit1/camera_data/image_3318.jpg,29,./unit1/mmWave_data/mmWave_power_3318.txt
4034,../scenario31/unit1/camera_data/image_4034.jpg,48,./unit1/mmWave_data/mmWave_power_4034.txt
359,../scenario31/unit1/camera_data/image_359.jpg,48,./unit1/mmWave_data/mmWave_power_359.txt
7748,../scenario31/unit1/camera_data/image_7748.jpg,43,./unit1/mmWave_data/mmWave_power_7748.txt
1725,../scenario31/unit1/camera_data/image_1725.jpg,42,./unit1/mmWave_data/mmWave_power_1725.txt
5837,../scenario31/unit1/camera_data/image_5837.jpg,43,./unit1/mmWave_data/mmWave_power_5837.txt
8487,../scenario31/unit1/camera_data/image_8487.jpg,42,./unit1/mmWave_data/mmWave_power_8487.txt
6539,../scenario31/unit1/camera_data/image_6539.jpg,47,./unit1/mmWave_data/mmWave_power_6539.txt
6597,../scenario31/unit1/camera_data/image_6597.jpg,37,./unit1/mmWave_data/mmWave_power_6597.txt
5987,../scenario31/unit1/camera_data/image_5987.jpg,30,./unit1/mmWave_data/mmWave_power_5987.txt
3657,../scenario31/unit1/camera_data/image_3657.jpg,25,./unit1/mmWave_data/mmWave_power_3657.txt
5240,../scenario31/unit1/camera_data/image_5240.jpg,29,./unit1/mmWave_data/mmWave_power_5240.txt
6407,../scenario31/unit1/camera_data/image_6407.jpg,14,./unit1/mmWave_data/mmWave_power_6407.txt
3807,../scenario31/unit1/camera_data/image_3807.jpg,52,./unit1/mmWave_data/mmWave_power_3807.txt
5217,../scenario31/unit1/camera_data/image_5217.jpg,31,./unit1/mmWave_data/mmWave_power_5217.txt
6424,../scenario31/unit1/camera_data/image_6424.jpg,29,./unit1/mmWave_data/mmWave_power_6424.txt
7913,../scenario31/unit1/camera_data/image_7913.jpg,6,./unit1/mmWave_data/mmWave_power_7913.txt
4338,../scenario31/unit1/camera_data/image_4338.jpg,47,./unit1/mmWave_data/mmWave_power_4338.txt
4422,../scenario31/unit1/camera_data/image_4422.jpg,34,./unit1/mmWave_data/mmWave_power_4422.txt
635,../scenario31/unit1/camera_data/image_635.jpg,48,./unit1/mmWave_data/mmWave_power_635.txt
4775,../scenario31/unit1/camera_data/image_4775.jpg,21,./unit1/mmWave_data/mmWave_power_4775.txt
3920,../scenario31/unit1/camera_data/image_3920.jpg,25,./unit1/mmWave_data/mmWave_power_3920.txt
7084,../scenario31/unit1/camera_data/image_7084.jpg,42,./unit1/mmWave_data/mmWave_power_7084.txt
5860,../scenario31/unit1/camera_data/image_5860.jpg,47,./unit1/mmWave_data/mmWave_power_5860.txt
2366,../scenario31/unit1/camera_data/image_2366.jpg,37,./unit1/mmWave_data/mmWave_power_2366.txt
2256,../scenario31/unit1/camera_data/image_2256.jpg,32,./unit1/mmWave_data/mmWave_power_2256.txt
6963,../scenario31/unit1/camera_data/image_6963.jpg,27,./unit1/mmWave_data/mmWave_power_6963.txt
3783,../scenario31/unit1/camera_data/image_3783.jpg,48,./unit1/mmWave_data/mmWave_power_3783.txt
997,../scenario31/unit1/camera_data/image_997.jpg,29,./unit1/mmWave_data/mmWave_power_997.txt
7844,../scenario31/unit1/camera_data/image_7844.jpg,33,./unit1/mmWave_data/mmWave_power_7844.txt
915,../scenario31/unit1/camera_data/image_915.jpg,39,./unit1/mmWave_data/mmWave_power_915.txt
2620,../scenario31/unit1/camera_data/image_2620.jpg,39,./unit1/mmWave_data/mmWave_power_2620.txt
8154,../scenario31/unit1/camera_data/image_8154.jpg,38,./unit1/mmWave_data/mmWave_power_8154.txt
2985,../scenario31/unit1/camera_data/image_2985.jpg,39,./unit1/mmWave_data/mmWave_power_2985.txt
4336,../scenario31/unit1/camera_data/image_4336.jpg,47,./unit1/mmWave_data/mmWave_power_4336.txt
2591,../scenario31/unit1/camera_data/image_2591.jpg,21,./unit1/mmWave_data/mmWave_power_2591.txt
3965,../scenario31/unit1/camera_data/image_3965.jpg,19,./unit1/mmWave_data/mmWave_power_3965.txt
8161,../scenario31/unit1/camera_data/image_8161.jpg,39,./unit1/mmWave_data/mmWave_power_8161.txt
7198,../scenario31/unit1/camera_data/image_7198.jpg,33,./unit1/mmWave_data/mmWave_power_7198.txt
6543,../scenario31/unit1/camera_data/image_6543.jpg,44,./unit1/mmWave_data/mmWave_power_6543.txt
2230,../scenario31/unit1/camera_data/image_2230.jpg,37,./unit1/mmWave_data/mmWave_power_2230.txt
3869,../scenario31/unit1/camera_data/image_3869.jpg,36,./unit1/mmWave_data/mmWave_power_3869.txt
6633,../scenario31/unit1/camera_data/image_6633.jpg,33,./unit1/mmWave_data/mmWave_power_6633.txt
1005,../scenario31/unit1/camera_data/image_1005.jpg,29,./unit1/mmWave_data/mmWave_power_1005.txt
5029,../scenario31/unit1/camera_data/image_5029.jpg,25,./unit1/mmWave_data/mmWave_power_5029.txt
4161,../scenario31/unit1/camera_data/image_4161.jpg,33,./unit1/mmWave_data/mmWave_power_4161.txt
3482,../scenario31/unit1/camera_data/image_3482.jpg,48,./unit1/mmWave_data/mmWave_power_3482.txt
7591,../scenario31/unit1/camera_data/image_7591.jpg,44,./unit1/mmWave_data/mmWave_power_7591.txt
6658,../scenario31/unit1/camera_data/image_6658.jpg,32,./unit1/mmWave_data/mmWave_power_6658.txt
6540,../scenario31/unit1/camera_data/image_6540.jpg,45,./unit1/mmWave_data/mmWave_power_6540.txt
5523,../scenario31/unit1/camera_data/image_5523.jpg,22,./unit1/mmWave_data/mmWave_power_5523.txt
7006,../scenario31/unit1/camera_data/image_7006.jpg,10,./unit1/mmWave_data/mmWave_power_7006.txt
1449,../scenario31/unit1/camera_data/image_1449.jpg,48,./unit1/mmWave_data/mmWave_power_1449.txt
7244,../scenario31/unit1/camera_data/image_7244.jpg,28,./unit1/mmWave_data/mmWave_power_7244.txt
3168,../scenario31/unit1/camera_data/image_3168.jpg,47,./unit1/mmWave_data/mmWave_power_3168.txt
1782,../scenario31/unit1/camera_data/image_1782.jpg,34,./unit1/mmWave_data/mmWave_power_1782.txt
971,../scenario31/unit1/camera_data/image_971.jpg,30,./unit1/mmWave_data/mmWave_power_971.txt
1269,../scenario31/unit1/camera_data/image_1269.jpg,33,./unit1/mmWave_data/mmWave_power_1269.txt
5720,../scenario31/unit1/camera_data/image_5720.jpg,29,./unit1/mmWave_data/mmWave_power_5720.txt
1712,../scenario31/unit1/camera_data/image_1712.jpg,45,./unit1/mmWave_data/mmWave_power_1712.txt
4021,../scenario31/unit1/camera_data/image_4021.jpg,46,./unit1/mmWave_data/mmWave_power_4021.txt
1811,../scenario31/unit1/camera_data/image_1811.jpg,29,./unit1/mmWave_data/mmWave_power_1811.txt
3356,../scenario31/unit1/camera_data/image_3356.jpg,26,./unit1/mmWave_data/mmWave_power_3356.txt
6916,../scenario31/unit1/camera_data/image_6916.jpg,34,./unit1/mmWave_data/mmWave_power_6916.txt
3715,../scenario31/unit1/camera_data/image_3715.jpg,27,./unit1/mmWave_data/mmWave_power_3715.txt
4309,../scenario31/unit1/camera_data/image_4309.jpg,48,./unit1/mmWave_data/mmWave_power_4309.txt
1093,../scenario31/unit1/camera_data/image_1093.jpg,19,./unit1/mmWave_data/mmWave_power_1093.txt
580,../scenario31/unit1/camera_data/image_580.jpg,36,./unit1/mmWave_data/mmWave_power_580.txt
5615,../scenario31/unit1/camera_data/image_5615.jpg,49,./unit1/mmWave_data/mmWave_power_5615.txt
2694,../scenario31/unit1/camera_data/image_2694.jpg,45,./unit1/mmWave_data/mmWave_power_2694.txt
4132,../scenario31/unit1/camera_data/image_4132.jpg,33,./unit1/mmWave_data/mmWave_power_4132.txt
1962,../scenario31/unit1/camera_data/image_1962.jpg,44,./unit1/mmWave_data/mmWave_power_1962.txt
330,../scenario31/unit1/camera_data/image_330.jpg,45,./unit1/mmWave_data/mmWave_power_330.txt
4437,../scenario31/unit1/camera_data/image_4437.jpg,32,./unit1/mmWave_data/mmWave_power_4437.txt
5775,../scenario31/unit1/camera_data/image_5775.jpg,2,./unit1/mmWave_data/mmWave_power_5775.txt
7758,../scenario31/unit1/camera_data/image_7758.jpg,45,./unit1/mmWave_data/mmWave_power_7758.txt
5904,../scenario31/unit1/camera_data/image_5904.jpg,45,./unit1/mmWave_data/mmWave_power_5904.txt
6854,../scenario31/unit1/camera_data/image_6854.jpg,46,./unit1/mmWave_data/mmWave_power_6854.txt
943,../scenario31/unit1/camera_data/image_943.jpg,33,./unit1/mmWave_data/mmWave_power_943.txt
2666,../scenario31/unit1/camera_data/image_2666.jpg,50,./unit1/mmWave_data/mmWave_power_2666.txt
4983,../scenario31/unit1/camera_data/image_4983.jpg,33,./unit1/mmWave_data/mmWave_power_4983.txt
3966,../scenario31/unit1/camera_data/image_3966.jpg,20,./unit1/mmWave_data/mmWave_power_3966.txt
7674,../scenario31/unit1/camera_data/image_7674.jpg,22,./unit1/mmWave_data/mmWave_power_7674.txt
2467,../scenario31/unit1/camera_data/image_2467.jpg,39,./unit1/mmWave_data/mmWave_power_2467.txt
3513,../scenario31/unit1/camera_data/image_3513.jpg,51,./unit1/mmWave_data/mmWave_power_3513.txt
2164,../scenario31/unit1/camera_data/image_2164.jpg,48,./unit1/mmWave_data/mmWave_power_2164.txt
2010,../scenario31/unit1/camera_data/image_2010.jpg,32,./unit1/mmWave_data/mmWave_power_2010.txt
8131,../scenario31/unit1/camera_data/image_8131.jpg,22,./unit1/mmWave_data/mmWave_power_8131.txt
3296,../scenario31/unit1/camera_data/image_3296.jpg,31,./unit1/mmWave_data/mmWave_power_3296.txt
8337,../scenario31/unit1/camera_data/image_8337.jpg,31,./unit1/mmWave_data/mmWave_power_8337.txt
5668,../scenario31/unit1/camera_data/image_5668.jpg,39,./unit1/mmWave_data/mmWave_power_5668.txt
6880,../scenario31/unit1/camera_data/image_6880.jpg,43,./unit1/mmWave_data/mmWave_power_6880.txt
4962,../scenario31/unit1/camera_data/image_4962.jpg,56,./unit1/mmWave_data/mmWave_power_4962.txt
3612,../scenario31/unit1/camera_data/image_3612.jpg,33,./unit1/mmWave_data/mmWave_power_3612.txt
7595,../scenario31/unit1/camera_data/image_7595.jpg,44,./unit1/mmWave_data/mmWave_power_7595.txt
