original_index,unit1_rgb,original_unit1_pwr_best-beam,original_unit1_pwr
346,../scenario31/unit1/camera_data/image_346.jpg,45,./unit1/mmWave_data/mmWave_power_346.txt
347,../scenario31/unit1/camera_data/image_347.jpg,43,./unit1/mmWave_data/mmWave_power_347.txt
348,../scenario31/unit1/camera_data/image_348.jpg,56,./unit1/mmWave_data/mmWave_power_348.txt
349,../scenario31/unit1/camera_data/image_349.jpg,38,./unit1/mmWave_data/mmWave_power_349.txt
350,../scenario31/unit1/camera_data/image_350.jpg,43,./unit1/mmWave_data/mmWave_power_350.txt
351,../scenario31/unit1/camera_data/image_351.jpg,44,./unit1/mmWave_data/mmWave_power_351.txt
352,../scenario31/unit1/camera_data/image_352.jpg,43,./unit1/mmWave_data/mmWave_power_352.txt
353,../scenario31/unit1/camera_data/image_353.jpg,44,./unit1/mmWave_data/mmWave_power_353.txt
354,../scenario31/unit1/camera_data/image_354.jpg,44,./unit1/mmWave_data/mmWave_power_354.txt
355,../scenario31/unit1/camera_data/image_355.jpg,43,./unit1/mmWave_data/mmWave_power_355.txt
356,../scenario31/unit1/camera_data/image_356.jpg,55,./unit1/mmWave_data/mmWave_power_356.txt
357,../scenario31/unit1/camera_data/image_357.jpg,54,./unit1/mmWave_data/mmWave_power_357.txt
358,../scenario31/unit1/camera_data/image_358.jpg,43,./unit1/mmWave_data/mmWave_power_358.txt
359,../scenario31/unit1/camera_data/image_359.jpg,48,./unit1/mmWave_data/mmWave_power_359.txt
360,../scenario31/unit1/camera_data/image_360.jpg,43,./unit1/mmWave_data/mmWave_power_360.txt
361,../scenario31/unit1/camera_data/image_361.jpg,42,./unit1/mmWave_data/mmWave_power_361.txt
362,../scenario31/unit1/camera_data/image_362.jpg,43,./unit1/mmWave_data/mmWave_power_362.txt
363,../scenario31/unit1/camera_data/image_363.jpg,43,./unit1/mmWave_data/mmWave_power_363.txt
364,../scenario31/unit1/camera_data/image_364.jpg,44,./unit1/mmWave_data/mmWave_power_364.txt
365,../scenario31/unit1/camera_data/image_365.jpg,43,./unit1/mmWave_data/mmWave_power_365.txt
366,../scenario31/unit1/camera_data/image_366.jpg,44,./unit1/mmWave_data/mmWave_power_366.txt
367,../scenario31/unit1/camera_data/image_367.jpg,42,./unit1/mmWave_data/mmWave_power_367.txt
368,../scenario31/unit1/camera_data/image_368.jpg,44,./unit1/mmWave_data/mmWave_power_368.txt
369,../scenario31/unit1/camera_data/image_369.jpg,29,./unit1/mmWave_data/mmWave_power_369.txt
370,../scenario31/unit1/camera_data/image_370.jpg,43,./unit1/mmWave_data/mmWave_power_370.txt
371,../scenario31/unit1/camera_data/image_371.jpg,27,./unit1/mmWave_data/mmWave_power_371.txt
372,../scenario31/unit1/camera_data/image_372.jpg,42,./unit1/mmWave_data/mmWave_power_372.txt
373,../scenario31/unit1/camera_data/image_373.jpg,56,./unit1/mmWave_data/mmWave_power_373.txt
374,../scenario31/unit1/camera_data/image_374.jpg,39,./unit1/mmWave_data/mmWave_power_374.txt
375,../scenario31/unit1/camera_data/image_375.jpg,39,./unit1/mmWave_data/mmWave_power_375.txt
376,../scenario31/unit1/camera_data/image_376.jpg,43,./unit1/mmWave_data/mmWave_power_376.txt
377,../scenario31/unit1/camera_data/image_377.jpg,43,./unit1/mmWave_data/mmWave_power_377.txt
378,../scenario31/unit1/camera_data/image_378.jpg,56,./unit1/mmWave_data/mmWave_power_378.txt
379,../scenario31/unit1/camera_data/image_379.jpg,38,./unit1/mmWave_data/mmWave_power_379.txt
380,../scenario31/unit1/camera_data/image_380.jpg,40,./unit1/mmWave_data/mmWave_power_380.txt
381,../scenario31/unit1/camera_data/image_381.jpg,56,./unit1/mmWave_data/mmWave_power_381.txt
382,../scenario31/unit1/camera_data/image_382.jpg,41,./unit1/mmWave_data/mmWave_power_382.txt
383,../scenario31/unit1/camera_data/image_383.jpg,39,./unit1/mmWave_data/mmWave_power_383.txt
384,../scenario31/unit1/camera_data/image_384.jpg,43,./unit1/mmWave_data/mmWave_power_384.txt
385,../scenario31/unit1/camera_data/image_385.jpg,41,./unit1/mmWave_data/mmWave_power_385.txt
386,../scenario31/unit1/camera_data/image_386.jpg,42,./unit1/mmWave_data/mmWave_power_386.txt
387,../scenario31/unit1/camera_data/image_387.jpg,58,./unit1/mmWave_data/mmWave_power_387.txt
388,../scenario31/unit1/camera_data/image_388.jpg,42,./unit1/mmWave_data/mmWave_power_388.txt
389,../scenario31/unit1/camera_data/image_389.jpg,42,./unit1/mmWave_data/mmWave_power_389.txt
390,../scenario31/unit1/camera_data/image_390.jpg,41,./unit1/mmWave_data/mmWave_power_390.txt
391,../scenario31/unit1/camera_data/image_391.jpg,40,./unit1/mmWave_data/mmWave_power_391.txt
392,../scenario31/unit1/camera_data/image_392.jpg,39,./unit1/mmWave_data/mmWave_power_392.txt
393,../scenario31/unit1/camera_data/image_393.jpg,39,./unit1/mmWave_data/mmWave_power_393.txt
394,../scenario31/unit1/camera_data/image_394.jpg,39,./unit1/mmWave_data/mmWave_power_394.txt
395,../scenario31/unit1/camera_data/image_395.jpg,39,./unit1/mmWave_data/mmWave_power_395.txt
396,../scenario31/unit1/camera_data/image_396.jpg,41,./unit1/mmWave_data/mmWave_power_396.txt
397,../scenario31/unit1/camera_data/image_397.jpg,39,./unit1/mmWave_data/mmWave_power_397.txt
398,../scenario31/unit1/camera_data/image_398.jpg,40,./unit1/mmWave_data/mmWave_power_398.txt
399,../scenario31/unit1/camera_data/image_399.jpg,39,./unit1/mmWave_data/mmWave_power_399.txt
400,../scenario31/unit1/camera_data/image_400.jpg,40,./unit1/mmWave_data/mmWave_power_400.txt
401,../scenario31/unit1/camera_data/image_401.jpg,39,./unit1/mmWave_data/mmWave_power_401.txt
402,../scenario31/unit1/camera_data/image_402.jpg,39,./unit1/mmWave_data/mmWave_power_402.txt
403,../scenario31/unit1/camera_data/image_403.jpg,39,./unit1/mmWave_data/mmWave_power_403.txt
404,../scenario31/unit1/camera_data/image_404.jpg,38,./unit1/mmWave_data/mmWave_power_404.txt
405,../scenario31/unit1/camera_data/image_405.jpg,39,./unit1/mmWave_data/mmWave_power_405.txt
406,../scenario31/unit1/camera_data/image_406.jpg,38,./unit1/mmWave_data/mmWave_power_406.txt
407,../scenario31/unit1/camera_data/image_407.jpg,39,./unit1/mmWave_data/mmWave_power_407.txt
408,../scenario31/unit1/camera_data/image_408.jpg,39,./unit1/mmWave_data/mmWave_power_408.txt
409,../scenario31/unit1/camera_data/image_409.jpg,39,./unit1/mmWave_data/mmWave_power_409.txt
410,../scenario31/unit1/camera_data/image_410.jpg,39,./unit1/mmWave_data/mmWave_power_410.txt
411,../scenario31/unit1/camera_data/image_411.jpg,39,./unit1/mmWave_data/mmWave_power_411.txt
412,../scenario31/unit1/camera_data/image_412.jpg,38,./unit1/mmWave_data/mmWave_power_412.txt
413,../scenario31/unit1/camera_data/image_413.jpg,39,./unit1/mmWave_data/mmWave_power_413.txt
414,../scenario31/unit1/camera_data/image_414.jpg,38,./unit1/mmWave_data/mmWave_power_414.txt
415,../scenario31/unit1/camera_data/image_415.jpg,38,./unit1/mmWave_data/mmWave_power_415.txt
416,../scenario31/unit1/camera_data/image_416.jpg,39,./unit1/mmWave_data/mmWave_power_416.txt
417,../scenario31/unit1/camera_data/image_417.jpg,39,./unit1/mmWave_data/mmWave_power_417.txt
418,../scenario31/unit1/camera_data/image_418.jpg,38,./unit1/mmWave_data/mmWave_power_418.txt
419,../scenario31/unit1/camera_data/image_419.jpg,39,./unit1/mmWave_data/mmWave_power_419.txt
420,../scenario31/unit1/camera_data/image_420.jpg,38,./unit1/mmWave_data/mmWave_power_420.txt
421,../scenario31/unit1/camera_data/image_421.jpg,39,./unit1/mmWave_data/mmWave_power_421.txt
422,../scenario31/unit1/camera_data/image_422.jpg,38,./unit1/mmWave_data/mmWave_power_422.txt
423,../scenario31/unit1/camera_data/image_423.jpg,37,./unit1/mmWave_data/mmWave_power_423.txt
424,../scenario31/unit1/camera_data/image_424.jpg,37,./unit1/mmWave_data/mmWave_power_424.txt
425,../scenario31/unit1/camera_data/image_425.jpg,38,./unit1/mmWave_data/mmWave_power_425.txt
426,../scenario31/unit1/camera_data/image_426.jpg,37,./unit1/mmWave_data/mmWave_power_426.txt
427,../scenario31/unit1/camera_data/image_427.jpg,37,./unit1/mmWave_data/mmWave_power_427.txt
428,../scenario31/unit1/camera_data/image_428.jpg,38,./unit1/mmWave_data/mmWave_power_428.txt
429,../scenario31/unit1/camera_data/image_429.jpg,38,./unit1/mmWave_data/mmWave_power_429.txt
430,../scenario31/unit1/camera_data/image_430.jpg,38,./unit1/mmWave_data/mmWave_power_430.txt
431,../scenario31/unit1/camera_data/image_431.jpg,37,./unit1/mmWave_data/mmWave_power_431.txt
432,../scenario31/unit1/camera_data/image_432.jpg,37,./unit1/mmWave_data/mmWave_power_432.txt
433,../scenario31/unit1/camera_data/image_433.jpg,37,./unit1/mmWave_data/mmWave_power_433.txt
434,../scenario31/unit1/camera_data/image_434.jpg,38,./unit1/mmWave_data/mmWave_power_434.txt
435,../scenario31/unit1/camera_data/image_435.jpg,37,./unit1/mmWave_data/mmWave_power_435.txt
436,../scenario31/unit1/camera_data/image_436.jpg,37,./unit1/mmWave_data/mmWave_power_436.txt
437,../scenario31/unit1/camera_data/image_437.jpg,36,./unit1/mmWave_data/mmWave_power_437.txt
438,../scenario31/unit1/camera_data/image_438.jpg,36,./unit1/mmWave_data/mmWave_power_438.txt
439,../scenario31/unit1/camera_data/image_439.jpg,35,./unit1/mmWave_data/mmWave_power_439.txt
440,../scenario31/unit1/camera_data/image_440.jpg,34,./unit1/mmWave_data/mmWave_power_440.txt
441,../scenario31/unit1/camera_data/image_441.jpg,37,./unit1/mmWave_data/mmWave_power_441.txt
442,../scenario31/unit1/camera_data/image_442.jpg,35,./unit1/mmWave_data/mmWave_power_442.txt
443,../scenario31/unit1/camera_data/image_443.jpg,36,./unit1/mmWave_data/mmWave_power_443.txt
444,../scenario31/unit1/camera_data/image_444.jpg,36,./unit1/mmWave_data/mmWave_power_444.txt
445,../scenario31/unit1/camera_data/image_445.jpg,36,./unit1/mmWave_data/mmWave_power_445.txt
