original_index,unit1_lidar,original_unit1_pwr_best-beam,original_unit1_pwr
191,../scenario31/unit1/lidar_data/lidar_data_191.ply,23,./unit1/mmWave_data/mmWave_power_191.txt
192,../scenario31/unit1/lidar_data/lidar_data_192.ply,21,./unit1/mmWave_data/mmWave_power_192.txt
193,../scenario31/unit1/lidar_data/lidar_data_193.ply,25,./unit1/mmWave_data/mmWave_power_193.txt
194,../scenario31/unit1/lidar_data/lidar_data_194.ply,25,./unit1/mmWave_data/mmWave_power_194.txt
195,../scenario31/unit1/lidar_data/lidar_data_195.ply,25,./unit1/mmWave_data/mmWave_power_195.txt
196,../scenario31/unit1/lidar_data/lidar_data_196.ply,38,./unit1/mmWave_data/mmWave_power_196.txt
197,../scenario31/unit1/lidar_data/lidar_data_197.ply,27,./unit1/mmWave_data/mmWave_power_197.txt
198,../scenario31/unit1/lidar_data/lidar_data_198.ply,28,./unit1/mmWave_data/mmWave_power_198.txt
199,../scenario31/unit1/lidar_data/lidar_data_199.ply,28,./unit1/mmWave_data/mmWave_power_199.txt
200,../scenario31/unit1/lidar_data/lidar_data_200.ply,29,./unit1/mmWave_data/mmWave_power_200.txt
201,../scenario31/unit1/lidar_data/lidar_data_201.ply,32,./unit1/mmWave_data/mmWave_power_201.txt
202,../scenario31/unit1/lidar_data/lidar_data_202.ply,32,./unit1/mmWave_data/mmWave_power_202.txt
203,../scenario31/unit1/lidar_data/lidar_data_203.ply,30,./unit1/mmWave_data/mmWave_power_203.txt
204,../scenario31/unit1/lidar_data/lidar_data_204.ply,32,./unit1/mmWave_data/mmWave_power_204.txt
205,../scenario31/unit1/lidar_data/lidar_data_205.ply,33,./unit1/mmWave_data/mmWave_power_205.txt
206,../scenario31/unit1/lidar_data/lidar_data_206.ply,34,./unit1/mmWave_data/mmWave_power_206.txt
207,../scenario31/unit1/lidar_data/lidar_data_207.ply,34,./unit1/mmWave_data/mmWave_power_207.txt
208,../scenario31/unit1/lidar_data/lidar_data_208.ply,36,./unit1/mmWave_data/mmWave_power_208.txt
209,../scenario31/unit1/lidar_data/lidar_data_209.ply,34,./unit1/mmWave_data/mmWave_power_209.txt
210,../scenario31/unit1/lidar_data/lidar_data_210.ply,37,./unit1/mmWave_data/mmWave_power_210.txt
211,../scenario31/unit1/lidar_data/lidar_data_211.ply,37,./unit1/mmWave_data/mmWave_power_211.txt
212,../scenario31/unit1/lidar_data/lidar_data_212.ply,37,./unit1/mmWave_data/mmWave_power_212.txt
213,../scenario31/unit1/lidar_data/lidar_data_213.ply,38,./unit1/mmWave_data/mmWave_power_213.txt
214,../scenario31/unit1/lidar_data/lidar_data_214.ply,37,./unit1/mmWave_data/mmWave_power_214.txt
215,../scenario31/unit1/lidar_data/lidar_data_215.ply,39,./unit1/mmWave_data/mmWave_power_215.txt
216,../scenario31/unit1/lidar_data/lidar_data_216.ply,38,./unit1/mmWave_data/mmWave_power_216.txt
217,../scenario31/unit1/lidar_data/lidar_data_217.ply,39,./unit1/mmWave_data/mmWave_power_217.txt
218,../scenario31/unit1/lidar_data/lidar_data_218.ply,39,./unit1/mmWave_data/mmWave_power_218.txt
219,../scenario31/unit1/lidar_data/lidar_data_219.ply,39,./unit1/mmWave_data/mmWave_power_219.txt
220,../scenario31/unit1/lidar_data/lidar_data_220.ply,39,./unit1/mmWave_data/mmWave_power_220.txt
221,../scenario31/unit1/lidar_data/lidar_data_221.ply,39,./unit1/mmWave_data/mmWave_power_221.txt
222,../scenario31/unit1/lidar_data/lidar_data_222.ply,40,./unit1/mmWave_data/mmWave_power_222.txt
223,../scenario31/unit1/lidar_data/lidar_data_223.ply,39,./unit1/mmWave_data/mmWave_power_223.txt
224,../scenario31/unit1/lidar_data/lidar_data_224.ply,42,./unit1/mmWave_data/mmWave_power_224.txt
225,../scenario31/unit1/lidar_data/lidar_data_225.ply,40,./unit1/mmWave_data/mmWave_power_225.txt
226,../scenario31/unit1/lidar_data/lidar_data_226.ply,42,./unit1/mmWave_data/mmWave_power_226.txt
227,../scenario31/unit1/lidar_data/lidar_data_227.ply,38,./unit1/mmWave_data/mmWave_power_227.txt
228,../scenario31/unit1/lidar_data/lidar_data_228.ply,43,./unit1/mmWave_data/mmWave_power_228.txt
229,../scenario31/unit1/lidar_data/lidar_data_229.ply,42,./unit1/mmWave_data/mmWave_power_229.txt
230,../scenario31/unit1/lidar_data/lidar_data_230.ply,43,./unit1/mmWave_data/mmWave_power_230.txt
231,../scenario31/unit1/lidar_data/lidar_data_231.ply,43,./unit1/mmWave_data/mmWave_power_231.txt
232,../scenario31/unit1/lidar_data/lidar_data_232.ply,8,./unit1/mmWave_data/mmWave_power_232.txt
233,../scenario31/unit1/lidar_data/lidar_data_233.ply,43,./unit1/mmWave_data/mmWave_power_233.txt
234,../scenario31/unit1/lidar_data/lidar_data_234.ply,43,./unit1/mmWave_data/mmWave_power_234.txt
235,../scenario31/unit1/lidar_data/lidar_data_235.ply,43,./unit1/mmWave_data/mmWave_power_235.txt
236,../scenario31/unit1/lidar_data/lidar_data_236.ply,44,./unit1/mmWave_data/mmWave_power_236.txt
237,../scenario31/unit1/lidar_data/lidar_data_237.ply,43,./unit1/mmWave_data/mmWave_power_237.txt
238,../scenario31/unit1/lidar_data/lidar_data_238.ply,45,./unit1/mmWave_data/mmWave_power_238.txt
239,../scenario31/unit1/lidar_data/lidar_data_239.ply,44,./unit1/mmWave_data/mmWave_power_239.txt
240,../scenario31/unit1/lidar_data/lidar_data_240.ply,44,./unit1/mmWave_data/mmWave_power_240.txt
241,../scenario31/unit1/lidar_data/lidar_data_241.ply,46,./unit1/mmWave_data/mmWave_power_241.txt
242,../scenario31/unit1/lidar_data/lidar_data_242.ply,44,./unit1/mmWave_data/mmWave_power_242.txt
243,../scenario31/unit1/lidar_data/lidar_data_243.ply,44,./unit1/mmWave_data/mmWave_power_243.txt
244,../scenario31/unit1/lidar_data/lidar_data_244.ply,45,./unit1/mmWave_data/mmWave_power_244.txt
245,../scenario31/unit1/lidar_data/lidar_data_245.ply,45,./unit1/mmWave_data/mmWave_power_245.txt
246,../scenario31/unit1/lidar_data/lidar_data_246.ply,44,./unit1/mmWave_data/mmWave_power_246.txt
247,../scenario31/unit1/lidar_data/lidar_data_247.ply,48,./unit1/mmWave_data/mmWave_power_247.txt
248,../scenario31/unit1/lidar_data/lidar_data_248.ply,43,./unit1/mmWave_data/mmWave_power_248.txt
249,../scenario31/unit1/lidar_data/lidar_data_249.ply,32,./unit1/mmWave_data/mmWave_power_249.txt
250,../scenario31/unit1/lidar_data/lidar_data_250.ply,46,./unit1/mmWave_data/mmWave_power_250.txt
251,../scenario31/unit1/lidar_data/lidar_data_251.ply,46,./unit1/mmWave_data/mmWave_power_251.txt
252,../scenario31/unit1/lidar_data/lidar_data_252.ply,47,./unit1/mmWave_data/mmWave_power_252.txt
253,../scenario31/unit1/lidar_data/lidar_data_253.ply,46,./unit1/mmWave_data/mmWave_power_253.txt
254,../scenario31/unit1/lidar_data/lidar_data_254.ply,47,./unit1/mmWave_data/mmWave_power_254.txt
255,../scenario31/unit1/lidar_data/lidar_data_255.ply,51,./unit1/mmWave_data/mmWave_power_255.txt
256,../scenario31/unit1/lidar_data/lidar_data_256.ply,47,./unit1/mmWave_data/mmWave_power_256.txt
257,../scenario31/unit1/lidar_data/lidar_data_257.ply,48,./unit1/mmWave_data/mmWave_power_257.txt
258,../scenario31/unit1/lidar_data/lidar_data_258.ply,47,./unit1/mmWave_data/mmWave_power_258.txt
259,../scenario31/unit1/lidar_data/lidar_data_259.ply,49,./unit1/mmWave_data/mmWave_power_259.txt
260,../scenario31/unit1/lidar_data/lidar_data_260.ply,47,./unit1/mmWave_data/mmWave_power_260.txt
261,../scenario31/unit1/lidar_data/lidar_data_261.ply,47,./unit1/mmWave_data/mmWave_power_261.txt
262,../scenario31/unit1/lidar_data/lidar_data_262.ply,47,./unit1/mmWave_data/mmWave_power_262.txt
263,../scenario31/unit1/lidar_data/lidar_data_263.ply,49,./unit1/mmWave_data/mmWave_power_263.txt
264,../scenario31/unit1/lidar_data/lidar_data_264.ply,46,./unit1/mmWave_data/mmWave_power_264.txt
265,../scenario31/unit1/lidar_data/lidar_data_265.ply,48,./unit1/mmWave_data/mmWave_power_265.txt
266,../scenario31/unit1/lidar_data/lidar_data_266.ply,48,./unit1/mmWave_data/mmWave_power_266.txt
267,../scenario31/unit1/lidar_data/lidar_data_267.ply,46,./unit1/mmWave_data/mmWave_power_267.txt
268,../scenario31/unit1/lidar_data/lidar_data_268.ply,48,./unit1/mmWave_data/mmWave_power_268.txt
269,../scenario31/unit1/lidar_data/lidar_data_269.ply,46,./unit1/mmWave_data/mmWave_power_269.txt
270,../scenario31/unit1/lidar_data/lidar_data_270.ply,47,./unit1/mmWave_data/mmWave_power_270.txt
271,../scenario31/unit1/lidar_data/lidar_data_271.ply,47,./unit1/mmWave_data/mmWave_power_271.txt
272,../scenario31/unit1/lidar_data/lidar_data_272.ply,47,./unit1/mmWave_data/mmWave_power_272.txt
273,../scenario31/unit1/lidar_data/lidar_data_273.ply,47,./unit1/mmWave_data/mmWave_power_273.txt
274,../scenario31/unit1/lidar_data/lidar_data_274.ply,47,./unit1/mmWave_data/mmWave_power_274.txt
275,../scenario31/unit1/lidar_data/lidar_data_275.ply,48,./unit1/mmWave_data/mmWave_power_275.txt
276,../scenario31/unit1/lidar_data/lidar_data_276.ply,47,./unit1/mmWave_data/mmWave_power_276.txt
277,../scenario31/unit1/lidar_data/lidar_data_277.ply,47,./unit1/mmWave_data/mmWave_power_277.txt
278,../scenario31/unit1/lidar_data/lidar_data_278.ply,48,./unit1/mmWave_data/mmWave_power_278.txt
279,../scenario31/unit1/lidar_data/lidar_data_279.ply,45,./unit1/mmWave_data/mmWave_power_279.txt
280,../scenario31/unit1/lidar_data/lidar_data_280.ply,17,./unit1/mmWave_data/mmWave_power_280.txt
281,../scenario31/unit1/lidar_data/lidar_data_281.ply,47,./unit1/mmWave_data/mmWave_power_281.txt
282,../scenario31/unit1/lidar_data/lidar_data_282.ply,48,./unit1/mmWave_data/mmWave_power_282.txt
283,../scenario31/unit1/lidar_data/lidar_data_283.ply,47,./unit1/mmWave_data/mmWave_power_283.txt
284,../scenario31/unit1/lidar_data/lidar_data_284.ply,48,./unit1/mmWave_data/mmWave_power_284.txt
285,../scenario31/unit1/lidar_data/lidar_data_285.ply,47,./unit1/mmWave_data/mmWave_power_285.txt
286,../scenario31/unit1/lidar_data/lidar_data_286.ply,46,./unit1/mmWave_data/mmWave_power_286.txt
287,../scenario31/unit1/lidar_data/lidar_data_287.ply,48,./unit1/mmWave_data/mmWave_power_287.txt
288,../scenario31/unit1/lidar_data/lidar_data_288.ply,47,./unit1/mmWave_data/mmWave_power_288.txt
289,../scenario31/unit1/lidar_data/lidar_data_289.ply,45,./unit1/mmWave_data/mmWave_power_289.txt
290,../scenario31/unit1/lidar_data/lidar_data_290.ply,48,./unit1/mmWave_data/mmWave_power_290.txt
291,../scenario31/unit1/lidar_data/lidar_data_291.ply,46,./unit1/mmWave_data/mmWave_power_291.txt
292,../scenario31/unit1/lidar_data/lidar_data_292.ply,48,./unit1/mmWave_data/mmWave_power_292.txt
293,../scenario31/unit1/lidar_data/lidar_data_293.ply,45,./unit1/mmWave_data/mmWave_power_293.txt
294,../scenario31/unit1/lidar_data/lidar_data_294.ply,45,./unit1/mmWave_data/mmWave_power_294.txt
295,../scenario31/unit1/lidar_data/lidar_data_295.ply,47,./unit1/mmWave_data/mmWave_power_295.txt
296,../scenario31/unit1/lidar_data/lidar_data_296.ply,46,./unit1/mmWave_data/mmWave_power_296.txt
297,../scenario31/unit1/lidar_data/lidar_data_297.ply,48,./unit1/mmWave_data/mmWave_power_297.txt
298,../scenario31/unit1/lidar_data/lidar_data_298.ply,47,./unit1/mmWave_data/mmWave_power_298.txt
299,../scenario31/unit1/lidar_data/lidar_data_299.ply,47,./unit1/mmWave_data/mmWave_power_299.txt
300,../scenario31/unit1/lidar_data/lidar_data_300.ply,45,./unit1/mmWave_data/mmWave_power_300.txt
301,../scenario31/unit1/lidar_data/lidar_data_301.ply,15,./unit1/mmWave_data/mmWave_power_301.txt
302,../scenario31/unit1/lidar_data/lidar_data_302.ply,45,./unit1/mmWave_data/mmWave_power_302.txt
303,../scenario31/unit1/lidar_data/lidar_data_303.ply,45,./unit1/mmWave_data/mmWave_power_303.txt
304,../scenario31/unit1/lidar_data/lidar_data_304.ply,39,./unit1/mmWave_data/mmWave_power_304.txt
305,../scenario31/unit1/lidar_data/lidar_data_305.ply,45,./unit1/mmWave_data/mmWave_power_305.txt
306,../scenario31/unit1/lidar_data/lidar_data_306.ply,47,./unit1/mmWave_data/mmWave_power_306.txt
307,../scenario31/unit1/lidar_data/lidar_data_307.ply,47,./unit1/mmWave_data/mmWave_power_307.txt
308,../scenario31/unit1/lidar_data/lidar_data_308.ply,48,./unit1/mmWave_data/mmWave_power_308.txt
309,../scenario31/unit1/lidar_data/lidar_data_309.ply,45,./unit1/mmWave_data/mmWave_power_309.txt
310,../scenario31/unit1/lidar_data/lidar_data_310.ply,43,./unit1/mmWave_data/mmWave_power_310.txt
311,../scenario31/unit1/lidar_data/lidar_data_311.ply,45,./unit1/mmWave_data/mmWave_power_311.txt
312,../scenario31/unit1/lidar_data/lidar_data_312.ply,46,./unit1/mmWave_data/mmWave_power_312.txt
313,../scenario31/unit1/lidar_data/lidar_data_313.ply,47,./unit1/mmWave_data/mmWave_power_313.txt
314,../scenario31/unit1/lidar_data/lidar_data_314.ply,46,./unit1/mmWave_data/mmWave_power_314.txt
315,../scenario31/unit1/lidar_data/lidar_data_315.ply,47,./unit1/mmWave_data/mmWave_power_315.txt
316,../scenario31/unit1/lidar_data/lidar_data_316.ply,43,./unit1/mmWave_data/mmWave_power_316.txt
317,../scenario31/unit1/lidar_data/lidar_data_317.ply,46,./unit1/mmWave_data/mmWave_power_317.txt
318,../scenario31/unit1/lidar_data/lidar_data_318.ply,44,./unit1/mmWave_data/mmWave_power_318.txt
319,../scenario31/unit1/lidar_data/lidar_data_319.ply,46,./unit1/mmWave_data/mmWave_power_319.txt
320,../scenario31/unit1/lidar_data/lidar_data_320.ply,46,./unit1/mmWave_data/mmWave_power_320.txt
321,../scenario31/unit1/lidar_data/lidar_data_321.ply,46,./unit1/mmWave_data/mmWave_power_321.txt
322,../scenario31/unit1/lidar_data/lidar_data_322.ply,44,./unit1/mmWave_data/mmWave_power_322.txt
323,../scenario31/unit1/lidar_data/lidar_data_323.ply,45,./unit1/mmWave_data/mmWave_power_323.txt
324,../scenario31/unit1/lidar_data/lidar_data_324.ply,45,./unit1/mmWave_data/mmWave_power_324.txt
325,../scenario31/unit1/lidar_data/lidar_data_325.ply,44,./unit1/mmWave_data/mmWave_power_325.txt
326,../scenario31/unit1/lidar_data/lidar_data_326.ply,44,./unit1/mmWave_data/mmWave_power_326.txt
327,../scenario31/unit1/lidar_data/lidar_data_327.ply,47,./unit1/mmWave_data/mmWave_power_327.txt
328,../scenario31/unit1/lidar_data/lidar_data_328.ply,44,./unit1/mmWave_data/mmWave_power_328.txt
329,../scenario31/unit1/lidar_data/lidar_data_329.ply,44,./unit1/mmWave_data/mmWave_power_329.txt
330,../scenario31/unit1/lidar_data/lidar_data_330.ply,45,./unit1/mmWave_data/mmWave_power_330.txt
331,../scenario31/unit1/lidar_data/lidar_data_331.ply,43,./unit1/mmWave_data/mmWave_power_331.txt
332,../scenario31/unit1/lidar_data/lidar_data_332.ply,43,./unit1/mmWave_data/mmWave_power_332.txt
333,../scenario31/unit1/lidar_data/lidar_data_333.ply,44,./unit1/mmWave_data/mmWave_power_333.txt
334,../scenario31/unit1/lidar_data/lidar_data_334.ply,46,./unit1/mmWave_data/mmWave_power_334.txt
335,../scenario31/unit1/lidar_data/lidar_data_335.ply,44,./unit1/mmWave_data/mmWave_power_335.txt
336,../scenario31/unit1/lidar_data/lidar_data_336.ply,39,./unit1/mmWave_data/mmWave_power_336.txt
337,../scenario31/unit1/lidar_data/lidar_data_337.ply,46,./unit1/mmWave_data/mmWave_power_337.txt
338,../scenario31/unit1/lidar_data/lidar_data_338.ply,43,./unit1/mmWave_data/mmWave_power_338.txt
339,../scenario31/unit1/lidar_data/lidar_data_339.ply,44,./unit1/mmWave_data/mmWave_power_339.txt
340,../scenario31/unit1/lidar_data/lidar_data_340.ply,44,./unit1/mmWave_data/mmWave_power_340.txt
341,../scenario31/unit1/lidar_data/lidar_data_341.ply,43,./unit1/mmWave_data/mmWave_power_341.txt
342,../scenario31/unit1/lidar_data/lidar_data_342.ply,47,./unit1/mmWave_data/mmWave_power_342.txt
343,../scenario31/unit1/lidar_data/lidar_data_343.ply,45,./unit1/mmWave_data/mmWave_power_343.txt
344,../scenario31/unit1/lidar_data/lidar_data_344.ply,44,./unit1/mmWave_data/mmWave_power_344.txt
345,../scenario31/unit1/lidar_data/lidar_data_345.ply,45,./unit1/mmWave_data/mmWave_power_345.txt
346,../scenario31/unit1/lidar_data/lidar_data_346.ply,45,./unit1/mmWave_data/mmWave_power_346.txt
347,../scenario31/unit1/lidar_data/lidar_data_347.ply,43,./unit1/mmWave_data/mmWave_power_347.txt
348,../scenario31/unit1/lidar_data/lidar_data_348.ply,56,./unit1/mmWave_data/mmWave_power_348.txt
349,../scenario31/unit1/lidar_data/lidar_data_349.ply,38,./unit1/mmWave_data/mmWave_power_349.txt
350,../scenario31/unit1/lidar_data/lidar_data_350.ply,43,./unit1/mmWave_data/mmWave_power_350.txt
351,../scenario31/unit1/lidar_data/lidar_data_351.ply,44,./unit1/mmWave_data/mmWave_power_351.txt
352,../scenario31/unit1/lidar_data/lidar_data_352.ply,43,./unit1/mmWave_data/mmWave_power_352.txt
353,../scenario31/unit1/lidar_data/lidar_data_353.ply,44,./unit1/mmWave_data/mmWave_power_353.txt
354,../scenario31/unit1/lidar_data/lidar_data_354.ply,44,./unit1/mmWave_data/mmWave_power_354.txt
355,../scenario31/unit1/lidar_data/lidar_data_355.ply,43,./unit1/mmWave_data/mmWave_power_355.txt
356,../scenario31/unit1/lidar_data/lidar_data_356.ply,55,./unit1/mmWave_data/mmWave_power_356.txt
357,../scenario31/unit1/lidar_data/lidar_data_357.ply,54,./unit1/mmWave_data/mmWave_power_357.txt
358,../scenario31/unit1/lidar_data/lidar_data_358.ply,43,./unit1/mmWave_data/mmWave_power_358.txt
359,../scenario31/unit1/lidar_data/lidar_data_359.ply,48,./unit1/mmWave_data/mmWave_power_359.txt
360,../scenario31/unit1/lidar_data/lidar_data_360.ply,43,./unit1/mmWave_data/mmWave_power_360.txt
361,../scenario31/unit1/lidar_data/lidar_data_361.ply,42,./unit1/mmWave_data/mmWave_power_361.txt
362,../scenario31/unit1/lidar_data/lidar_data_362.ply,43,./unit1/mmWave_data/mmWave_power_362.txt
363,../scenario31/unit1/lidar_data/lidar_data_363.ply,43,./unit1/mmWave_data/mmWave_power_363.txt
364,../scenario31/unit1/lidar_data/lidar_data_364.ply,44,./unit1/mmWave_data/mmWave_power_364.txt
365,../scenario31/unit1/lidar_data/lidar_data_365.ply,43,./unit1/mmWave_data/mmWave_power_365.txt
366,../scenario31/unit1/lidar_data/lidar_data_366.ply,44,./unit1/mmWave_data/mmWave_power_366.txt
367,../scenario31/unit1/lidar_data/lidar_data_367.ply,42,./unit1/mmWave_data/mmWave_power_367.txt
368,../scenario31/unit1/lidar_data/lidar_data_368.ply,44,./unit1/mmWave_data/mmWave_power_368.txt
369,../scenario31/unit1/lidar_data/lidar_data_369.ply,29,./unit1/mmWave_data/mmWave_power_369.txt
370,../scenario31/unit1/lidar_data/lidar_data_370.ply,43,./unit1/mmWave_data/mmWave_power_370.txt
371,../scenario31/unit1/lidar_data/lidar_data_371.ply,27,./unit1/mmWave_data/mmWave_power_371.txt
372,../scenario31/unit1/lidar_data/lidar_data_372.ply,42,./unit1/mmWave_data/mmWave_power_372.txt
373,../scenario31/unit1/lidar_data/lidar_data_373.ply,56,./unit1/mmWave_data/mmWave_power_373.txt
374,../scenario31/unit1/lidar_data/lidar_data_374.ply,39,./unit1/mmWave_data/mmWave_power_374.txt
375,../scenario31/unit1/lidar_data/lidar_data_375.ply,39,./unit1/mmWave_data/mmWave_power_375.txt
376,../scenario31/unit1/lidar_data/lidar_data_376.ply,43,./unit1/mmWave_data/mmWave_power_376.txt
377,../scenario31/unit1/lidar_data/lidar_data_377.ply,43,./unit1/mmWave_data/mmWave_power_377.txt
378,../scenario31/unit1/lidar_data/lidar_data_378.ply,56,./unit1/mmWave_data/mmWave_power_378.txt
379,../scenario31/unit1/lidar_data/lidar_data_379.ply,38,./unit1/mmWave_data/mmWave_power_379.txt
380,../scenario31/unit1/lidar_data/lidar_data_380.ply,40,./unit1/mmWave_data/mmWave_power_380.txt
381,../scenario31/unit1/lidar_data/lidar_data_381.ply,56,./unit1/mmWave_data/mmWave_power_381.txt
382,../scenario31/unit1/lidar_data/lidar_data_382.ply,41,./unit1/mmWave_data/mmWave_power_382.txt
383,../scenario31/unit1/lidar_data/lidar_data_383.ply,39,./unit1/mmWave_data/mmWave_power_383.txt
384,../scenario31/unit1/lidar_data/lidar_data_384.ply,43,./unit1/mmWave_data/mmWave_power_384.txt
385,../scenario31/unit1/lidar_data/lidar_data_385.ply,41,./unit1/mmWave_data/mmWave_power_385.txt
386,../scenario31/unit1/lidar_data/lidar_data_386.ply,42,./unit1/mmWave_data/mmWave_power_386.txt
387,../scenario31/unit1/lidar_data/lidar_data_387.ply,58,./unit1/mmWave_data/mmWave_power_387.txt
388,../scenario31/unit1/lidar_data/lidar_data_388.ply,42,./unit1/mmWave_data/mmWave_power_388.txt
389,../scenario31/unit1/lidar_data/lidar_data_389.ply,42,./unit1/mmWave_data/mmWave_power_389.txt
390,../scenario31/unit1/lidar_data/lidar_data_390.ply,41,./unit1/mmWave_data/mmWave_power_390.txt
391,../scenario31/unit1/lidar_data/lidar_data_391.ply,40,./unit1/mmWave_data/mmWave_power_391.txt
392,../scenario31/unit1/lidar_data/lidar_data_392.ply,39,./unit1/mmWave_data/mmWave_power_392.txt
393,../scenario31/unit1/lidar_data/lidar_data_393.ply,39,./unit1/mmWave_data/mmWave_power_393.txt
394,../scenario31/unit1/lidar_data/lidar_data_394.ply,39,./unit1/mmWave_data/mmWave_power_394.txt
395,../scenario31/unit1/lidar_data/lidar_data_395.ply,39,./unit1/mmWave_data/mmWave_power_395.txt
396,../scenario31/unit1/lidar_data/lidar_data_396.ply,41,./unit1/mmWave_data/mmWave_power_396.txt
397,../scenario31/unit1/lidar_data/lidar_data_397.ply,39,./unit1/mmWave_data/mmWave_power_397.txt
398,../scenario31/unit1/lidar_data/lidar_data_398.ply,40,./unit1/mmWave_data/mmWave_power_398.txt
399,../scenario31/unit1/lidar_data/lidar_data_399.ply,39,./unit1/mmWave_data/mmWave_power_399.txt
400,../scenario31/unit1/lidar_data/lidar_data_400.ply,40,./unit1/mmWave_data/mmWave_power_400.txt
401,../scenario31/unit1/lidar_data/lidar_data_401.ply,39,./unit1/mmWave_data/mmWave_power_401.txt
402,../scenario31/unit1/lidar_data/lidar_data_402.ply,39,./unit1/mmWave_data/mmWave_power_402.txt
403,../scenario31/unit1/lidar_data/lidar_data_403.ply,39,./unit1/mmWave_data/mmWave_power_403.txt
404,../scenario31/unit1/lidar_data/lidar_data_404.ply,38,./unit1/mmWave_data/mmWave_power_404.txt
405,../scenario31/unit1/lidar_data/lidar_data_405.ply,39,./unit1/mmWave_data/mmWave_power_405.txt
406,../scenario31/unit1/lidar_data/lidar_data_406.ply,38,./unit1/mmWave_data/mmWave_power_406.txt
407,../scenario31/unit1/lidar_data/lidar_data_407.ply,39,./unit1/mmWave_data/mmWave_power_407.txt
408,../scenario31/unit1/lidar_data/lidar_data_408.ply,39,./unit1/mmWave_data/mmWave_power_408.txt
409,../scenario31/unit1/lidar_data/lidar_data_409.ply,39,./unit1/mmWave_data/mmWave_power_409.txt
410,../scenario31/unit1/lidar_data/lidar_data_410.ply,39,./unit1/mmWave_data/mmWave_power_410.txt
411,../scenario31/unit1/lidar_data/lidar_data_411.ply,39,./unit1/mmWave_data/mmWave_power_411.txt
412,../scenario31/unit1/lidar_data/lidar_data_412.ply,38,./unit1/mmWave_data/mmWave_power_412.txt
413,../scenario31/unit1/lidar_data/lidar_data_413.ply,39,./unit1/mmWave_data/mmWave_power_413.txt
414,../scenario31/unit1/lidar_data/lidar_data_414.ply,38,./unit1/mmWave_data/mmWave_power_414.txt
415,../scenario31/unit1/lidar_data/lidar_data_415.ply,38,./unit1/mmWave_data/mmWave_power_415.txt
416,../scenario31/unit1/lidar_data/lidar_data_416.ply,39,./unit1/mmWave_data/mmWave_power_416.txt
417,../scenario31/unit1/lidar_data/lidar_data_417.ply,39,./unit1/mmWave_data/mmWave_power_417.txt
418,../scenario31/unit1/lidar_data/lidar_data_418.ply,38,./unit1/mmWave_data/mmWave_power_418.txt
419,../scenario31/unit1/lidar_data/lidar_data_419.ply,39,./unit1/mmWave_data/mmWave_power_419.txt
420,../scenario31/unit1/lidar_data/lidar_data_420.ply,38,./unit1/mmWave_data/mmWave_power_420.txt
421,../scenario31/unit1/lidar_data/lidar_data_421.ply,39,./unit1/mmWave_data/mmWave_power_421.txt
422,../scenario31/unit1/lidar_data/lidar_data_422.ply,38,./unit1/mmWave_data/mmWave_power_422.txt
423,../scenario31/unit1/lidar_data/lidar_data_423.ply,37,./unit1/mmWave_data/mmWave_power_423.txt
424,../scenario31/unit1/lidar_data/lidar_data_424.ply,37,./unit1/mmWave_data/mmWave_power_424.txt
425,../scenario31/unit1/lidar_data/lidar_data_425.ply,38,./unit1/mmWave_data/mmWave_power_425.txt
