original_index,unit2_gps_nor,original_unit1_pwr_best-beam,original_unit1_pwr
201,"[0.8189662447835175, 0.10543732445027242]",32,./unit1/mmWave_data/mmWave_power_201.txt
202,"[0.8123105416974098, 0.1089452764964799]",32,./unit1/mmWave_data/mmWave_power_202.txt
203,"[0.8056115012724415, 0.11223105734944215]",30,./unit1/mmWave_data/mmWave_power_203.txt
204,"[0.7989033372156115, 0.11589101951205641]",32,./unit1/mmWave_data/mmWave_power_204.txt
205,"[0.7921563976164036, 0.11989008404113503]",33,./unit1/mmWave_data/mmWave_power_205.txt
206,"[0.7853843680101275, 0.12381898958711665]",34,./unit1/mmWave_data/mmWave_power_206.txt
207,"[0.7785940910526108, 0.1274321794599068]",34,./unit1/mmWave_data/mmWave_power_207.txt
208,"[0.771783285913681, 0.13084658563034043]",36,./unit1/mmWave_data/mmWave_power_208.txt
209,"[0.7649302838898734, 0.13450070146859336]",34,./unit1/mmWave_data/mmWave_power_209.txt
210,"[0.758077281885514, 0.13815481790505815]",37,./unit1/mmWave_data/mmWave_power_210.txt
211,"[0.7511341838025889, 0.14189663239740588]",37,./unit1/mmWave_data/mmWave_power_211.txt
212,"[0.7441910857391121, 0.1453227313162641]",37,./unit1/mmWave_data/mmWave_power_212.txt
213,"[0.7372171953500329, 0.14919317122578515]",38,./unit1/mmWave_data/mmWave_power_213.txt
214,"[0.7302433049415055, 0.15306361113530623]",37,./unit1/mmWave_data/mmWave_power_214.txt
215,"[0.7302433049415055, 0.15306361113530623]",39,./unit1/mmWave_data/mmWave_power_215.txt
216,"[0.7232363413188585, 0.156758652739618]",38,./unit1/mmWave_data/mmWave_power_216.txt
217,"[0.7162385013475215, 0.1604303083485707]",39,./unit1/mmWave_data/mmWave_power_217.txt
218,"[0.7092018858532549, 0.16417212353883223]",39,./unit1/mmWave_data/mmWave_power_218.txt
219,"[0.7021048261714906, 0.1680074839069538]",39,./unit1/mmWave_data/mmWave_power_219.txt
220,"[0.6950077664994503, 0.17184284357716156]",39,./unit1/mmWave_data/mmWave_power_220.txt
221,"[0.6878821954389454, 0.1756782040449851]",39,./unit1/mmWave_data/mmWave_power_221.txt
222,"[0.6807475006882341, 0.1795954161446283]",40,./unit1/mmWave_data/mmWave_power_222.txt
223,"[0.6736173677826259, 0.1834073904176888]",39,./unit1/mmWave_data/mmWave_power_223.txt
224,"[0.6664370547753645, 0.1871024327199144]",42,./unit1/mmWave_data/mmWave_power_224.txt
225,"[0.6592590227344133, 0.19086763340702514]",40,./unit1/mmWave_data/mmWave_power_225.txt
226,"[0.6520787097271519, 0.19476145941160727]",42,./unit1/mmWave_data/mmWave_power_226.txt
227,"[0.6448550594004782, 0.19849158125523236]",38,./unit1/mmWave_data/mmWave_power_227.txt
228,"[0.637615442698598, 0.20225678184264115]",43,./unit1/mmWave_data/mmWave_power_228.txt
229,"[0.6303461741056501, 0.2061623012935617]",42,./unit1/mmWave_data/mmWave_power_229.txt
230,"[0.6230643605091681, 0.20988657611491163]",43,./unit1/mmWave_data/mmWave_power_230.txt
231,"[0.6157825469126861, 0.21361085153447343]",43,./unit1/mmWave_data/mmWave_power_231.txt
232,"[0.6084539746056713, 0.21753975708045503]",8,./unit1/mmWave_data/mmWave_power_232.txt
233,"[0.6011162786473464, 0.22132834456054068]",43,./unit1/mmWave_data/mmWave_power_233.txt
234,"[0.593758054468712, 0.22525725010652228]",43,./unit1/mmWave_data/mmWave_power_234.txt
235,"[0.5863838639051471, 0.22931478027206145]",43,./unit1/mmWave_data/mmWave_power_235.txt
236,"[0.5789982687823068, 0.23315014064018302]",44,./unit1/mmWave_data/mmWave_power_236.txt
237,"[0.5715761790542263, 0.23697380766166815]",43,./unit1/mmWave_data/mmWave_power_237.txt
238,"[0.564140403858905, 0.24075070169541535]",45,./unit1/mmWave_data/mmWave_power_238.txt
239,"[0.5567069095618249, 0.24466791379505856]",44,./unit1/mmWave_data/mmWave_power_239.txt
240,"[0.5492255161196776, 0.24873713740693615]",44,./unit1/mmWave_data/mmWave_power_240.txt
241,"[0.541730437181117, 0.2524555658042228]",46,./unit1/mmWave_data/mmWave_power_241.txt
242,"[0.5342513246274869, 0.2561973810941863]",44,./unit1/mmWave_data/mmWave_power_242.txt
243,"[0.5267448411296508, 0.2599625816815951]",44,./unit1/mmWave_data/mmWave_power_243.txt
244,"[0.5192201103389188, 0.26356407890566264]",45,./unit1/mmWave_data/mmWave_power_244.txt
245,"[0.511686255906601, 0.26745790491024474]",45,./unit1/mmWave_data/mmWave_power_245.txt
246,"[0.5041615251061449, 0.27121141284893086]",44,./unit1/mmWave_data/mmWave_power_246.txt
247,"[0.4965957378747937, 0.27468428475552703]",48,./unit1/mmWave_data/mmWave_power_247.txt
248,"[0.48901626519564984, 0.2781571565624212]",43,./unit1/mmWave_data/mmWave_power_248.txt
249,"[0.4814504779642987, 0.2817352668938119]",32,./unit1/mmWave_data/mmWave_power_249.txt
250,"[0.47383679156843195, 0.28540692250276456]",46,./unit1/mmWave_data/mmWave_power_250.txt
251,"[0.46620485787966937, 0.28903180572219117]",46,./unit1/mmWave_data/mmWave_power_251.txt
252,"[0.45855011507235577, 0.29220650172629564]",47,./unit1/mmWave_data/mmWave_power_252.txt
253,"[0.4508953722650422, 0.29538119773040006]",46,./unit1/mmWave_data/mmWave_power_253.txt
254,"[0.44324975308959047, 0.29828110392707385]",47,./unit1/mmWave_data/mmWave_power_254.txt
255,"[0.4355493920160027, 0.3019176798949251]",51,./unit1/mmWave_data/mmWave_power_255.txt
256,"[0.4278467500441736, 0.3059869035068027]",47,./unit1/mmWave_data/mmWave_power_256.txt
257,"[0.4201327034936208, 0.3098339573212627]",48,./unit1/mmWave_data/mmWave_power_257.txt
258,"[0.41240725238379256, 0.31299111355466736]",47,./unit1/mmWave_data/mmWave_power_258.txt
259,"[0.40470461041196343, 0.3159260992927406]",49,./unit1/mmWave_data/mmWave_power_259.txt
260,"[0.3969905638419624, 0.31973807286788736]",47,./unit1/mmWave_data/mmWave_power_260.txt
261,"[0.38923317998172147, 0.32399438743369685]",47,./unit1/mmWave_data/mmWave_power_261.txt
262,"[0.3814324587437235, 0.3277362019260446]",47,./unit1/mmWave_data/mmWave_power_262.txt
263,"[0.37357699561731367, 0.3308582786180498]",49,./unit1/mmWave_data/mmWave_power_263.txt
264,"[0.3656827569776983, 0.3339452758683575]",46,./unit1/mmWave_data/mmWave_power_264.txt
265,"[0.17781082564890768, 0.8894644527879461]",48,./unit1/mmWave_data/mmWave_power_265.txt
266,"[0.18018069388706462, 0.8884120673435772]",48,./unit1/mmWave_data/mmWave_power_266.txt
267,"[0.18249582022708558, 0.8871725916431902]",46,./unit1/mmWave_data/mmWave_power_267.txt
268,"[0.18471058640269633, 0.8861786718352819]",48,./unit1/mmWave_data/mmWave_power_268.txt
269,"[0.18682271149620733, 0.885336763539608]",46,./unit1/mmWave_data/mmWave_power_269.txt
270,"[0.1887934200138613, 0.8844480823558981]",47,./unit1/mmWave_data/mmWave_power_270.txt
271,"[0.19070254389975877, 0.8834658558946262]",47,./unit1/mmWave_data/mmWave_power_271.txt
272,"[0.19256148769372705, 0.8824953229793947]",47,./unit1/mmWave_data/mmWave_power_272.txt
273,"[0.19431550949763013, 0.8817586532082173]",47,./unit1/mmWave_data/mmWave_power_273.txt
274,"[0.19592811476457261, 0.8811272219615364]",47,./unit1/mmWave_data/mmWave_power_274.txt
275,"[0.19741070797603705, 0.8804373250783949]",48,./unit1/mmWave_data/mmWave_power_275.txt
276,"[0.19882943562833136, 0.8795603372413214]",47,./unit1/mmWave_data/mmWave_power_276.txt
277,"[0.20023447781338477, 0.8787184288459455]",47,./unit1/mmWave_data/mmWave_power_277.txt
278,"[0.20168057641960913, 0.8778999066453327]",48,./unit1/mmWave_data/mmWave_power_278.txt
279,"[0.2031973833283482, 0.8770346122545977]",45,./unit1/mmWave_data/mmWave_power_279.txt
280,"[0.20471875206274226, 0.8767188965814062]",17,./unit1/mmWave_data/mmWave_power_280.txt
281,"[0.2063017054386169, 0.8759237604758544]",47,./unit1/mmWave_data/mmWave_power_281.txt
282,"[0.20790290609766335, 0.8752923299270873]",48,./unit1/mmWave_data/mmWave_power_282.txt
283,"[0.20955884867429403, 0.8743334896605784]",47,./unit1/mmWave_data/mmWave_power_283.txt
284,"[0.21120794851730423, 0.8731057067086161]",48,./unit1/mmWave_data/mmWave_power_284.txt
285,"[0.2129231948177259, 0.8720650140126718]",47,./unit1/mmWave_data/mmWave_power_285.txt
286,"[0.21471371124631727, 0.8714686623073903]",46,./unit1/mmWave_data/mmWave_power_286.txt
287,"[0.2165065085828741, 0.8708840039487453]",48,./unit1/mmWave_data/mmWave_power_287.txt
288,"[0.21836317148832515, 0.8700654817481325]",47,./unit1/mmWave_data/mmWave_power_288.txt
289,"[0.22032703725291042, 0.8693989716579659]",45,./unit1/mmWave_data/mmWave_power_289.txt
290,"[0.22243688144818008, 0.8683660750581897]",48,./unit1/mmWave_data/mmWave_power_290.txt
291,"[0.22454672563372563, 0.8673331777604998]",46,./unit1/mmWave_data/mmWave_power_291.txt
292,"[0.2266565698289953, 0.8663002810610217]",48,./unit1/mmWave_data/mmWave_power_292.txt
293,"[0.22905152809366863, 0.8652595883650774]",45,./unit1/mmWave_data/mmWave_power_293.txt
294,"[0.23161527390757727, 0.8639967258717156]",45,./unit1/mmWave_data/mmWave_power_294.txt
295,"[0.23427709895848245, 0.8626637043952566]",47,./unit1/mmWave_data/mmWave_power_295.txt
296,"[0.23714078478246664, 0.861359916036134]",46,./unit1/mmWave_data/mmWave_power_296.txt
297,"[0.2400044705870026, 0.8600561276770113]",48,./unit1/mmWave_data/mmWave_power_297.txt
298,"[0.24305633169737664, 0.859015434981067]",47,./unit1/mmWave_data/mmWave_power_298.txt
299,"[0.2461880247518513, 0.8575420954387122]",47,./unit1/mmWave_data/mmWave_power_299.txt
300,"[0.24939498792477155, 0.8561155287843932]",45,./unit1/mmWave_data/mmWave_power_300.txt
301,"[0.2527045921603433, 0.8546304957956999]",15,./unit1/mmWave_data/mmWave_power_301.txt
302,"[0.2560826237710161, 0.8525374183533007]",45,./unit1/mmWave_data/mmWave_power_302.txt
303,"[0.25951995912492815, 0.8503157155934299]",45,./unit1/mmWave_data/mmWave_power_303.txt
304,"[0.263002912715942, 0.848608512807319]",39,./unit1/mmWave_data/mmWave_power_304.txt
305,"[0.2665725409944011, 0.8470533208355286]",45,./unit1/mmWave_data/mmWave_power_305.txt
306,"[0.2701832256940311, 0.8452759590663208]",47,./unit1/mmWave_data/mmWave_power_306.txt
307,"[0.2738418095970731, 0.8433933587726165]",47,./unit1/mmWave_data/mmWave_power_307.txt
308,"[0.2775574162673201, 0.8414756781398968]",48,./unit1/mmWave_data/mmWave_power_308.txt
309,"[0.281260477934033, 0.8395287651874567]",45,./unit1/mmWave_data/mmWave_power_309.txt
310,"[0.284963539600746, 0.8375818528332284]",43,./unit1/mmWave_data/mmWave_power_310.txt
311,"[0.28870651723464713, 0.8353952296147572]",45,./unit1/mmWave_data/mmWave_power_311.txt
312,"[0.29239019116420556, 0.8333840040035815]",46,./unit1/mmWave_data/mmWave_power_312.txt
313,"[0.29607614598228116, 0.8314195511807396]",47,./unit1/mmWave_data/mmWave_power_313.txt
314,"[0.29979403357994183, 0.8299111320969853]",46,./unit1/mmWave_data/mmWave_power_314.txt
315,"[0.3034594601971561, 0.8280168383569425]",47,./unit1/mmWave_data/mmWave_power_315.txt
316,"[0.30711576316306033, 0.8256314314361147]",43,./unit1/mmWave_data/mmWave_power_316.txt
317,"[0.3107880325041709, 0.8237254443494354]",46,./unit1/mmWave_data/mmWave_power_317.txt
318,"[0.3144625827726952, 0.8216674464484356]",44,./unit1/mmWave_data/mmWave_power_318.txt
319,"[0.3181325712058403, 0.8198199255964287]",46,./unit1/mmWave_data/mmWave_power_319.txt
320,"[0.32181624511595047, 0.8179840974928464]",46,./unit1/mmWave_data/mmWave_power_320.txt
321,"[0.32546798623675144, 0.8159728717819686]",46,./unit1/mmWave_data/mmWave_power_321.txt
322,"[0.3291151655610698, 0.8137394763733753]",44,./unit1/mmWave_data/mmWave_power_322.txt
323,"[0.33270418160585574, 0.8116756314501004]",45,./unit1/mmWave_data/mmWave_power_323.txt
324,"[0.3362931976214693, 0.8096117871250371]",45,./unit1/mmWave_data/mmWave_power_324.txt
325,"[0.33983545496544654, 0.8079279705336894]",44,./unit1/mmWave_data/mmWave_power_325.txt
326,"[0.34340736415187106, 0.8062909260327616]",44,./unit1/mmWave_data/mmWave_power_326.txt
327,"[0.3505853962317188, 0.8027712813378315]",47,./unit1/mmWave_data/mmWave_power_327.txt
328,"[0.3541504626650746, 0.8011342375348176]",44,./unit1/mmWave_data/mmWave_power_328.txt
329,"[0.35773149551253325, 0.7988072969483642]",44,./unit1/mmWave_data/mmWave_power_329.txt
330,"[0.3612623482777868, 0.796269878615004]",45,./unit1/mmWave_data/mmWave_power_330.txt
331,"[0.3647567064572485, 0.7941066421895077]",43,./unit1/mmWave_data/mmWave_power_331.txt
332,"[0.36829440194639834, 0.7920252574955329]",43,./unit1/mmWave_data/mmWave_power_332.txt
333,"[0.37181841198775556, 0.7900724981190296]",44,./unit1/mmWave_data/mmWave_power_333.txt
334,"[0.3752648709929776, 0.7884237609693792]",46,./unit1/mmWave_data/mmWave_power_334.txt
335,"[0.37875238639992237, 0.7863657623704655]",44,./unit1/mmWave_data/mmWave_power_335.txt
336,"[0.38223762089890173, 0.7842492988330051]",39,./unit1/mmWave_data/mmWave_power_336.txt
337,"[0.3856726753448483, 0.7826239477784158]",46,./unit1/mmWave_data/mmWave_power_337.txt
338,"[0.3890940443138298, 0.7808582787576326]",43,./unit1/mmWave_data/mmWave_power_338.txt
339,"[0.39253708193765546, 0.7789581386932284]",44,./unit1/mmWave_data/mmWave_power_339.txt
340,"[0.39598011956148116, 0.7770579985291223]",44,./unit1/mmWave_data/mmWave_power_340.txt
341,"[0.399399207603049, 0.7751403179961046]",43,./unit1/mmWave_data/mmWave_power_341.txt
342,"[0.40277723922344594, 0.7731057061901658]",47,./unit1/mmWave_data/mmWave_power_342.txt
343,"[0.4060822816430868, 0.7710126288474685]",45,./unit1/mmWave_data/mmWave_power_343.txt
344,"[0.40931433485224755, 0.7691768007438862]",44,./unit1/mmWave_data/mmWave_power_344.txt
345,"[0.4125167361800645, 0.7672591209087822]",45,./unit1/mmWave_data/mmWave_power_345.txt
346,"[0.41565527197788377, 0.7655869976640709]",45,./unit1/mmWave_data/mmWave_power_346.txt
347,"[0.418739065877567, 0.7638914875266827]",43,./unit1/mmWave_data/mmWave_power_347.txt
348,"[0.42180233152776825, 0.7618334896256828]",56,./unit1/mmWave_data/mmWave_power_348.txt
349,"[0.4248085744107646, 0.7600561271585611]",38,./unit1/mmWave_data/mmWave_power_349.txt
350,"[0.427766918100073, 0.7586295605042421]",43,./unit1/mmWave_data/mmWave_power_350.txt
351,"[0.4307047335787959, 0.7572029938499232]",44,./unit1/mmWave_data/mmWave_power_351.txt
352,"[0.43363342540620886, 0.7552268476804449]",43,./unit1/mmWave_data/mmWave_power_352.txt
353,"[0.43647316162848704, 0.7534494859112371]",44,./unit1/mmWave_data/mmWave_power_353.txt
354,"[0.43920113316597603, 0.7519761463688822]",44,./unit1/mmWave_data/mmWave_power_354.txt
355,"[0.441935947398189, 0.7503858748556924]",43,./unit1/mmWave_data/mmWave_power_355.txt
356,"[0.44465479526491974, 0.7488891491185745]",55,./unit1/mmWave_data/mmWave_power_356.txt
357,"[0.447274423421223, 0.7472988776053847]",54,./unit1/mmWave_data/mmWave_power_357.txt
358,"[0.4498940515969745, 0.7457086067901088]",43,./unit1/mmWave_data/mmWave_power_358.txt
359,"[0.4524737637860895, 0.7442235739011175]",48,./unit1/mmWave_data/mmWave_power_359.txt
360,"[0.4550511950769632, 0.7427736203541216]",43,./unit1/mmWave_data/mmWave_power_360.txt
361,"[0.4575944126705623, 0.7413353603531663]",42,./unit1/mmWave_data/mmWave_power_361.txt
362,"[0.4600600792377503, 0.7402245092723369]",43,./unit1/mmWave_data/mmWave_power_362.txt
363,"[0.4624869702820087, 0.739335828088627]",43,./unit1/mmWave_data/mmWave_power_363.txt
364,"[0.4649070185926466, 0.7380144999588045]",44,./unit1/mmWave_data/mmWave_power_364.txt
365,"[0.46737496606780005, 0.7366931711310682]",43,./unit1/mmWave_data/mmWave_power_365.txt
366,"[0.46986572268095267, 0.7354420020840449]",44,./unit1/mmWave_data/mmWave_power_366.txt
367,"[0.4722994564491074, 0.73396866254169]",42,./unit1/mmWave_data/mmWave_power_367.txt
368,"[0.47474459480570996, 0.7325771753290685]",44,./unit1/mmWave_data/mmWave_power_368.txt
369,"[0.47724675597813804, 0.7315014030917248]",29,./unit1/mmWave_data/mmWave_power_369.txt
370,"[0.47972838892053243, 0.730191767710327]",43,./unit1/mmWave_data/mmWave_power_370.txt
371,"[0.4822100218532027, 0.728882133026843]",27,./unit1/mmWave_data/mmWave_power_371.txt
372,"[0.48471902577869946, 0.7276660434215171]",42,./unit1/mmWave_data/mmWave_power_372.txt
373,"[0.487273647931574, 0.7263681014864577]",56,./unit1/mmWave_data/mmWave_power_373.txt
374,"[0.4898054609756217, 0.7252923292491139]",39,./unit1/mmWave_data/mmWave_power_374.txt
375,"[0.4923418358161521, 0.7242048643630474]",39,./unit1/mmWave_data/mmWave_power_375.txt
376,"[0.49490101980440576, 0.7228718427868867]",43,./unit1/mmWave_data/mmWave_power_376.txt
377,"[0.49745564193783204, 0.7216908327229602]",43,./unit1/mmWave_data/mmWave_power_377.txt
378,"[0.5000079831924652, 0.7205449022004332]",56,./unit1/mmWave_data/mmWave_power_378.txt
379,"[0.5025306725657547, 0.7191417216411754]",38,./unit1/mmWave_data/mmWave_power_379.txt
380,"[0.5050921374522497, 0.717867165801177]",40,./unit1/mmWave_data/mmWave_power_380.txt
381,"[0.5076444787068829, 0.7167095418323116]",56,./unit1/mmWave_data/mmWave_power_381.txt
382,"[0.510196819951792, 0.7155519178634463]",41,./unit1/mmWave_data/mmWave_power_382.txt
383,"[0.5127263520781501, 0.7142188963869873]",39,./unit1/mmWave_data/mmWave_power_383.txt
384,"[0.5153129070106097, 0.713037886323061]",43,./unit1/mmWave_data/mmWave_power_384.txt
385,"[0.5178561245847605, 0.7119621140857172]",41,./unit1/mmWave_data/mmWave_power_385.txt
386,"[0.5203924994252909, 0.7106758654972942]",42,./unit1/mmWave_data/mmWave_power_386.txt
387,"[0.5229516834427169, 0.7094948554333678]",58,./unit1/mmWave_data/mmWave_power_387.txt
388,"[0.5255177101451428, 0.7082436856884305]",42,./unit1/mmWave_data/mmWave_power_388.txt
389,"[0.5280768941333964, 0.706828812380748]",42,./unit1/mmWave_data/mmWave_power_389.txt
390,"[0.530649763598615, 0.7055250233237116]",41,./unit1/mmWave_data/mmWave_power_390.txt
391,"[0.5332226330541097, 0.7042212349645889]",40,./unit1/mmWave_data/mmWave_power_391.txt
392,"[0.5358297161874306, 0.7029349863761659]",39,./unit1/mmWave_data/mmWave_power_392.txt
393,"[0.5384527657251302, 0.7018007485023616]",39,./unit1/mmWave_data/mmWave_power_393.txt
394,"[0.5411009052990704, 0.7006548179798346]",39,./unit1/mmWave_data/mmWave_power_394.txt
395,"[0.5438174722481116, 0.6994621145692718]",39,./unit1/mmWave_data/mmWave_power_395.txt
396,"[0.5466093093155984, 0.6982811045053453]",41,./unit1/mmWave_data/mmWave_power_396.txt
397,"[0.5494011463928092, 0.697100093743505]",39,./unit1/mmWave_data/mmWave_power_397.txt
398,"[0.5521929834408478, 0.6959190836795786]",40,./unit1/mmWave_data/mmWave_power_398.txt
399,"[0.5550418433436083, 0.6946328343932419]",39,./unit1/mmWave_data/mmWave_power_399.txt
400,"[0.5579055291481443, 0.6932471936046837]",40,./unit1/mmWave_data/mmWave_power_400.txt
401,"[0.5607692149721285, 0.6918615528161256]",39,./unit1/mmWave_data/mmWave_power_401.txt
402,"[0.5636135130297858, 0.6907156222935986]",39,./unit1/mmWave_data/mmWave_power_402.txt
403,"[0.5664920247749936, 0.6892305893049053]",39,./unit1/mmWave_data/mmWave_power_403.txt
404,"[0.569336322842375, 0.687558466060194]",38,./unit1/mmWave_data/mmWave_power_404.txt
405,"[0.5721829018177219, 0.686412535537667]",39,./unit1/mmWave_data/mmWave_power_405.txt
406,"[0.5750089525922074, 0.6854420018248197]",38,./unit1/mmWave_data/mmWave_power_406.txt
407,"[0.5778623742817265, 0.6842025261244327]",39,./unit1/mmWave_data/mmWave_power_407.txt
408,"[0.5807773806418985, 0.6827993455651749]",39,./unit1/mmWave_data/mmWave_power_408.txt
409,"[0.5836171168739008, 0.6815014036301155]",39,./unit1/mmWave_data/mmWave_power_409.txt
410,"[0.5864705386023163, 0.6804724042808077]",39,./unit1/mmWave_data/mmWave_power_410.txt
411,"[0.5893490503475242, 0.6793264737582807]",39,./unit1/mmWave_data/mmWave_power_411.txt
412,"[0.592195629313147, 0.6778882136576233]",38,./unit1/mmWave_data/mmWave_power_412.txt
413,"[0.5950376464531147, 0.676566884929589]",39,./unit1/mmWave_data/mmWave_power_413.txt
414,"[0.5978773826948411, 0.6755612723732561]",38,./unit1/mmWave_data/mmWave_power_414.txt
415,"[0.600687467074672, 0.6742048648017361]",38,./unit1/mmWave_data/mmWave_power_415.txt
416,"[0.6034861468757793, 0.6726964457179818]",39,./unit1/mmWave_data/mmWave_power_416.txt
417,"[0.6062049947327859, 0.671620673480638]",39,./unit1/mmWave_data/mmWave_power_417.txt
418,"[0.6089147189482066, 0.670521515846147]",38,./unit1/mmWave_data/mmWave_power_418.txt
419,"[0.6116107577061105, 0.6691884943696882]",39,./unit1/mmWave_data/mmWave_power_419.txt
420,"[0.6142383690500169, 0.6678788588885883]",38,./unit1/mmWave_data/mmWave_power_420.txt
421,"[0.6168454521930621, 0.6667563144611225]",39,./unit1/mmWave_data/mmWave_power_421.txt
422,"[0.6194616589874171, 0.6657623947529161]",38,./unit1/mmWave_data/mmWave_power_422.txt
423,"[0.6220254048013258, 0.6648035551843211]",37,./unit1/mmWave_data/mmWave_power_423.txt
424,"[0.6245366896153398, 0.6636927034055778]",37,./unit1/mmWave_data/mmWave_power_424.txt
425,"[0.6270434126036988, 0.6625467728830509]",38,./unit1/mmWave_data/mmWave_power_425.txt
426,"[0.6294703036479572, 0.6615060808850204]",37,./unit1/mmWave_data/mmWave_power_426.txt
427,"[0.6318242054914596, 0.6605238538255367]",37,./unit1/mmWave_data/mmWave_power_427.txt
428,"[0.6341416127394459, 0.6594130027447073]",38,./unit1/mmWave_data/mmWave_power_428.txt
429,"[0.6364088399149513, 0.6582319926807808]",38,./unit1/mmWave_data/mmWave_power_429.txt
430,"[0.6386213251631484, 0.6570509826168544]",38,./unit1/mmWave_data/mmWave_power_430.txt
431,"[0.640785911256554, 0.6559518242844495]",37,./unit1/mmWave_data/mmWave_power_431.txt
432,"[0.6429664637348902, 0.6549345183814801]",37,./unit1/mmWave_data/mmWave_power_432.txt
433,"[0.6450763079301599, 0.6538587469417522]",37,./unit1/mmWave_data/mmWave_power_433.txt
434,"[0.6471473766024999, 0.6529116000218798]",38,./unit1/mmWave_data/mmWave_power_434.txt
435,"[0.6492572207977696, 0.6519878392967704]",37,./unit1/mmWave_data/mmWave_power_435.txt
436,"[0.6513887336576074, 0.6512043972357688]",37,./unit1/mmWave_data/mmWave_power_436.txt
437,"[0.6535202465271694, 0.6504209545765555]",36,./unit1/mmWave_data/mmWave_power_437.txt
438,"[0.6556734280515755, 0.649684284805378]",36,./unit1/mmWave_data/mmWave_power_438.txt
439,"[0.6578380141449811, 0.6486786715511312]",35,./unit1/mmWave_data/mmWave_power_439.txt
440,"[0.6600071620543178, 0.6475561271236654]",34,./unit1/mmWave_data/mmWave_power_440.txt
441,"[0.6622470182661689, 0.6464335826961994]",37,./unit1/mmWave_data/mmWave_power_441.txt
442,"[0.6645416163858803, 0.6454981292226655]",35,./unit1/mmWave_data/mmWave_power_442.txt
443,"[0.6668863945780726, 0.6445042095144591]",36,./unit1/mmWave_data/mmWave_power_443.txt
444,"[0.669295038319711, 0.6433348927971692]",36,./unit1/mmWave_data/mmWave_power_444.txt
445,"[0.6717584239886577, 0.6421071098452068]",36,./unit1/mmWave_data/mmWave_power_445.txt
446,"[0.6742560233159826, 0.6409144057367301]",37,./unit1/mmWave_data/mmWave_power_446.txt
447,"[0.676778712689272, 0.6398503275439366]",33,./unit1/mmWave_data/mmWave_power_447.txt
448,"[0.6793242112102847, 0.6387160897698342]",35,./unit1/mmWave_data/mmWave_power_448.txt
449,"[0.6818970806657793, 0.6376052386890048]",36,./unit1/mmWave_data/mmWave_power_449.txt
450,"[0.6844767928548944, 0.6365879327860353]",34,./unit1/mmWave_data/mmWave_power_450.txt
451,"[0.6870770332545948, 0.6355823203294044]",33,./unit1/mmWave_data/mmWave_power_451.txt
